BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,David Sills,ATL,WR,1,10,6,78,0,10,6,78,61,92.424,43,95.556,22.222,9,90,20,10,15.152
,Dalton Schultz,HST,TE,1,9,8,76,1,9,8,76,48,73.846,27,90,30,3,33.333,9.375,9,14.286
,Colby Parkinson,LA,TE,1,7,5,75,2,7,5,75,59,84.286,30,75,17.5,5,71.429,12.195,7,10.145
,Rashid Shaheed,SEA,WR,1,7,5,74,0,7,5,74,38,62.295,29,78.378,18.919,5,71.429,12.821,8,13.559
,Travis Etienne,JAX,RB,1,4,3,73,3,4,3,73,35,55.556,20,62.5,12.5,4,100,11.111,16,27.119
,Theo Johnson,NYG,TE,1,4,3,72,0,4,3,72,58,79.452,35,92.105,10.526,2,50,4.545,4,5.97
,Jakobi Meyers,JAX,WR,1,7,5,71,0,7,5,71,50,79.365,31,96.875,21.875,7,100,19.444,7,11.864
,Davante Adams,LA,WR,1,9,4,71,0,9,4,71,32,45.714,25,62.5,22.5,8,88.889,19.512,9,13.043
,Travis Kelce,KC,TE,1,9,7,70,0,9,7,70,58,95.082,37,97.368,23.684,3,33.333,7.5,9,15.254
,Dallas Goedert,PHI,TE,1,7,6,70,2,7,6,70,48,69.565,15,78.947,36.842,3,42.857,13.636,7,10.606
,Terry McLaurin,WAS,WR,1,4,3,69,1,4,3,69,40,63.492,17,80.952,19.048,3,75,11.538,4,6.897
,Devaughn Vele,NO,WR,1,6,5,69,0,6,5,69,33,50,16,42.105,15.789,5,83.333,12.195,6,9.524
,Zay Flowers,BLT,WR,1,5,3,68,1,5,3,68,31,73.81,15,93.75,31.25,0,0,0,5,12.5
,De'Von Achane,MIA,RB,1,6,6,67,0,6,6,67,40,81.633,27,84.375,18.75,0,0,0,18,37.5
,Brian Thomas Jr.,JAX,WR,1,7,4,66,1,7,4,66,47,74.603,28,87.5,21.875,7,100,19.444,8,13.559
,T.J. Hockenson,MIN,TE,1,5,4,66,0,5,4,66,41,75.926,22,91.667,20.833,2,40,7.692,5,9.615
,Jordan Addison,MIN,WR,1,2,2,66,0,2,2,66,34,62.963,17,70.833,8.333,2,100,7.692,2,3.846
,Darren Waller,MIA,TE,1,8,7,66,2,8,7,66,25,51.02,20,62.5,25,4,50,12.121,8,16.667
,DJ Moore,CHI,WR,1,5,4,65,2,5,4,65,58,89.231,29,93.548,16.129,4,80,12.5,5,7.813
,Khalil Shakir,BUF,WR,1,5,5,65,0,5,5,65,45,64.286,25,83.333,16.667,3,60,9.091,5,7.463
,Emeka Egbuka,TB,WR,1,7,4,64,0,7,4,64,38,61.29,24,61.538,17.949,6,85.714,15,7,11.475
,Colston Loveland,CHI,TE,1,5,4,63,0,5,4,63,41,63.077,20,64.516,16.129,5,100,15.625,6,9.375
,Oronde Gadsden II,LAC,TE,1,5,4,61,0,5,4,61,31,50,23,69.697,15.152,2,40,6.061,5,8.065
,Jalen Coker,CAR,WR,1,4,4,60,1,4,4,60,38,61.29,21,84,16,3,75,9.677,4,7.143
,Adonai Mitchell,NYJ,WR,1,9,6,58,1,9,6,58,54,73.973,32,88.889,25,8,88.889,19.512,10,14.706
,Jayden Reed,GB,WR,1,6,5,55,0,6,5,55,41,62.121,29,67.442,13.953,2,33.333,4.348,6,9.524
,Matthew Golden,GB,WR,1,4,3,55,0,4,3,55,22,33.333,18,41.86,9.302,3,75,6.522,4,6.349
,DK Metcalf,PIT,WR,1,3,3,55,1,3,3,55,48,77.419,25,83.333,10,3,100,10,3,4.839
,Michael Wilson,ARZ,WR,1,11,5,54,1,11,5,54,53,82.813,34,80.952,26.19,10,90.909,23.256,11,17.46
,Wan'Dale Robinson,NYG,WR,1,10,5,54,1,10,5,54,66,90.411,37,97.368,26.316,6,60,13.636,10,14.925
,Parker Washington,JAX,WR,1,3,3,53,0,3,3,53,25,39.683,19,59.375,9.375,2,66.667,5.556,3,5.085
,Isaiah Williams,NYJ,WR,1,7,6,53,0,7,6,53,41,56.164,26,72.222,19.444,4,57.143,9.756,7,10.294
,Darius Slayton,NYG,WR,1,10,4,53,0,10,4,53,61,83.562,34,89.474,26.316,7,70,15.909,10,14.925
,Luke Musgrave,GB,TE,1,6,4,52,0,6,4,52,33,50,24,55.814,13.953,3,50,6.522,6,9.524
,Rashee Rice,KC,WR,1,11,7,51,0,11,7,51,51,83.607,36,94.737,28.947,2,18.182,5,11,18.644
,DeVonta Smith,PHI,WR,1,2,2,50,0,2,2,50,33,47.826,13,68.421,10.526,2,100,9.091,2,3.03
,Tre Harris,LAC,WR,1,5,3,49,0,5,3,49,52,83.871,27,81.818,15.152,3,60,9.091,5,8.065
,Gunnar Helm,TEN,TE,1,4,4,49,1,4,4,49,22,44.898,12,41.379,13.793,2,50,6.897,4,8.163
,Harold Fannin Jr.,CLV,TE,1,14,7,48,0,14,7,48,55,94.828,40,100,35,10,71.429,23.81,15,26.786
,Tyquan Thornton,KC,WR,1,3,2,47,0,3,2,47,30,49.18,20,52.632,7.895,0,0,0,3,5.085
,Jalen Nailor,MIN,WR,1,5,3,47,2,5,3,47,26,48.148,15,62.5,20.833,3,60,11.538,6,11.538
,Cooper Kupp,SEA,WR,1,7,5,46,0,7,5,46,44,72.131,28,75.676,18.919,5,71.429,12.821,7,11.864
,Greg Dulcich,MIA,TE,1,2,2,46,0,2,2,46,17,34.694,12,37.5,6.25,1,50,3.03,2,4.167
,Kenneth Gainwell,PIT,RB,1,7,7,46,0,7,7,46,32,51.613,15,50,23.333,1,14.286,3.333,20,32.258
,Pat Freiermuth,PIT,TE,1,5,3,45,0,5,3,45,27,43.548,14,46.667,16.667,2,40,6.667,5,8.065
,Deebo Samuel Sr.,WAS,WR,1,5,3,43,0,5,3,43,35,55.556,17,80.952,23.81,4,80,15.385,5,8.621
,Van Jefferson,TEN,WR,1,5,1,43,0,5,1,43,29,59.184,18,62.069,17.241,3,60,10.345,5,10.204
,Lil'Jordan Humphrey,DEN,WR,1,4,3,42,1,4,3,42,45,67.164,26,76.471,11.765,2,50,5.556,4,6.154
,Mack Hollins,NE,WR,1,8,4,41,0,8,4,41,40,74.074,19,73.077,30.769,5,62.5,17.241,8,15.686
,A.J. Brown,PHI,WR,1,2,2,41,1,2,2,41,47,68.116,16,84.211,10.526,2,100,9.091,2,3.03
,Ryan Flournoy,DAL,WR,1,5,4,40,0,5,4,40,44,63.768,27,67.5,12.5,2,40,5,5,7.246
,Xavier Legette,CAR,WR,1,3,2,39,0,3,2,39,41,66.129,21,84,12,1,33.333,3.226,3,5.357
,Audric Estimé,NO,RB,1,3,3,39,0,3,3,39,22,33.333,18,47.368,7.895,0,0,0,6,9.524
,Michael Carter,ARZ,RB,1,4,4,38,0,4,4,38,51,79.688,34,80.952,9.524,0,0,0,18,28.571
,Chase Brown,CIN,RB,1,7,7,37,0,7,7,37,44,60.274,28,66.667,16.667,2,28.571,4.545,20,28.169
,Dawson Knox,BUF,TE,1,4,3,37,2,4,3,37,41,58.571,16,53.333,13.333,2,50,6.061,4,5.97
,Jauan Jennings,SF,WR,1,5,3,37,2,5,3,37,56,74.667,28,87.5,15.625,4,80,10.811,5,7.143
,Keenan Allen,LAC,WR,1,7,5,36,0,7,5,36,26,41.935,19,57.576,21.212,5,71.429,15.152,7,11.29
,Ben Sinnott,WAS,TE,1,1,1,36,0,1,1,36,31,49.206,8,38.095,4.762,1,100,3.846,1,1.724
,Romeo Doubs,GB,WR,1,3,2,36,0,3,2,36,48,72.727,31,72.093,6.977,1,33.333,2.174,3,4.762
,Demarcus Robinson,SF,WR,1,2,2,36,0,2,2,36,23,30.667,11,34.375,6.25,1,50,2.703,2,2.857
,Darnell Mooney,ATL,WR,1,6,3,35,0,6,3,35,60,90.909,42,93.333,13.333,5,83.333,11.111,6,9.091
,Xavier Worthy,KC,WR,1,4,2,35,0,4,2,35,39,63.934,27,71.053,10.526,2,50,5,4,6.78
,Daniel Bellinger,NYG,TE,1,4,3,35,0,4,3,35,17,23.288,7,18.421,10.526,3,75,6.818,4,5.97
,Dalton Kincaid,BUF,TE,1,4,3,34,0,4,3,34,23,32.857,14,46.667,13.333,2,50,6.061,4,5.97
,Kevin Austin Jr.,NO,WR,1,5,3,33,0,5,3,33,23,34.848,19,50,13.158,5,100,12.195,5,7.937
,Chig Okonkwo,TEN,TE,1,6,4,33,0,6,4,33,30,61.224,20,68.966,20.69,2,33.333,6.897,6,12.245
,George Pickens,DAL,WR,1,6,3,33,0,6,3,33,58,84.058,37,92.5,15,3,50,7.5,6,8.696
,Rasheen Ali,BLT,RB,1,2,2,32,1,2,2,32,10,23.81,9,56.25,12.5,1,50,5.556,2,5
,DeAndre Hopkins,BLT,WR,1,1,1,32,0,1,1,32,12,28.571,9,56.25,6.25,1,100,5.556,1,2.5
,Dare Ogunbowale,HST,RB,1,4,3,32,0,4,3,32,20,30.769,13,43.333,13.333,1,25,3.125,9,14.286
,Ameer Abdullah,IND,RB,1,5,5,32,0,5,5,32,14,24.138,7,25,17.857,3,60,10.714,9,15.517
,Aaron Jones,MIN,RB,1,3,3,31,0,3,3,31,31,57.407,17,70.833,12.5,0,0,0,15,28.846
,Kayshon Boutte,NE,WR,1,1,1,30,0,1,1,30,38,70.37,23,88.462,3.846,0,0,0,1,1.961
,Juwan Johnson,NO,TE,1,4,4,30,0,4,4,30,37,56.061,25,65.789,10.526,4,100,9.756,4,6.349
,Darius Cooper,PHI,WR,1,2,2,29,0,2,2,29,20,28.986,5,26.316,10.526,2,100,9.091,2,3.03
,Marvin Mims Jr.,DEN,WR,1,6,4,29,0,6,4,29,21,31.343,11,32.353,17.647,3,50,8.333,7,10.769
,Christian Watson,GB,WR,1,5,3,29,0,5,3,29,26,39.394,18,41.86,11.628,5,100,10.87,5,7.937
,Luke Schoonmaker,DAL,TE,1,1,1,29,0,1,1,29,18,26.087,4,10,2.5,0,0,0,1,1.449
,Cole Kmet,CHI,TE,1,4,2,28,0,4,2,28,44,67.692,17,54.839,12.903,3,75,9.375,4,6.25
,Noah Brown,WAS,WR,1,1,1,28,0,1,1,28,10,15.873,3,14.286,4.762,0,0,0,1,1.724
,Brock Bowers,LV,TE,1,8,6,28,0,8,6,28,39,90.698,29,100,27.586,6,75,20,8,19.048
,Rhamondre Stevenson,NE,RB,1,3,3,27,0,3,3,27,34,62.963,22,84.615,11.538,2,66.667,6.897,9,17.647
,Tyrone Tracy Jr.,NYG,RB,1,3,3,27,1,3,3,27,51,69.863,30,78.947,7.895,2,66.667,4.545,18,26.866
,AJ Barner,SEA,TE,1,6,3,27,0,6,3,27,47,77.049,31,83.784,16.216,2,33.333,5.128,6,10.169
,Brenton Strange,JAX,TE,1,3,1,26,0,3,1,26,45,71.429,27,84.375,9.375,2,66.667,5.556,3,5.085
,Stefon Diggs,NE,WR,1,4,3,26,0,4,3,26,26,48.148,16,61.538,15.385,3,75,10.345,4,7.843
,Michael Pittman,IND,WR,1,5,3,26,0,5,3,26,54,93.103,28,100,17.857,3,60,10.714,5,8.621
,Jaylen Waddle,MIA,WR,1,4,2,26,0,4,2,26,40,81.633,27,84.375,12.5,4,100,12.121,4,8.333
,John Metchie III,NYJ,WR,1,5,4,25,0,5,4,25,50,68.493,22,61.111,13.889,4,80,9.756,6,8.824
,Tetairoa McMillan,CAR,WR,1,4,2,25,0,4,2,25,47,75.806,23,92,16,2,50,6.452,4,7.143
,Julian Hill,MIA,TE,1,2,2,25,0,2,2,25,19,38.776,12,37.5,6.25,0,0,0,2,4.167
,Darnell Washington,PIT,TE,1,4,3,25,0,4,3,25,44,70.968,18,60,13.333,0,0,0,4,6.452
,Jerry Jeudy,CLV,WR,1,4,2,22,0,4,2,22,54,93.103,40,100,10,3,75,7.143,4,7.143
,Cade Stover,HST,TE,1,3,3,22,0,3,3,22,35,53.846,9,30,10,3,100,9.375,3,4.762
,Justin Jefferson,MIN,WR,1,8,2,22,0,8,2,22,50,92.593,24,100,33.333,7,87.5,26.923,8,15.385
,Chris Godwin Jr.,TB,WR,1,5,4,20,1,5,4,20,57,91.935,37,94.872,12.821,3,60,7.5,5,8.197
,Quintin Morris,JAX,TE,1,2,2,20,0,2,2,20,14,22.222,8,25,6.25,2,100,5.556,2,3.39
,Ladd McConkey,LAC,WR,1,3,2,20,0,3,2,20,46,74.194,29,87.879,9.091,2,66.667,6.061,3,4.839
,Jahmyr Gibbs,DET,RB,1,7,4,20,0,7,4,20,50,80.645,36,85.714,16.667,2,28.571,4.762,20,32.258
,Kalif Raymond,DET,WR,1,1,1,20,0,1,1,20,11,17.742,9,21.429,2.381,1,100,2.381,1,1.613
,Jalen Brooks,ARZ,WR,1,3,1,19,0,3,1,19,44,68.75,30,71.429,7.143,2,66.667,4.651,3,4.762
,John Bates,WAS,TE,1,1,1,19,0,1,1,19,36,57.143,16,76.19,4.762,1,100,3.846,1,1.724
,Josh Jacobs,GB,RB,1,3,2,19,1,3,2,19,34,51.515,21,48.837,6.977,1,33.333,2.174,15,23.81
,Tyler Warren,IND,TE,1,6,3,19,0,6,3,19,47,81.034,27,96.429,21.429,5,83.333,17.857,6,10.345
,Marquez Valdes-Scantling,PIT,WR,1,1,1,19,1,1,1,19,33,53.226,21,70,3.333,1,100,3.333,1,1.613
,Mark Andrews,BLT,TE,1,3,2,18,0,3,2,18,16,38.095,10,62.5,18.75,1,33.333,5.556,3,7.5
,Hunter Henry,NE,TE,1,3,1,18,0,3,1,18,44,81.481,23,88.462,11.538,3,100,10.345,3,5.882
,John FitzPatrick,GB,TE,1,4,3,18,0,4,3,18,43,65.152,28,65.116,9.302,0,0,0,4,6.349
,Josh Oliver,MIN,TE,1,1,1,18,0,1,1,18,32,59.259,11,45.833,4.167,1,100,3.846,1,1.923
,Jawhar Jordan,HST,RB,1,2,2,17,0,2,2,17,28,43.077,12,40,6.667,0,0,0,17,26.984
,Jack Bech,LV,WR,1,3,2,17,0,3,2,17,34,79.07,24,82.759,10.345,2,66.667,6.667,3,7.143
,Elic Ayomanor,TEN,WR,1,1,1,17,0,1,1,17,41,83.673,25,86.207,3.448,1,100,3.448,1,2.041
,Chimere Dike,TEN,WR,1,5,4,17,0,5,4,17,37,75.51,24,82.759,17.241,0,0,0,6,12.245
,Kendrick Bourne,SF,WR,1,3,2,17,0,3,2,17,31,41.333,15,46.875,9.375,1,33.333,2.703,3,4.286
,Mitchell Tinsley,CIN,WR,1,2,1,16,0,2,1,16,33,45.205,18,42.857,4.762,1,50,2.273,2,2.817
,Tanner Hudson,CIN,TE,1,5,3,16,0,5,3,16,19,26.027,16,38.095,11.905,3,60,6.818,5,7.042
,Xavier Hutchinson,HST,WR,1,2,1,16,0,2,1,16,20,30.769,11,36.667,6.667,1,50,3.125,2,3.175
,Bhayshul Tuten,JAX,RB,1,1,1,16,1,1,1,16,13,20.635,8,25,3.125,1,100,2.778,2,3.39
,KeAndre Lambert-Smith,LAC,WR,1,1,1,16,1,1,1,16,20,32.258,12,36.364,3.03,0,0,0,1,1.613
,Josh Palmer,BUF,WR,1,2,1,16,0,2,1,16,21,30,14,46.667,6.667,1,50,3.03,2,2.985
,Jeremy McNichols,WAS,RB,1,1,1,16,0,1,1,16,26,41.27,14,66.667,4.762,1,100,3.846,10,17.241
,Davis Allen,LA,TE,1,4,3,16,0,4,3,16,50,71.429,22,55,10,3,75,7.317,4,5.797
,Alec Pierce,IND,WR,1,1,1,16,0,1,1,16,58,100,28,100,3.571,1,100,3.571,1,1.724
,Jake Ferguson,DAL,TE,1,4,2,16,0,4,2,16,51,73.913,34,85,10,1,25,2.5,4,5.797
,Malik Davis,DAL,RB,1,3,2,16,0,3,2,16,35,50.725,25,62.5,7.5,0,0,0,11,15.942
,Kimani Vidal,LAC,RB,1,1,1,15,0,1,1,15,38,61.29,26,78.788,3.03,0,0,0,13,20.968
,Ty Johnson,BUF,RB,1,3,3,15,0,3,3,15,14,20,9,30,10,1,33.333,3.03,7,10.448
,Jaylen Warren,PIT,RB,1,3,3,15,0,3,3,15,28,45.161,16,53.333,10,0,0,0,15,24.194
,Breece Hall,NYJ,RB,1,2,2,14,0,2,2,14,37,50.685,18,50,5.556,0,0,0,14,20.588
,Saquon Barkley,PHI,RB,1,3,2,14,0,3,2,14,37,53.623,12,63.158,15.789,0,0,0,25,37.879
,Jonathan Taylor,IND,RB,1,4,3,14,0,4,3,14,49,84.483,21,75,14.286,0,0,0,29,50
,Christian McCaffrey,SF,RB,1,1,1,14,0,1,1,14,59,78.667,30,93.75,3.125,0,0,0,23,32.857
,Hunter Luepke,DAL,FB,1,2,2,14,0,2,2,14,15,21.739,10,25,5,0,0,0,5,7.246
,Jeremy Ruckert,NYJ,TE,1,2,2,13,0,2,2,13,50,68.493,24,66.667,5.556,2,100,4.878,2,2.941
,TreVeyon Henderson,NE,RB,1,3,2,13,0,3,2,13,25,46.296,9,34.615,11.538,0,0,0,17,33.333
,Ray Davis,BUF,RB,1,1,1,13,0,1,1,13,4,5.714,3,10,3.333,0,0,0,1,1.493
,Tommy Tremble,CAR,TE,1,4,2,13,0,4,2,13,28,45.161,10,40,16,4,100,12.903,4,7.143
,Josh Downs,IND,WR,1,5,3,13,1,5,3,13,41,70.69,25,89.286,17.857,3,60,10.714,5,8.621
,Charlie Woerner,ATL,TE,1,2,2,12,0,2,2,12,40,60.606,22,48.889,4.444,1,50,2.222,2,3.03
,Drew Sample,CIN,TE,1,2,2,12,0,2,2,12,38,52.055,16,38.095,4.762,1,50,2.273,2,2.817
,Evan Engram,DEN,TE,1,3,1,12,0,3,1,12,19,28.358,15,44.118,8.824,0,0,0,3,4.615
,Jonnu Smith,PIT,TE,1,2,2,12,0,2,2,12,16,25.806,9,30,6.667,0,0,0,3,4.839
,Bucky Irving,TB,RB,1,3,1,11,0,3,1,11,39,62.903,20,51.282,7.692,1,33.333,2.5,19,31.148
,Mike Gesicki,CIN,TE,1,2,1,11,0,2,1,11,39,53.425,30,71.429,4.762,2,100,4.545,2,2.817
,Malachi Corley,CLV,WR,1,1,1,10,0,1,1,10,14,24.138,8,20,2.5,0,0,0,1,1.786
,Tyler Lockett,LV,WR,1,4,2,10,0,4,2,10,32,74.419,25,86.207,13.793,4,100,13.333,4,9.524
,Kyren Williams,LA,RB,1,1,1,10,0,1,1,10,37,52.857,21,52.5,2.5,0,0,0,16,23.188
,KaVontae Turpin,DAL,WR,1,2,2,10,0,2,2,10,14,20.29,8,20,5,1,50,2.5,3,4.348
,Malik Washington,MIA,WR,1,1,1,10,0,1,1,10,28,57.143,23,71.875,3.125,0,0,0,1,2.083
,Scott Matlock,LAC,FB,1,2,2,9,0,2,2,9,33,53.226,8,24.242,6.061,1,50,3.03,2,3.226
,Jackson Hawes,BUF,TE,1,1,1,9,0,1,1,9,28,40,8,26.667,3.333,0,0,0,1,1.493
,Tutu Atwell,LA,WR,1,2,1,9,0,2,1,9,5,7.143,5,12.5,5,1,50,2.439,,
,Chuba Hubbard,CAR,RB,1,1,1,9,0,1,1,9,24,38.71,11,44,4,0,0,0,9,16.071
,Eric Saubert,SEA,TE,1,1,1,9,0,1,1,9,20,32.787,8,21.622,2.703,0,0,0,1,1.695
,Jaylen Wright,MIA,RB,1,1,1,9,0,1,1,9,4,8.163,3,9.375,3.125,0,0,0,2,4.167
,Gage Larvadain,CLV,WR,1,2,1,8,0,2,1,8,31,53.448,26,65,5,2,100,4.762,2,3.571
,Woody Marks,HST,RB,1,1,1,8,0,1,1,8,12,18.462,4,13.333,3.333,0,0,0,8,12.698
,Kareem Hunt,KC,RB,1,2,1,8,0,2,1,8,29,47.541,22,57.895,5.263,0,0,0,8,13.559
,Tony Pollard,TEN,RB,1,2,1,8,0,2,1,8,26,53.061,12,41.379,6.897,1,50,3.448,16,32.653
,Isaiah Davis,NYJ,RB,1,1,1,7,0,1,1,7,26,35.616,15,41.667,2.778,1,100,2.439,10,14.706
,Ashton Jeanty,LV,RB,1,6,4,7,0,6,4,7,30,69.767,19,65.517,20.69,0,0,0,15,35.714
,Jack Stoll,NO,TE,1,1,1,7,0,1,1,7,8,12.121,1,2.632,2.632,0,0,0,1,1.587
,Jimmy Horn Jr.,CAR,WR,1,1,1,7,0,1,1,7,4,6.452,1,4,4,1,100,3.226,1,1.786
,Kyle Juszczyk,SF,FB,1,1,1,7,0,1,1,7,43,57.333,18,56.25,3.125,1,100,2.703,1,1.429
,Adam Thielen,PIT,WR,1,1,1,7,0,1,1,7,36,58.065,14,46.667,3.333,0,0,0,1,1.613
,Rachaad White,TB,RB,1,1,1,6,0,1,1,6,20,32.258,17,43.59,2.564,0,0,0,2,3.279
,Allen Lazard,NYJ,WR,1,2,1,6,0,2,1,6,15,20.548,9,25,5.556,1,50,2.439,2,2.941
,Dontayvion Wicks,GB,WR,1,2,1,6,0,2,1,6,27,40.909,20,46.512,4.651,1,50,2.174,2,3.175
,Chris Brooks,GB,RB,1,2,1,6,0,2,1,6,17,25.758,14,32.558,4.651,0,0,0,4,6.349
,Terrance Ferguson,LA,TE,1,2,1,6,0,2,1,6,53,75.714,28,70,5,2,100,4.878,2,2.899
,LeQuint Allen Jr.,JAX,RB,1,1,1,5,0,1,1,5,13,20.635,7,21.875,3.125,0,0,0,5,8.475
,Mason Tipton,NO,WR,1,2,1,5,0,2,1,5,49,74.242,32,84.211,5.263,2,100,4.878,3,4.762
,Rico Dowdle,CAR,RB,1,1,1,5,0,1,1,5,33,53.226,14,56,4,1,100,3.226,17,30.357
,Ja'Tavion Sanders,CAR,TE,1,2,2,5,0,2,2,5,29,46.774,15,60,8,1,50,3.226,2,3.571
,Trayveon Williams,CLV,RB,1,2,2,4,0,2,2,4,19,32.759,17,42.5,5,0,0,0,3,5.357
,Jayden Higgins,HST,WR,1,1,1,4,0,1,1,4,43,66.154,19,63.333,3.333,0,0,0,1,1.587
,Omarion Hampton,LAC,RB,1,1,1,4,0,1,1,4,23,37.097,7,21.212,3.03,0,0,0,16,25.806
,James Cook,BUF,RB,1,3,2,4,1,3,2,4,47,67.143,18,60,10,1,33.333,3.03,25,37.313
,Isaiah Hodgins,NYG,WR,1,2,1,4,0,2,1,4,57,78.082,32,84.211,5.263,2,100,4.545,2,2.985
,Grant Calcaterra,PHI,TE,1,1,1,4,0,1,1,4,37,53.623,8,42.105,5.263,0,0,0,1,1.515
,Devin Neal,NO,RB,1,1,1,4,0,1,1,4,20,30.303,9,23.684,2.632,0,0,0,8,12.698
,Alec Ingold,MIA,FB,1,1,1,4,0,1,1,4,18,36.735,9,28.125,3.125,0,0,0,1,2.083
,Elijah Higgins,ARZ,TE,1,2,1,3,0,2,1,3,45,70.313,31,73.81,4.762,1,50,2.326,2,3.175
,Raheem Mostert,LV,RB,1,1,1,2,0,1,1,2,10,23.256,10,34.483,3.448,0,0,0,,
,Kenneth Walker III,SEA,RB,1,1,1,2,0,1,1,2,25,40.984,14,37.838,2.703,0,0,0,10,16.949
,Tyjae Spears,TEN,RB,1,2,2,2,0,2,2,2,20,40.816,17,58.621,6.897,0,0,0,5,10.204
,Samaje Perine,CIN,RB,1,1,1,1,0,1,1,1,32,43.836,16,38.095,2.381,0,0,0,15,21.127
,Pharaoh Brown,ARZ,TE,1,2,2,1,0,2,2,1,14,21.875,9,21.429,4.762,1,50,2.326,2,3.175
,Devin Singletary,NYG,RB,1,1,1,1,0,1,1,1,16,21.918,8,21.053,2.632,0,0,0,6,8.955
,Tyler Badie,DEN,RB,1,1,1,1,0,1,1,1,7,10.448,7,20.588,2.941,0,0,0,,
,Payne Durham,TB,TE,1,0,0,0,0,0,0,0,41,66.129,20,51.282,0,,0,,0,0
,Tez Johnson,TB,WR,1,1,0,0,0,1,0,0,14,22.581,8,20.513,2.564,1,100,2.5,1,1.639
,Sean Tucker,TB,RB,1,0,0,0,0,0,0,0,7,11.29,3,7.692,0,,0,,4,6.557
,Tyler Allgeier,ATL,RB,1,0,0,0,0,0,0,0,12,18.182,10,22.222,0,,0,,2,3.03
,Dylan Drummond,ATL,WR,1,0,0,0,0,0,0,0,24,36.364,17,37.778,0,,0,,0,0
,Sterling Shepard,TB,WR,1,0,0,0,0,0,0,0,1,1.613,1,2.564,0,,0,,,
,Olamide Zaccheaus,CHI,WR,1,3,0,0,0,3,0,0,51,78.462,25,80.645,9.677,2,66.667,6.25,3,4.688
,Kyle Monangai,CHI,RB,1,2,0,0,0,2,0,0,28,43.077,17,54.839,6.452,0,0,0,13,20.313
,Durham Smythe,CHI,TE,1,0,0,0,0,0,0,0,24,36.923,11,35.484,0,,0,,0,0
,Brenden Bates,CLV,TE,1,0,0,0,0,0,0,0,13,22.414,7,17.5,0,,0,,0,0
,Cedric Tillman,CLV,WR,1,0,0,0,0,0,0,0,6,10.345,1,2.5,0,,0,,0,0
,Blake Whiteheart,CLV,TE,1,0,0,0,0,0,0,0,10,17.241,8,20,0,,0,,0,0
,Devin Duvernay,CHI,WR,1,0,0,0,0,0,0,0,8,12.308,5,16.129,0,,0,,0,0
,Isaiah Likely,BLT,TE,1,0,0,0,0,0,0,0,17,40.476,10,62.5,0,,0,,0,0
