BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Isiah  Pacheco,KC,RB,8,78,329,4.218,1,0,0,283,36.706,26,89,15.836,89,12.175,31.452,15.836,12.175,9.75,11.125
,Emanuel  Wilson,GB,RB,10,81,327,4.037,3,0,0,201,29.215,25.313,94,17.185,94,14.009,28.521,17.185,14.009,8.1,9.4
,Tyler  Allgeier,ATL,RB,11,89,324,3.64,7,0,0,188,27.647,29.866,97,18.945,97,14.565,32.13,18.945,14.565,8.091,8.818
,Patrick  Mahomes,KC,QB,11,52,318,6.115,4,0,0,750,97.276,17.333,52,9.253,52,7.114,0,0,0,4.727,4.727
,Jaxson  Dart,NYG,QB,9,57,317,5.561,7,2,1,454,55.433,15.746,57,9.548,57,7.261,0,0,0,6.333,6.333
,Omarion  Hampton,LAC,RB,5,66,314,4.758,2,0,0,232,31.565,23.571,86,16.045,86,12.199,29.204,17.842,13.21,13.2,17.2
,Drake  Maye,NE,QB,12,75,307,4.093,2,1,0,776,98.477,21.614,76,12.667,76,10.256,0,0,0,6.25,6.333
,Jalen  Hurts,PHI,QB,11,80,298,3.725,8,3,1,671,99.407,25.806,80,15.474,80,12.403,0,0,0,7.273,7.273
,Caleb  Williams,CHI,QB,11,56,293,5.232,3,5,0,728,98.378,17.125,58,10.662,58,8.169,0,0,0,5.091,5.273
,Rhamondre  Stevenson,NE,RB,9,89,284,3.191,3,2,2,312,39.594,25.648,106,17.667,106,14.305,32.721,20.229,15.94,9.889,11.778
,Jayden  Daniels,WAS,QB,6,54,262,4.852,2,1,1,377,55.036,17.532,54,10.693,54,8.398,0,0,0,9,9
,Bhayshul  Tuten,JAX,RB,11,67,255,3.806,3,0,0,157,20.989,20.743,75,13.787,75,10.402,24.907,13.787,10.402,6.091,6.818
,Devin  Singletary,NYG,RB,12,74,238,3.216,2,0,0,190,23.199,20.442,83,13.903,83,10.573,25.784,15.37,11.401,6.167,6.917
,Bucky  Irving,TB,RB,4,71,237,3.338,0,1,1,183,25.559,24.232,90,17.11,90,13.025,27.099,17.11,13.025,17.75,22.5
,Lamar  Jackson,BLT,QB,8,46,237,5.152,1,0,0,450,69.552,14.935,46,9.218,46,7.372,0,0,0,5.75,5.75
,Baker  Mayfield,TB,QB,8,31,216,6.968,1,1,0,682,95.251,10.58,31,5.894,31,4.486,0,0,0,3.875,3.875
,Bo  Nix,DEN,QB,11,50,213,4.26,3,1,0,708,99.718,17.182,50,9.47,50,7.225,0,0,0,4.545,4.545
,Trevor  Lawrence,JAX,QB,11,54,210,3.889,5,2,1,724,96.791,16.718,54,9.926,54,7.49,0,0,0,4.909,4.909
,Marcus  Mariota,WAS,QB,6,27,193,7.148,1,2,1,304,44.38,8.766,27,5.347,27,4.199,0,0,0,4.5,4.5
,C.J.  Stroud,HST,QB,8,29,189,6.517,0,0,0,467,64.06,10.175,29,5.431,29,4.131,0,0,0,3.625,3.625
,Kyler  Murray,ARZ,QB,5,29,173,5.966,1,1,1,314,41.589,11.111,29,5.302,29,3.994,0,0,0,5.8,5.8
,Spencer  Rattler,NO,QB,8,31,167,5.387,0,1,1,477,66.807,11.191,31,5.827,31,4.48,0,0,0,3.875,3.875
,Jordan  Love,GB,QB,11,36,160,4.444,0,2,0,675,98.11,11.25,36,6.581,36,5.365,0,0,0,3.273,3.273
,Daniel  Jones,IND,QB,11,43,159,3.698,5,1,0,670,97.101,14.676,43,8.022,43,6.428,0,0,0,3.909,3.909
,Dak  Prescott,DAL,QB,10,38,126,3.316,2,3,0,715,97.544,13.149,38,6.655,38,5.33,0,0,0,3.8,3.8
,J.J.  McCarthy,MIN,QB,5,23,120,5.217,2,3,0,323,50.706,9.504,23,5.18,23,3.722,0,0,0,4.6,4.6
,Cam  Ward,TEN,QB,8,27,116,4.296,1,1,0,660,100.152,12.162,27,6.081,27,4.212,0,0,0,3.375,3.375
,Geno  Smith,LV,QB,11,37,110,2.973,0,1,0,653,98.939,14.98,37,7.645,37,5.745,0,0,0,3.364,3.364
,Russell  Wilson,NYG,QB,4,18,106,5.889,0,1,0,203,24.786,4.972,18,3.015,18,2.293,0,0,0,4.5,4.5
,Jacoby  Brissett,ARZ,QB,7,24,100,4.167,1,1,0,436,57.748,9.195,24,4.388,24,3.306,0,0,0,3.429,3.429
,Tyrod  Taylor,NYJ,QB,4,19,99,5.211,0,0,0,187,26.945,6.169,19,3.823,19,2.923,0,0,0,4.75,4.75
,Bryce  Young,CAR,QB,11,27,98,3.63,1,2,2,661,87.318,8.182,27,4.737,27,3.659,0,0,0,2.455,2.455
,Michael  Penix Jr.,ATL,QB,9,21,70,3.333,1,1,0,537,78.971,7.047,21,4.102,21,3.153,0,0,0,2.333,2.333
,Taysom  Hill,NO,QB,7,32,69,2.156,1,0,0,88,12.325,11.552,35,6.579,35,5.058,0,0,0,4.571,5
,Mac  Jones,SF,QB,9,31,61,1.968,0,1,0,527,67.134,9.309,31,4.968,31,4.016,0,0,0,3.444,3.444
,Matthew  Stafford,LA,QB,8,24,-9,-0.375,0,3,1,677,99.559,8.304,24,4.469,24,3.545,0,0,0,3,3
