BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Malachi Corley,CLV,WR,1,14,24.138,1,1,10,0,10,10,100,6,6,1,10,0,1,1,10,0,0,1.758,1.758,0,0,2,2
,Tyler Lockett,LV,WR,1,32,74.419,4,2,10,0,2.5,5,50,0,0,1,7,0,4,2,10,0,0,-3.034,-0.759,0,0,3,3
,Kyren Williams,LA,RB,1,37,52.857,1,1,10,0,10,10,100,8,8,1,10,0,1,1,10,0,0,0.307,0.307,0,0,21.8,21.8
,KaVontae Turpin,DAL,WR,1,14,20.29,2,2,10,0,5,5,100,14,7,0,9,0,2,2,10,0,0,-0.541,-0.27,0,0,3.2,3.2
,Malik Washington,MIA,WR,1,28,57.143,1,1,10,0,10,10,100,9,9,0,10,0,1,1,10,0,0,0.087,0.087,0,0,2,2
,Scott Matlock,LAC,FB,1,33,53.226,2,2,9,0,4.5,4.5,100,9,4.5,0,5,0,2,2,9,0,0,0.196,0.098,0,0,2.9,2.9
,Jackson Hawes,BUF,TE,1,28,40,1,1,9,0,9,9,100,6,6,1,9,0,1,1,9,0,0,0.778,0.778,0,0,1.9,1.9
,Tutu Atwell,LA,WR,1,5,7.143,2,1,9,0,4.5,9,50,0,0,0,9,0,2,1,9,0,0,-1.188,-0.594,0,0,1.9,1.9
,Chuba Hubbard,CAR,RB,1,24,38.71,1,1,9,0,9,9,100,14,14,1,9,0,1,1,9,0,0,1.75,1.75,0,0,4.8,4.8
,Eric Saubert,SEA,TE,1,20,32.787,1,1,9,0,9,9,100,5,5,0,9,0,1,1,9,0,0,0.701,0.701,0,0,1.9,1.9
,Jaylen Wright,MIA,RB,1,4,8.163,1,1,9,0,9,9,100,9,9,0,9,0,1,1,9,0,0,0.667,0.667,0,0,2.1,2.1
,Gage Larvadain,CLV,WR,1,31,53.448,2,1,8,0,4,8,50,5,5,0,8,0,2,1,8,0,0,-0.468,-0.234,0,0,1.8,1.8
,Woody Marks,HST,RB,1,12,18.462,1,1,8,0,8,8,100,7,7,0,8,0,1,1,8,0,0,0.526,0.526,0,0,4.8,4.8
,Kareem Hunt,KC,RB,1,29,47.541,2,1,8,0,4,8,50,13,13,1,8,0,2,1,8,1,0,-2.542,-1.271,0,0,3,3
,Tony Pollard,TEN,RB,1,26,53.061,2,1,8,0,4,8,50,7,7,1,8,0,2,1,8,0,0,0.544,0.272,0,0,18.2,18.2
,Isaiah Davis,NYJ,RB,1,26,35.616,1,1,7,0,7,7,100,1,1,0,7,0,1,1,7,0,0,0.201,0.201,0,0,13.5,13.5
,Ashton Jeanty,LV,RB,1,30,69.767,6,4,7,0,1.167,1.75,66.667,10,2.5,0,6,0,6,4,7,0,0,-3.181,-0.53,0,0,8.2,8.2
,Jack Stoll,NO,TE,1,8,12.121,1,1,7,0,7,7,100,7,7,0,7,0,1,1,7,0,0,0.291,0.291,0,0,1.7,1.7
,Jimmy Horn Jr.,CAR,WR,1,4,6.452,1,1,7,0,7,7,100,6,6,0,7,0,1,1,7,0,0,-0.318,-0.318,0,0,1.7,1.7
,Kyle Juszczyk,SF,FB,1,43,57.333,1,1,7,0,7,7,100,7,7,1,7,0,1,1,7,0,0,0.816,0.816,0,0,1.7,1.7
,Adam Thielen,PIT,WR,1,36,58.065,1,1,7,0,7,7,100,2,2,0,7,0,1,1,7,0,0,0.007,0.007,0,0,1.7,1.7
,Rachaad White,TB,RB,1,20,32.258,1,1,6,0,6,6,100,10,10,0,6,0,1,1,6,0,0,0.323,0.323,0,0,3.6,3.6
,Allen Lazard,NYJ,WR,1,15,20.548,2,1,6,0,3,6,50,0,0,0,6,0,2,1,6,1,0,-6.562,-3.281,0,0,1.6,1.6
,Dontayvion Wicks,GB,WR,1,27,40.909,2,1,6,0,3,6,50,0,0,0,6,0,2,1,6,0,0,-3.587,-1.793,0,0,1.6,1.6
,Chris Brooks,GB,RB,1,17,25.758,2,1,6,0,3,6,50,6,6,0,6,0,2,1,6,0,0,-0.207,-0.103,0,0,2.6,2.6
,Terrance Ferguson,LA,TE,1,53,75.714,2,1,6,0,3,6,50,1,1,0,6,0,2,1,6,0,0,-0.994,-0.497,0,0,1.6,1.6
,LeQuint Allen Jr.,JAX,RB,1,13,20.635,1,1,5,0,5,5,100,7,7,0,5,0,1,1,5,0,0,0.058,0.058,0,0,2.6,2.6
,Mason Tipton,NO,WR,1,49,74.242,2,1,5,0,2.5,5,50,1,1,0,5,0,2,1,5,0,0,-0.556,-0.278,0,0,1.1,1.1
,Rico Dowdle,CAR,RB,1,33,53.226,1,1,5,0,5,5,100,4,4,0,5,0,1,1,5,0,0,0.041,0.041,0,0,12.4,12.4
,Ja'Tavion Sanders,CAR,TE,1,29,46.774,2,2,5,0,2.5,2.5,100,2,1,0,6,0,2,2,5,0,0,-0.686,-0.343,0,0,2.5,2.5
,Trayveon Williams,CLV,RB,1,19,32.759,2,2,4,0,2,2,100,10,5,0,6,0,2,2,4,0,0,-0.429,-0.215,0,0,2.7,2.7
,Jayden Higgins,HST,WR,1,43,66.154,1,1,4,0,4,4,100,0,0,0,4,0,1,1,4,0,0,-0.761,-0.761,0,0,1.4,1.4
,Omarion Hampton,LAC,RB,1,23,37.097,1,1,4,0,4,4,100,9,9,0,4,0,1,1,4,0,0,0.038,0.038,0,0,7.5,7.5
,James Cook,BUF,RB,1,47,67.143,3,2,4,1,1.333,2,66.667,8,4,1,5,0,3,2,4,0,0,0.145,0.048,0,0,31.1,31.1
,Isaiah Hodgins,NYG,WR,1,57,78.082,2,1,4,0,2,4,50,0,0,0,4,0,2,1,4,0,0,-0.499,-0.25,0,0,1.4,1.4
,Grant Calcaterra,PHI,TE,1,37,53.623,1,1,4,0,4,4,100,0,0,1,4,0,1,1,4,0,0,1.151,1.151,0,0,1.4,1.4
,Devin Neal,NO,RB,1,20,30.303,1,1,4,0,4,4,100,1,1,0,4,0,1,1,4,0,0,-0.238,-0.238,0,0,10.2,10.2
,Alec Ingold,MIA,FB,1,18,36.735,1,1,4,0,4,4,100,3,3,0,4,0,1,1,4,0,0,-0.428,-0.428,0,0,1.4,1.4
,Elijah Higgins,ARZ,TE,1,45,70.313,2,1,3,0,1.5,3,50,1,1,0,3,0,2,1,3,0,0,-1.68,-0.84,0,0,1.3,1.3
,Raheem Mostert,LV,RB,1,10,23.256,1,1,2,0,2,2,100,1,1,0,2,0,1,1,2,0,0,-0.468,-0.468,0,0,1.2,1.2
,Kenneth Walker III,SEA,RB,1,25,40.984,1,1,2,0,2,2,100,2,2,0,2,0,1,1,2,0,0,-0.516,-0.516,0,0,2.9,2.9
,Tyjae Spears,TEN,RB,1,20,40.816,2,2,2,0,1,1,100,2,1,0,2,0,2,2,2,0,0,-1.6,-0.8,0,0,5.6,5.6
,Samaje Perine,CIN,RB,1,32,43.836,1,1,1,0,1,1,100,7,7,0,1,0,1,1,1,0,0,-0.74,-0.74,0,0,5.3,5.3
,Pharaoh Brown,ARZ,TE,1,14,21.875,2,2,1,0,0.5,0.5,100,0,0,0,1,0,2,2,1,0,0,-0.885,-0.443,0,0,2.1,2.1
,Devin Singletary,NYG,RB,1,16,21.918,1,1,1,0,1,1,100,2,2,0,1,0,1,1,1,0,0,-0.406,-0.406,0,0,2.4,2.4
,Tyler Badie,DEN,RB,1,7,10.448,1,1,1,0,1,1,100,8,8,0,1,0,1,1,1,0,0,-1.401,-1.401,0,0,1.1,1.1
,Payne Durham,TB,TE,1,41,66.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tez Johnson,TB,WR,1,14,22.581,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.352,-1.352,0,0,0,0
,Sean Tucker,TB,RB,1,7,11.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,6.7,6.7
,Tyler Allgeier,ATL,RB,1,12,18.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,1.8,1.8
,Dylan Drummond,ATL,WR,1,24,36.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Sterling Shepard,TB,WR,1,1,1.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Olamide Zaccheaus,CHI,WR,1,51,78.462,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-1.599,-0.533,0,0,0,0
,Kyle Monangai,CHI,RB,1,28,43.077,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-2.098,-1.049,0,0,3.3,3.3
,Durham Smythe,CHI,TE,1,24,36.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Brenden Bates,CLV,TE,1,13,22.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Cedric Tillman,CLV,WR,1,6,10.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Blake Whiteheart,CLV,TE,1,10,17.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Devin Duvernay,CHI,WR,1,8,12.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Isaiah Likely,BLT,TE,1,17,40.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Derrick Henry,BLT,RB,1,15,35.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,10,10
,Devontez Walker,BLT,WR,1,22,52.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Andrei Iosivas,CIN,WR,1,64,87.671,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.686,-0.686,0,0,0,0
,Noah Fant,CIN,TE,1,15,20.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Charlie Kolar,BLT,TE,1,18,42.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tylan Wallace,BLT,WR,1,7,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Keaton Mitchell,BLT,RB,1,13,30.952,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.989,-0.989,0,0,6.6,6.6
,Christian Kirk,HST,WR,1,14,21.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Andre Baccellia,ARZ,WR,1,10,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Emari Demercado,ARZ,RB,1,7,10.938,3,2,0,0,0,0,66.667,1,0.5,0,5,0,3,2,0,0,0,-3.053,-1.018,0,0,2.1,2.1
,Jaylin Noel,HST,WR,1,10,15.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Josiah Deguara,ARZ,TE,1,5,7.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Trent Sherfield,ARZ,WR,1,13,20.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Harrison Bryant,HST,TE,1,1,1.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tim Patrick,JAX,WR,1,22,34.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Johnny Mundt,JAX,TE,1,8,12.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Andrew Beck,NYJ,FB,1,11,15.068,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.495,-0.495,0,0,0.5,0.5
,Arian Smith,NYJ,WR,1,9,12.329,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-3.591,-1.796,0,0,0,0
,JuJu Smith-Schuster,KC,WR,1,31,50.82,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.472,-0.472,0,0,0,0
,Isiah Pacheco,KC,RB,1,27,44.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,2.1,2.1
,Noah Gray,KC,TE,1,22,36.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Will Dissly,LAC,TE,1,18,29.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Brandin Cooks,BUF,WR,1,22,31.429,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-1.725,-0.575,0,0,0,0
,DeMario Douglas,NE,WR,1,9,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.5,0.5
,Austin Hooper,NE,TE,1,16,29.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Keon Coleman,BUF,WR,1,38,54.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Kyle Williams,NE,WR,1,5,9.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tyrell Shavers,BUF,WR,1,31,44.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Colson Yankoff,WAS,TE,1,8,12.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Treylon Burks,WAS,WR,1,27,42.857,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-2.439,-1.22,0,0,0,0
,Jacory Croskey-Merritt,WAS,RB,1,30,47.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,15.6,15.6
,Jaylin Lane,WAS,WR,1,23,36.508,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.049,-1.049,0,0,0,0
,Jalin Hyatt,NYG,WR,1,3,4.11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-3.339,-3.339,0,0,0,0
,Jahan Dotson,PHI,WR,1,35,50.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Kylen Granson,PHI,TE,1,18,26.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tre Tucker,LV,WR,1,39,90.698,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-1.629,-0.543,0,0,0,0
,Michael Mayer,LV,TE,1,7,16.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Will Shipley,PHI,RB,1,3,4.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tank Bigsby,PHI,RB,1,27,39.13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.299,-1.299,0,0,5.7,5.7
,Dont'e Thornton Jr.,LV,WR,1,8,18.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Nate Adkins,DEN,TE,1,20,29.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,RJ Harvey,DEN,RB,1,44,65.672,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.508,-0.508,0,0,12.5,12.5
,Adam Trautman,DEN,TE,1,38,56.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Josh Whyle,GB,TE,1,2,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Emanuel Wilson,GB,RB,1,11,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.3,0.3
,Adam Prentice,DEN,FB,1,14,20.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,-0.1,-0.1
,Jaleel McLaughlin,DEN,RB,1,6,8.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.4,0.4
,Bo Melton,GB,CB,1,9,13.636,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.236,-0.236,0,0,0,0
,Anthony Firkser,DET,TE,1,22,35.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Isaac TeSlaa,DET,WR,1,39,62.903,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.646,-1.646,0,0,0,0
,David Montgomery,DET,RB,1,18,29.032,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.519,-0.519,0,0,9.2,9.2
,Konata Mumpfield,LA,WR,1,33,47.143,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.61,-0.61,0,0,0,0
,Blake Corum,LA,RB,1,32,45.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,13.1,13.1
,Jordan Whittington,LA,WR,1,4,5.714,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.284,-1.284,0,0,0,0
,Foster Moreau,NO,TE,1,26,39.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Taysom Hill,NO,QB,1,15,22.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.2,0.2
,Mitchell Evans,CAR,TE,1,25,40.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Brycen Tremayne,CAR,WR,1,8,12.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Zach Charbonnet,SEA,RB,1,30,49.18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.889,-1.889,0,0,3.1,3.1
,Andrew Ogletree,IND,TE,1,8,13.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Mo Alie-Cox,IND,TE,1,15,25.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Cody White,SEA,WR,1,8,13.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,James Proche,TEN,WR,1,18,36.735,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.299,-0.299,0,0,0,0
,David Martin-Robinson,TEN,TE,1,10,20.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Brian Robinson,SF,RB,1,11,14.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,2.1,2.1
,Luke Farrell,SF,TE,1,16,21.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Mason Kinsey,TEN,WR,1,1,2.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Brevyn Spann-Ford,DAL,TE,1,20,28.986,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.696,-0.696,0,0,0,0
,Javonte Williams,DAL,RB,1,20,28.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,15.1,15.1
,Jordan Mason,MIN,RB,1,18,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,2.9,2.9
,Dee Eskridge,MIA,WR,1,8,16.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Calvin Austin III,PIT,WR,1,18,29.032,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.877,-1.877,0,0,0,0
,Cedrick Wilson Jr.,MIA,WR,1,10,20.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Ollie Gordon II,MIA,RB,1,5,10.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Nick Westbrook-Ikhine,MIA,WR,1,18,36.735,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.058,-0.058,0,0,0,0
,D'Andre Swift,CHI,RB,1,37,56.923,1,1,-2,0,-2,-2,100,3,3,0,0,0,1,1,-2,0,0,-1.041,-1.041,0,0,22.6,22.6
,Quinshon Judkins,CLV,RB,1,37,63.793,4,3,-4,0,-1,-1.333,75,6,2,0,2,0,4,3,-4,0,0,-2.701,-0.675,0,0,4.7,4.7
