BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT
,Dare  Ogunbowale,HST,RB,1,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0
,Alec  Ingold,MIA,FB,1,1,0,0,0,1,10,0,1,10,0,4,40,0,1,10,0,3,30,0
,Malik  Washington,MIA,WR,1,5,4,0,0,7,28,-0.143,14,56,0.214,4,16,-0.5,0,0,0,0,0,0
,Nick  Westbrook-Ikhine,MIA,WR,1,0,0,0,0,16,57.143,0,12,42.857,0,0,0,0,0,0,0,0,0,0
,Ollie  Gordon II,MIA,RB,1,0,0,0,0,1,10,0,1,10,0,8,80,0,0,0,0,0,0,0
,Dee  Eskridge,MIA,WR,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dont'e  Thornton Jr.,LV,WR,1,2,0,0,0,10,45.455,0,12,54.545,0,0,0,0,0,0,0,0,0,0
,Raheem  Mostert,LV,RB,1,0,0,0,0,0,0,0,0,0,0,21,100,0,0,0,0,0,0,0
,Mo  Alie-Cox,IND,TE,1,0,0,0,0,0,0,0,3,30,0,0,0,0,3,30,0,4,40,0
,DJ  Giddens,IND,RB,1,1,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0
,Ameer  Abdullah,IND,RB,1,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0
,Adonai  Mitchell,IND,WR,1,1,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Taysom  Hill,NO,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0
,Jalin  Hyatt,NYG,WR,1,3,0,0,0,19,86.364,0,3,13.636,0,0,0,0,0,0,0,0,0,0
,Jack  Stoll,NO,TE,1,0,0,0,0,0,0,0,0,0,0,2,66.667,0,1,33.333,0,0,0,0
,Jalen  Tolbert,DAL,WR,1,1,0,0,0,13,48.148,0,14,51.852,0,0,0,0,0,0,0,0,0,0
,Brevyn  Spann-Ford,DAL,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33.333,0,4,66.667,0
,Tyler  Johnson,NYJ,WR,1,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0
,Pat  Bryant,DEN,WR,1,0,0,0,0,9,45,0,10,50,0,0,0,0,0,0,0,1,5,0
,Nate  Adkins,DEN,TE,1,1,0,0,0,1,10,0,0,0,0,2,20,0,0,0,0,7,70,0
,Kylen  Granson,PHI,TE,1,0,0,0,0,0,0,0,4,26.667,0,0,0,0,8,53.333,0,3,20,0
,AJ  Dillon,PHI,RB,1,0,0,0,0,0,0,0,0,0,0,5,100,0,0,0,0,0,0,0
,John  Metchie III,PHI,WR,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tip  Reiman,ARZ,TE,1,1,0,0,0,1,10,0,0,0,0,1,10,0,3,30,0,5,50,0
,Emari  Demercado,ARZ,RB,1,0,0,0,0,0,0,0,0,0,0,11,100,0,0,0,0,0,0,0
,Van  Jefferson,TEN,WR,1,0,0,0,0,4,66.667,0,2,33.333,0,0,0,0,0,0,0,0,0,0
,Tyjae  Spears,TEN,RB,1,0,0,0,0,0,0,0,1,7.692,0,11,84.615,0,0,0,0,1,7.692,0
,Julius  Chestnut,TEN,RB,1,1,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0
,Kenneth  Walker III,SEA,RB,1,1,1,0,0,0,0,0,2,18.182,0,9,81.818,0,0,0,0,0,0,0
,Kameron  Johnson,TB,WR,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
,Ryan  Miller,TB,WR,1,0,0,0,0,1,50,0,1,50,0,0,0,0,0,0,0,0,0,0
,Noah  Fant,CIN,TE,1,0,0,0,0,2,20,0,1,10,0,0,0,0,2,20,0,5,50,0
,Mitchell  Tinsley,CIN,WR,1,0,0,0,0,1,50,0,1,50,0,0,0,0,0,0,0,0,0,0
,Tanner  Hudson,CIN,TE,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
,Tre  Harris,LAC,WR,1,0,0,0,0,7,58.333,0,4,33.333,0,1,8.333,0,0,0,0,0,0,0
,Tucker  Fisk,LAC,TE,1,0,0,0,0,1,12.5,0,0,0,0,1,12.5,0,3,37.5,0,3,37.5,0
,Zach  Ertz,WAS,TE,1,1,0,0,0,3,16.667,0,11,61.111,0,0,0,0,1,5.556,0,3,16.667,0
,Chris  Moore,WAS,WR,1,1,0,0,0,13,72.222,0,4,22.222,0,0,0,0,0,0,0,1,5.556,0
,KeAndre  Lambert-Smith,LAC,WR,1,0,0,0,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mack  Hollins,NE,WR,1,0,0,0,0,9,64.286,0,4,28.571,0,0,0,0,0,0,0,1,7.143,0
,Austin  Hooper,NE,TE,1,0,0,0,0,3,20,0,1,6.667,0,0,0,0,8,53.333,0,3,20,0
,Tyrell  Shavers,BUF,WR,1,1,0,0,0,3,37.5,0,5,62.5,0,0,0,0,0,0,0,0,0,0
,James  Cook,BUF,RB,1,1,0,0,0,0,0,0,1,5,0,19,95,0,0,0,0,0,0,0
,Ty  Johnson,BUF,RB,1,0,0,0,0,2,25,0,3,37.5,0,3,37.5,0,0,0,0,0,0,0
,Jackson  Hawes,BUF,TE,1,0,0,0,0,0,0,0,0,0,0,1,25,0,3,75,0,0,0,0
,Ray  Davis,BUF,RB,1,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0
,Kyle  Williams,NE,WR,1,0,0,0,0,4,50,0,4,50,0,0,0,0,0,0,0,0,0,0
,Noah  Gray,KC,TE,1,0,0,0,0,3,13.043,0,7,30.435,0,0,0,0,8,34.783,0,5,21.739,0
,LeQuint  Allen Jr.,JAX,RB,1,0,0,0,0,1,11.111,0,0,0,0,8,88.889,0,0,0,0,0,0,0
,Tim  Patrick,JAX,WR,1,1,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
,Drew  Sample,CIN,TE,1,1,1,-1,0,2,9.524,0,2,9.524,0,6,28.571,0,4,19.048,0,7,33.333,-0.143
,Sean  Tucker,TB,RB,1,3,3,-4,0,1,14.286,0,0,0,0,6,85.714,-0.667,0,0,0,0,0,0
