BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Austin Trammell,JAX,WR,1,0,0,0,0,0,0,0,2,3.077,1,3.226,0,,0,,0,0
,Aaron Jones,MIN,RB,1,1,0,0,0,1,0,0,27,42.857,12,44.444,3.704,1,100,3.448,15,24.59
,Chris Rodriguez Jr.,WAS,RB,1,0,0,0,0,0,0,0,21,38.182,11,42.308,0,,0,,10,20.408
,Colson Yankoff,WAS,TE,1,1,0,0,0,1,0,0,12,21.818,4,15.385,3.846,0,0,0,1,2.041
,John Bates,WAS,TE,1,0,0,0,0,0,0,0,30,54.545,13,50,0,,0,,0,0
,Treylon Burks,WAS,WR,1,1,0,0,0,1,0,0,16,29.091,6,23.077,3.846,1,100,3.125,1,2.041
,Jaylin Lane,WAS,WR,1,0,0,0,0,0,0,0,4,7.273,2,7.692,0,,0,,0,0
,Jordan Mason,MIN,RB,1,0,0,0,0,0,0,0,18,28.571,7,25.926,0,,0,,11,18.033
,Jacory Croskey-Merritt,WAS,RB,1,0,0,0,0,0,0,0,10,18.182,2,7.692,0,,0,,7,14.286
,Nick Westbrook-Ikhine,MIA,WR,1,0,0,0,0,0,0,0,23,36.508,8,36.364,0,,0,,0,0
,Ollie Gordon II,MIA,RB,1,0,0,0,0,0,0,0,14,22.222,7,31.818,0,,0,,5,7.937
,Breece Hall,NYJ,RB,1,1,0,0,0,1,0,0,43,75.439,28,70,2.5,0,0,0,15,26.316
,Alec Ingold,MIA,FB,1,0,0,0,0,0,0,0,21,33.333,4,18.182,0,,0,,0,0
,Jaylen Wright,MIA,RB,1,3,0,0,0,3,0,0,30,47.619,6,27.273,13.636,0,0,0,27,42.857
,Cedrick Wilson Jr.,MIA,WR,1,0,0,0,0,0,0,0,11,17.46,3,13.636,0,,0,,0,0
,Julian Hill,MIA,TE,1,0,0,0,0,0,0,0,30,47.619,9,40.909,0,,0,,0,0
,Allen Lazard,NYJ,WR,1,1,0,0,0,1,0,0,9,15.789,9,22.5,2.5,0,0,0,,
,Isaiah Davis,NYJ,RB,1,0,0,0,0,0,0,0,14,24.561,12,30,0,,0,,2,3.509
,Dee Eskridge,MIA,WR,1,0,0,0,0,0,0,0,6,9.524,1,4.545,0,,0,,0,0
,Arian Smith,NYJ,WR,1,0,0,0,0,0,0,0,1,1.754,1,2.5,0,,0,,,
,Mason Tipton,NO,WR,1,0,0,0,0,0,0,0,24,42.857,12,52.174,0,,0,,0,0
,Jack Stoll,NO,TE,1,1,0,0,0,1,0,0,10,17.857,4,17.391,4.348,0,0,0,1,1.818
,Taysom Hill,NO,QB,1,2,0,0,0,2,0,0,23,41.071,7,30.435,8.696,2,100,8.333,4,7.273
,Tez Johnson,TB,WR,1,0,0,0,0,0,0,0,32,43.243,11,36.667,0,,0,,0,0
,Payne Durham,TB,TE,1,0,0,0,0,0,0,0,22,29.73,4,13.333,0,,0,,0,0
,Sean Tucker,TB,RB,1,0,0,0,0,0,0,0,11,14.865,2,6.667,0,,0,,7,10.145
,Kameron Johnson,TB,WR,1,1,0,0,0,1,0,0,3,4.054,2,6.667,3.333,1,100,2.857,1,1.449
,Trent Sherfield,ARZ,WR,1,1,0,0,0,1,0,0,9,14.063,8,17.021,2.128,0,0,0,1,1.639
,Josiah Deguara,ARZ,TE,1,1,0,0,0,1,0,0,5,7.813,5,10.638,2.128,1,100,2,,
,Elijah Higgins,ARZ,TE,1,1,1,0,0,1,1,0,41,64.063,32,68.085,2.128,0,0,0,1,1.639
,Terrance Ferguson,LA,TE,1,1,0,0,0,1,0,0,43,64.179,14,45.161,3.226,0,0,0,1,1.493
,Drew Sample,CIN,TE,1,0,0,0,0,0,0,0,27,48.214,14,37.838,0,,0,,0,0
,Ray Davis,BUF,RB,1,0,0,0,0,0,0,0,1,1.538,1,3.226,0,,0,,,
,Mitchell Tinsley,CIN,WR,1,0,0,0,0,0,0,0,7,12.5,2,5.405,0,,0,,0,0
,Brandin Cooks,BUF,WR,1,0,0,0,0,0,0,0,20,30.769,12,38.71,0,,0,,0,0
,Nick Chubb,HST,RB,1,0,0,0,0,0,0,0,6,9.091,5,14.706,0,,0,,1,1.538
,Xavier Hutchinson,HST,WR,1,2,0,0,0,2,0,0,27,40.909,17,50,5.882,1,50,2.857,2,3.077
,Isiah Pacheco,KC,RB,1,0,0,0,0,0,0,0,22,30.986,9,25.714,0,,0,,9,14.063
,Brashard Smith,KC,RB,1,0,0,0,0,0,0,0,5,7.042,3,8.571,0,,0,,1,1.563
,Kareem Hunt,KC,RB,1,1,0,0,0,1,0,0,36,50.704,21,60,2.857,1,100,2.381,13,20.313
,Cade Stover,HST,TE,1,0,0,0,0,0,0,0,18,27.273,4,11.765,0,,0,,0,0
,Saquon Barkley,PHI,RB,1,2,0,0,0,2,0,0,53,77.941,31,75.61,4.878,0,0,0,22,33.333
,Grant Calcaterra,PHI,TE,1,0,0,0,0,0,0,0,14,20.588,6,14.634,0,,0,,0,0
,Scott Matlock,LAC,FB,1,0,0,0,0,0,0,0,16,20.253,4,12.121,0,,0,,0,0
,Kenneth Walker III,SEA,RB,1,3,1,-1,0,3,1,-1,30,50,17,53.125,9.375,1,33.333,2.941,13,22.414
,DJ Moore,CHI,WR,1,3,1,-4,0,3,1,-4,56,78.873,31,86.111,8.333,1,33.333,2.564,3,4.412
