game_id,commence_time,in_play,bookmaker,last_update,home_team,away_team,market,label,description,price,point
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,h2h,Detroit Lions,,-142,
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,h2h,Green Bay Packers,,120,
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,spreads,Detroit Lions,,-115,-2.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,spreads,Green Bay Packers,,-105,2.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,totals,Over,,-110,48.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,totals,Under,,-110,48.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_attempts,Over,Jared Goff,-110,32.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_attempts,Under,Jared Goff,-116,32.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_attempts,Over,Jordan Love,-106,31.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_attempts,Under,Jordan Love,-121,31.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_completions,Over,Jared Goff,-107,22.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_completions,Under,Jared Goff,-119,22.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_completions,Over,Jordan Love,-129,19.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_completions,Under,Jordan Love,102,19.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_tds,Over,Jared Goff,-143,1.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_tds,Under,Jared Goff,112,1.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_tds,Over,Jordan Love,-106,1.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_tds,Under,Jordan Love,-120,1.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_yds,Over,Jared Goff,-112,240.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_yds,Under,Jared Goff,-112,240.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_yds,Over,Jordan Love,-112,228.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_pass_yds,Under,Jordan Love,-112,228.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_reception_yds,Over,Amon-Ra St. Brown,-112,76.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_reception_yds,Under,Amon-Ra St. Brown,-112,76.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_reception_yds,Over,Christian Watson,-110,56.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_reception_yds,Under,Christian Watson,-114,56.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_reception_yds,Over,Jameson Williams,-111,51.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_reception_yds,Under,Jameson Williams,-113,51.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_reception_yds,Over,Romeo Doubs,-110,43.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_reception_yds,Under,Romeo Doubs,-114,43.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_reception_yds,Over,Jahmyr Gibbs,-109,35.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_reception_yds,Under,Jahmyr Gibbs,-115,35.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_receptions,Over,Amon-Ra St. Brown,-138,6.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_receptions,Under,Amon-Ra St. Brown,109,6.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_receptions,Over,Jahmyr Gibbs,-122,4.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_receptions,Under,Jahmyr Gibbs,-104,4.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_receptions,Over,Romeo Doubs,-124,3.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_receptions,Under,Romeo Doubs,-103,3.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_receptions,Over,Christian Watson,-101,3.5
fe2eb07797580740af78037ab498198e,11/27/2025,FALSE,DraftKings,11/26/2025,Detroit Lions,Green Bay Packers,player_receptions,Under,Christian Watson,-127,3.5
