BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Terrance  Ferguson,LA,TE,1,2,0,0,0,2,0,0,16,31.373,8,26.667,6.667,0,0,0,2,3.922
,Jordan  Whittington,LA,WR,1,1,0,0,0,1,0,0,18,35.294,4,13.333,3.333,1,100,3.333,1,1.961
,Ja'Tavion  Sanders,CAR,TE,1,0,0,0,0,0,0,0,30,46.875,13,59.091,0,,0,,0,0
,Blake  Corum,LA,RB,1,0,0,0,0,0,0,0,15,29.412,8,26.667,0,,0,,7,13.725
,Brycen  Tremayne,CAR,WR,1,0,0,0,0,0,0,0,13,20.313,1,4.545,0,,0,,0,0
,Jimmy  Horn Jr.,CAR,WR,1,0,0,0,0,0,0,0,4,6.25,2,9.091,0,,0,,0,0
,Demarcus  Robinson,SF,WR,1,1,0,0,0,1,0,0,26,40,13,41.935,3.226,0,0,0,2,3.125
,Malachi  Corley,CLV,WR,1,0,0,0,0,0,0,0,21,34.426,1,3.448,0,,0,,1,1.667
,Cedric  Tillman,CLV,WR,1,1,0,0,0,1,0,0,38,62.295,21,72.414,3.448,0,0,0,1,1.667
,Dylan  Sampson,CLV,RB,1,0,0,0,0,0,0,0,11,18.033,7,24.138,0,,0,,4,6.667
,Luke  Farrell,SF,TE,1,1,0,0,0,1,0,0,13,20,3,9.677,3.226,1,100,3.125,1,1.563
,Jake  Tonges,SF,TE,1,0,0,0,0,0,0,0,7,10.769,3,9.677,0,,0,,0,0
,Kendrick  Bourne,SF,WR,1,1,0,0,0,1,0,0,21,32.308,10,32.258,3.226,0,0,0,1,1.563
,Blake  Whiteheart,CLV,TE,1,0,0,0,0,0,0,0,6,9.836,2,6.897,0,,0,,0,0
,Brian  Robinson,SF,RB,1,0,0,0,0,0,0,0,12,18.462,3,9.677,0,,0,,8,12.5
,Mo  Alie-Cox,IND,TE,1,0,0,0,0,0,0,0,22,43.137,10,35.714,0,,0,,0,0
,Ameer  Abdullah,IND,RB,1,0,0,0,0,0,0,0,1,1.961,1,3.571,0,,0,,,
,Jaylin  Noel,HST,WR,1,1,0,0,0,1,0,0,19,26.761,17,45.946,2.703,0,0,0,1,1.408
,Dare  Ogunbowale,HST,RB,1,0,0,0,0,0,0,0,4,5.634,4,10.811,0,,0,,,
,Nick  Chubb,HST,RB,1,0,0,0,0,0,0,0,23,32.394,13,35.135,0,,0,,9,12.676
,Christian  Kirk,HST,WR,1,0,0,0,0,0,0,0,32,45.07,16,43.243,0,,0,,0,0
,Alec  Ingold,MIA,FB,1,0,0,0,0,0,0,0,14,22.951,4,14.815,0,,0,,0,0
,De'Von  Achane,MIA,RB,1,1,0,0,0,1,0,0,44,72.131,19,70.37,3.704,0,0,0,23,38.983
,Nick  Westbrook-Ikhine,MIA,WR,1,0,0,0,0,0,0,0,12,19.672,8,29.63,0,,0,,0,0
,Dee  Eskridge,MIA,WR,1,0,0,0,0,0,0,0,2,3.279,2,7.407,0,,0,,,
,Ollie  Gordon II,MIA,RB,1,0,0,0,0,0,0,0,13,21.311,8,29.63,0,,0,,3,5.085
,Julian  Hill,MIA,TE,1,1,0,0,0,1,0,0,31,50.82,11,40.741,3.704,1,100,3.448,1,1.695
,Jack  Stoll,NO,TE,1,0,0,0,0,0,0,0,3,4.167,1,2.381,0,,0,,0,0
,Charlie  Woerner,ATL,TE,1,0,0,0,0,0,0,0,42,62.687,16,45.714,0,,0,,0,0
,Isaiah  Davis,NYJ,RB,1,1,0,0,0,1,0,0,6,8.696,6,17.143,2.857,0,0,0,,
,Isaiah  Williams,NYJ,WR,1,1,0,0,0,1,0,0,26,37.681,15,42.857,2.857,1,100,2.439,1,1.587
,Andrew  Beck,NYJ,FB,1,0,0,0,0,0,0,0,6,8.696,1,2.857,0,,0,,0,0
,Xavier  Weaver,ARZ,WR,1,1,0,0,0,1,0,0,30,46.875,20,47.619,2.381,1,100,2.222,1,1.639
,Sean  Tucker,TB,RB,1,0,0,0,0,0,0,0,5,8.333,3,10,0,,0,,2,3.509
,Ryan  Miller,TB,WR,1,0,0,0,0,0,0,0,1,1.667,1,3.333,0,,0,,,
,Johnny  Mundt,JAX,TE,1,0,0,0,0,0,0,0,10,16.949,6,20,0,,0,,0,0
,LeQuint  Allen Jr.,JAX,RB,1,0,0,0,0,0,0,0,12,20.339,11,36.667,0,,0,,0,0
,Austin  Trammell,JAX,WR,1,4,0,0,0,4,0,0,30,50.847,17,56.667,13.333,4,100,12.5,4,7.018
,Josh  Oliver,MIN,TE,1,0,0,0,0,0,0,0,21,42,9,26.471,0,,0,,0,0
,Elijah  Arroyo,SEA,TE,1,2,0,0,0,2,0,0,23,37.097,12,40,6.667,1,50,3.333,2,3.226
,Zach  Charbonnet,SEA,RB,1,0,0,0,0,0,0,0,25,40.323,10,33.333,0,,0,,14,22.581
,Jalen  Nailor,MIN,WR,1,1,0,0,0,1,0,0,34,68,25,73.529,2.941,1,100,2.941,1,2
,Tucker  Fisk,LAC,TE,1,0,0,0,0,0,0,0,23,32.394,4,16.667,0,,0,,0,0
,Tyler  Conklin,LAC,TE,1,0,0,0,0,0,0,0,2,2.817,1,4.167,0,,0,,0,0
,Raheem  Mostert,LV,RB,1,0,0,0,0,0,0,0,2,4.348,1,3.571,0,,0,,1,2.174
,Scott  Matlock,LAC,FB,1,0,0,0,0,0,0,0,17,23.944,1,4.167,0,,0,,0,0
,Tyrell  Shavers,BUF,WR,1,0,0,0,0,0,0,0,46,58.974,8,34.783,0,,0,,0,0
,Roman  Wilson,PIT,WR,1,1,0,0,0,1,0,0,19,44.186,12,48,4,1,100,4,1,2.326
,Pat  Freiermuth,PIT,TE,1,0,0,0,0,0,0,0,17,39.535,9,36,0,,0,,0,0
,Calvin  Austin III,PIT,WR,1,2,0,0,0,2,0,0,21,48.837,14,56,8,1,50,4,2,4.651
,Ray  Davis,BUF,RB,1,0,0,0,0,0,0,0,13,16.667,3,13.043,0,,0,,9,12.162
,Ben  Skowronek,PIT,WR,1,1,0,0,0,1,0,0,4,9.302,1,4,4,0,0,0,1,2.326
,Kaleb  Johnson,PIT,RB,1,0,0,0,0,0,0,0,3,6.977,1,4,0,,0,,2,4.651
,Chris  Rodriguez Jr.,WAS,RB,1,1,0,0,0,1,0,0,37,42.045,19,36.538,1.923,0,0,0,12,14.118
,Jeremy  McNichols,WAS,RB,1,2,2,0,0,2,2,0,38,43.182,28,53.846,3.846,0,0,0,8,9.412
,Jaylin  Lane,WAS,WR,1,1,0,0,0,1,0,0,33,37.5,17,32.692,1.923,1,100,1.818,1,1.176
,Ben  Sinnott,WAS,TE,1,0,0,0,0,0,0,0,14,15.909,6,11.538,0,,0,,0,0
,Lil'Jordan  Humphrey,DEN,WR,1,1,0,0,0,1,0,0,14,19.718,5,10.87,2.174,0,0,0,1,1.449
,Jacory  Croskey-Merritt,WAS,RB,1,0,0,0,0,0,0,0,12,13.636,6,11.538,0,,0,,4,4.706
,Chris  Moore,WAS,WR,1,0,0,0,0,0,0,0,25,28.409,11,21.154,0,,0,,0,0
