BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT
,Kameron  Johnson,TB,WR,1,1,0,0,0,2,40,0,3,60,0,0,0,0,0,0,0,0,0,0
,Ryan  Miller,TB,WR,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
,AJ  Barner,SEA,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.667,0,5,83.333,0
,Zach  Charbonnet,SEA,RB,1,0,0,0,0,0,0,0,1,33.333,0,2,66.667,0,0,0,0,0,0,0
,Michael  Carter,ARZ,RB,1,0,0,0,0,0,0,0,0,0,0,6,100,0,0,0,0,0,0,0
,Zay  Jones,ARZ,WR,1,1,0,0,0,6,75,0,2,25,0,0,0,0,0,0,0,0,0,0
,Greg  Dortch,ARZ,WR,1,0,0,0,0,2,10.526,0,16,84.211,0,1,5.263,0,0,0,0,0,0,0
,George  Holani,SEA,RB,1,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0
,Konata  Mumpfield,LA,WR,1,2,0,0,0,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blake  Corum,LA,RB,1,0,0,0,0,0,0,0,1,8.333,0,11,91.667,0,0,0,0,0,0,0
,Jordan  Watkins,SF,WR,1,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jordan  Whittington,LA,WR,1,0,0,0,0,2,40,0,3,60,0,0,0,0,0,0,0,0,0,0
,Jake  Tonges,SF,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0
,Brock  Wright,DET,TE,1,1,0,0,0,1,6.25,0,1,6.25,0,3,18.75,0,6,37.5,0,5,31.25,0
,David  Montgomery,DET,RB,1,1,1,0,0,2,9.091,0,0,0,0,20,90.909,0,0,0,0,0,0,0
,Chris  Moore,WAS,WR,1,0,0,0,0,6,85.714,0,1,14.286,0,0,0,0,0,0,0,0,0,0
,Jacory  Croskey-Merritt,WAS,RB,1,0,0,0,0,1,14.286,0,0,0,0,5,71.429,0,0,0,0,1,14.286,0
,Ben  Skowronek,PIT,WR,1,0,0,0,0,1,33.333,0,1,33.333,0,1,33.333,0,0,0,0,0,0,0
,Kaleb  Johnson,PIT,RB,1,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0
,Scott  Matlock,LAC,FB,1,0,0,0,0,0,0,0,0,0,0,2,28.571,0,1,14.286,0,4,57.143,0
,Sean  Tucker,TB,RB,1,2,1,-2,0,2,18.182,0,0,0,0,9,81.818,-0.222,0,0,0,0,0,0
