BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Tyrone  Tracy Jr.,NYG,RB,1,26,37.681,9,46,5.111,1,0,0,2,0,0,0,2.019,0.224,0,0,10.6,10.6
,Travis  Etienne,JAX,RB,1,40,52.632,8,44,5.5,0,0,0,3,1,0,0,1.903,0.238,0,0,6.5,6.5
,Saquon  Barkley,PHI,RB,1,38,77.551,18,44,2.444,0,0,0,2,2,0,0,-9.006,-0.5,0,0,5.2,5.2
,Bijan  Robinson,ATL,RB,1,53,85.484,14,40,2.857,0,0,0,1,2,0,0,-2.29,-0.164,0,0,21.2,21.2
,Brashard  Smith,KC,RB,1,25,30.864,14,39,2.786,0,0,0,1,6,1,0,-7.404,-0.529,0,0,13.1,13.1
,Breece  Hall,NYJ,RB,1,31,48.438,11,38,3.455,0,0,0,2,1,0,0,-0.912,-0.083,0,0,7.2,7.2
,Blake  Corum,LA,RB,1,21,33.333,12,37,3.083,0,0,0,1,3,1,0,-2.066,-0.172,0,0,5.3,5.3
,Brian  Robinson,SF,RB,1,15,22.388,9,36,4,0,0,0,1,0,0,0,-1.854,-0.206,0,0,3.6,3.6
,Jayden  Daniels,WAS,QB,1,48,70.588,8,35,4.375,1,0,0,4,1,1,1,3.351,0.419,0,0,19.74,19.74
,Marcus  Mariota,WAS,QB,1,20,29.412,2,34,17,0,0,0,1,1,0,0,2.702,1.351,0,0,3.92,3.92
,Jacory  Croskey-Merritt,WAS,RB,1,33,48.529,13,33,2.538,0,0,0,1,1,0,0,-2.538,-0.195,0,0,4.2,4.2
,Samaje  Perine,CIN,RB,1,26,36.111,7,31,4.429,0,0,0,2,1,0,0,0.923,0.132,0,0,3.1,3.1
,Chuba  Hubbard,CAR,RB,1,38,52.778,14,31,2.214,0,0,0,3,2,0,0,-2.673,-0.191,0,0,7.5,7.5
,Justin  Herbert,LAC,QB,1,77,100,6,31,5.167,0,0,0,4,2,0,0,3.702,0.617,0,0,27.9,27.9
,Jaydon  Blue,DAL,RB,1,12,18.75,7,29,4.143,0,0,0,2,0,0,0,-1.828,-0.261,0,0,4.4,4.4
,Alvin  Kamara,NO,RB,1,45,83.333,11,28,2.545,0,0,0,1,1,0,0,-4.553,-0.414,0,0,5.9,5.9
,Patrick  Mahomes,KC,QB,1,65,80.247,4,28,7,0,0,0,2,0,0,0,2.561,0.64,0,0,26.24,26.24
,Carson  Wentz,MIN,QB,1,69,100,4,28,7,0,1,0,2,1,0,0,-1.128,-0.282,0,0,11.32,11.32
,Jacoby  Brissett,ARZ,QB,1,74,100,6,26,4.333,0,0,0,2,0,0,0,-1.691,-0.282,0,0,21.76,21.76
,Bhayshul  Tuten,JAX,RB,1,18,23.684,5,22,4.4,0,0,0,0,0,0,0,0.074,0.015,0,0,2.2,2.2
,Justin  Fields,NYJ,QB,1,29,45.313,4,22,5.5,0,0,0,1,0,0,0,0.686,0.171,0,0,4.04,4.04
,Tyjae  Spears,TEN,RB,1,21,41.176,5,22,4.4,0,0,0,1,0,0,0,-1.149,-0.23,0,0,7,7
,Jordan  Love,GB,QB,1,56,100,4,22,5.5,0,1,0,1,0,0,0,2.191,0.548,0,0,13.36,13.36
,Jeremy  McNichols,WAS,RB,1,21,30.882,2,22,11,0,0,0,1,1,0,0,1.581,0.791,0,0,6.5,6.5
,Ashton  Jeanty,LV,RB,1,18,58.065,6,21,3.5,0,0,0,0,0,0,0,-2.811,-0.468,0,0,4.4,4.4
,Kimani  Vidal,LAC,RB,1,48,62.338,9,20,2.222,0,0,0,0,3,0,0,-2.877,-0.32,0,0,7.5,7.5
,Trevor  Lawrence,JAX,QB,1,76,100,2,18,9,0,0,0,1,1,0,0,-1.662,-0.831,0,0,17.64,17.64
,Kareem  Hunt,KC,RB,1,13,16.049,4,18,4.5,0,0,0,3,0,0,0,2.203,0.551,0,0,1.8,1.8
,Tony  Pollard,TEN,RB,1,30,58.824,6,18,3,0,0,0,0,0,0,0,-1.554,-0.259,0,0,12.1,12.1
,Emanuel  Wilson,GB,RB,1,17,30.357,6,17,2.833,0,0,0,0,1,0,0,-4.439,-0.74,0,0,2.5,2.5
,Tyler  Allgeier,ATL,RB,1,14,22.581,4,16,4,0,0,0,2,0,0,0,1.124,0.281,0,0,1.6,1.6
,Kenneth  Gainwell,PIT,RB,1,20,36.364,3,14,4.667,0,0,0,1,0,0,0,0.015,0.005,0,0,3.5,3.5
,Xavier  Worthy,KC,WR,1,43,53.086,1,13,13,0,0,0,1,0,0,0,0.905,0.905,0,0,7.8,7.8
,Marvin  Mims Jr.,DEN,WR,1,41,53.247,1,13,13,0,0,0,1,0,0,0,1.539,1.539,0,0,15.8,15.8
,Spencer  Rattler,NO,QB,1,54,100,2,12,6,0,0,0,1,0,0,0,1.289,0.645,0,0,12.52,12.52
,Dillon  Gabriel,CLV,QB,1,53,94.643,4,12,3,0,0,0,0,1,0,0,-2.42,-0.605,0,0,5.84,5.84
,Chris  Rodriguez Jr.,WAS,RB,1,8,11.765,3,12,4,1,0,0,1,1,1,0,1.642,0.547,0,0,7.2,7.2
,Ollie  Gordon II,MIA,RB,1,18,31.034,5,11,2.2,0,0,0,1,1,0,0,-0.287,-0.057,0,0,2.3,2.3
,Tank  Bigsby,PHI,RB,1,4,8.163,1,11,11,0,0,0,1,0,0,0,1.158,1.158,0,0,2,2
,Tyrod  Taylor,NYJ,QB,1,36,56.25,3,11,3.667,0,0,0,0,0,0,0,-1.324,-0.441,0,0,2.14,2.14
,Jaxson  Dart,NYG,QB,1,69,100,5,11,2.2,1,0,0,2,3,1,1,2.637,0.527,0,0,28.42,28.42
,Michael  Carter,ARZ,RB,1,28,37.838,7,11,1.571,0,0,0,1,1,0,0,-2.845,-0.406,0,0,5.6,5.6
,Mac  Jones,SF,QB,1,67,100,5,11,2.2,0,0,0,2,0,0,0,-1.238,-0.248,0,0,5.18,5.18
,Parker  Washington,JAX,WR,1,65,85.526,3,10,3.333,0,0,0,1,0,0,0,1.36,0.453,0,0,10.2,10.2
,Isaiah  Davis,NYJ,RB,1,29,45.313,2,10,5,0,0,0,0,0,0,0,-0.297,-0.149,0,0,5.2,5.2
,Bryce  Young,CAR,QB,1,50,69.444,2,10,5,0,0,0,0,0,0,0,-0.495,-0.248,0,0,10.52,10.52
,DJ  Moore,CHI,WR,1,57,85.075,1,9,9,0,0,0,0,0,0,0,0.743,0.743,0,0,8.2,8.2
,Dylan  Sampson,CLV,RB,1,8,14.286,3,8,2.667,0,0,0,0,1,0,0,-1.294,-0.431,0,0,2.7,2.7
,Kendre  Miller,NO,RB,1,2,3.704,1,7,7,0,0,0,0,0,0,0,0.157,0.157,0,0,0.7,0.7
,Jimmy  Horn Jr.,CAR,WR,1,13,18.056,1,7,7,0,0,0,0,0,0,0,0.469,0.469,0,0,2.5,2.5
,Daniel  Jones,IND,QB,1,59,100,5,7,1.4,0,0,0,0,0,0,0,-2.952,-0.59,0,0,20.22,20.22
,Dak  Prescott,DAL,QB,1,64,100,5,7,1.4,0,1,0,1,1,0,0,-2.38,-0.476,0,0,23.26,23.26
,Aaron  Rodgers,PIT,QB,1,55,100,1,6,6,0,0,0,0,0,0,0,0.277,0.277,0,0,22.56,22.56
,Tua  Tagovailoa,MIA,QB,1,46,79.31,3,6,2,0,2,0,0,2,0,0,-3.409,-1.136,0,0,-1.4,-1.4
,Michael  Penix Jr.,ATL,QB,1,62,100,2,6,3,0,0,0,0,0,0,0,1.054,0.527,0,0,14.24,14.24
,TreVeyon  Henderson,NE,RB,1,9,12.5,2,5,2.5,0,0,0,0,0,0,0,-0.592,-0.296,0,0,0.5,0.5
,Zavier  Scott,MIN,RB,1,9,13.043,4,4,1,0,0,0,0,2,1,0,-1.546,-0.387,0,0,1.6,1.6
,Joe  Flacco,CIN,QB,1,72,100,5,3,0.6,0,0,0,2,4,0,0,0.601,0.12,0,0,25.98,25.98
,Hassan  Haskins,LAC,RB,1,24,31.169,1,3,3,0,0,0,0,0,0,0,-0.173,-0.173,0,0,2.5,2.5
,Devin  Singletary,NYG,RB,1,2,2.899,2,2,1,0,0,0,0,0,0,0,-0.676,-0.338,0,0,0.2,0.2
,Matthew  Stafford,LA,QB,1,60,95.238,2,1,0.5,0,0,0,0,0,0,0,-0.35,-0.175,0,0,27.38,27.38
,Geno  Smith,LV,QB,1,26,83.871,2,1,0.5,0,1,0,0,0,0,0,-2.253,-1.127,0,0,2.78,2.78
,Olamide  Zaccheaus,CHI,WR,1,35,52.239,1,0,0,0,0,0,0,0,0,0,-0.684,-0.684,0,0,2.9,2.9
,Jerome  Ford,CLV,RB,1,11,19.643,1,0,0,0,0,0,0,0,0,0,-1.626,-1.626,0,0,3,3
,RJ  Harvey,DEN,RB,1,20,25.974,4,0,0,0,0,0,0,0,0,0,-2.736,-0.684,0,0,7.2,7.2
,Luther  Burden III,CHI,WR,1,17,25.373,1,-1,-1,0,0,0,0,0,0,0,-0.756,-0.756,0,0,3.1,3.1
,Chimere  Dike,TEN,WR,1,28,54.902,1,-1,-1,0,0,0,0,0,0,0,-0.775,-0.775,0,0,16.9,16.9
,Caleb  Williams,CHI,QB,1,67,100,4,-2,-0.5,0,2,0,0,3,0,0,-6.16,-1.54,0,0,4.68,4.68
,Andy  Dalton,CAR,QB,1,22,30.556,2,-2,-1,0,0,0,0,0,0,0,-3.002,-1.501,0,0,2.2,2.2
,Joshua  Dobbs,NE,QB,1,7,9.722,2,-2,-1,0,0,0,0,0,0,0,-1.774,-0.887,0,0,0.28,0.28
,Kyle  Juszczyk,SF,FB,1,37,55.224,1,-2,-2,0,0,0,0,0,0,0,-2.309,-2.309,0,0,1.8,1.8
,Jimmy  Garoppolo,LA,QB,1,3,4.762,3,-3,-1,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.3
,Gardner  Minshew,KC,QB,1,16,19.753,3,-3,-1,0,0,0,0,0,0,0,-0.071,-0.024,0,0,-0.3,-0.3
,Taysom  Hill,NO,QB,1,9,16.667,2,-4,-2,0,0,0,1,0,0,0,-0.226,-0.113,0,0,2.8,2.8
,Jalen  Hurts,PHI,QB,1,49,100,4,-10,-2.5,0,0,0,1,1,0,0,-0.473,-0.118,0,0,24.04,24.04
