BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT
Rk,Player,Tm,Pos,G,TAR,REC,YDS,TD,WIDE,OW%,WYPR,SLOT,SLOT%,SYPR,BACK,BACK%,BYPR,LINE,LINE%,IYPR,OFF,OFF%,OYPR
,Austin  Hooper,NE,TE,1,1,1,5,0,2,15.385,0,1,7.692,0,1,7.692,0,8,61.538,0.625,1,7.692,0
,Ian  Thomas,LV,TE,1,1,1,4,0,0,0,0,1,20,4,1,20,0,3,60,0,0,0,0
,Kenneth  Walker III,SEA,RB,1,1,1,3,0,0,0,0,1,12.5,0,7,87.5,0.429,0,0,0,0,0,0
,Mason  Taylor,NYJ,TE,1,1,1,2,0,2,8,0,8,32,0,0,0,0,3,12,0,12,48,0.167
,Brevyn  Spann-Ford,DAL,TE,1,1,1,2,0,0,0,0,0,0,0,2,66.667,1,1,33.333,0,0,0,0
,Ollie  Gordon II,MIA,RB,1,1,1,1,0,0,0,0,0,0,0,9,100,0.111,0,0,0,0,0,0
,KeAndre  Lambert-Smith,LAC,WR,1,2,1,1,0,7,77.778,0.143,2,22.222,0,0,0,0,0,0,0,0,0,0
,Daniel  Bellinger,NYG,TE,1,0,0,0,0,2,13.333,0,6,40,0,2,13.333,0,2,13.333,0,3,20,0
,Devin  Singletary,NYG,RB,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
,Kylen  Granson,PHI,TE,1,0,0,0,0,1,16.667,0,4,66.667,0,0,0,0,0,0,0,1,16.667,0
,Tyrone  Tracy Jr.,NYG,RB,1,0,0,0,0,1,9.091,0,1,9.091,0,9,81.818,0,0,0,0,0,0,0
,Will  Shipley,PHI,RB,1,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0
,John  Metchie III,PHI,WR,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Beaux  Collins,NYG,WR,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
,Adam  Prentice,DEN,FB,1,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0
,Jeremy  Ruckert,NYJ,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,4,80,0
,Breece  Hall,NYJ,RB,1,0,0,0,0,0,0,0,0,0,0,16,100,0,0,0,0,0,0,0
,J.K.  Dobbins,DEN,RB,1,1,0,0,0,0,0,0,0,0,0,12,100,0,0,0,0,0,0,0
,Adam  Trautman,DEN,TE,1,0,0,0,0,0,0,0,2,22.222,0,0,0,0,2,22.222,0,5,55.556,0
,Trent  Sherfield,DEN,WR,1,0,0,0,0,2,40,0,2,40,0,0,0,0,0,0,0,1,20,0
,Arian  Smith,NYJ,WR,1,1,0,0,0,12,57.143,0,8,38.095,0,0,0,0,0,0,0,1,4.762,0
,Tyler  Johnson,NYJ,WR,1,1,0,0,0,3,50,0,3,50,0,0,0,0,0,0,0,0,0,0
,Charlie  Kolar,BLT,TE,1,1,0,0,0,1,16.667,0,1,16.667,0,0,0,0,2,33.333,0,2,33.333,0
,Terrance  Ferguson,LA,TE,1,0,0,0,0,0,0,0,6,85.714,0,0,0,0,0,0,0,1,14.286,0
,Tylan  Wallace,BLT,WR,1,0,0,0,0,2,50,0,2,50,0,0,0,0,0,0,0,0,0,0
,Blake  Corum,LA,RB,1,0,0,0,0,0,0,0,1,20,0,4,80,0,0,0,0,0,0,0
,Xavier  Smith,LA,WR,1,0,0,0,0,1,14.286,0,6,85.714,0,0,0,0,0,0,0,0,0,0
,Zaire  Mitchell-Paden,BLT,TE,1,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0
,Brycen  Tremayne,CAR,WR,1,0,0,0,0,3,60,0,1,20,0,1,20,0,0,0,0,0,0,0
,James  Mitchell,CAR,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0
,Trevor  Etienne,CAR,RB,1,0,0,0,0,0,0,0,1,50,0,1,50,0,0,0,0,0,0,0
,Ashton  Dulin,IND,WR,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Emari  Demercado,ARZ,RB,1,1,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0
,Tory  Horton,SEA,WR,1,1,0,0,0,17,89.474,0,2,10.526,0,0,0,0,0,0,0,0,0,0
,Tucker  Fisk,LAC,TE,1,0,0,0,0,2,20,0,1,10,0,1,10,0,3,30,0,3,30,0
,Nick  Westbrook-Ikhine,MIA,WR,1,1,0,0,0,12,57.143,0,9,42.857,0,0,0,0,0,0,0,0,0,0
,Dee  Eskridge,MIA,WR,1,1,0,0,0,4,57.143,0,3,42.857,0,0,0,0,0,0,0,0,0,0
,Quinshon  Judkins,CLV,RB,1,1,0,0,0,2,11.111,0,0,0,0,15,83.333,0,0,0,0,1,5.556,0
,Blake  Whiteheart,CLV,TE,1,1,1,0,0,1,5.882,0,9,52.941,0,0,0,0,1,5.882,0,6,35.294,0
,Luke  Farrell,SF,TE,1,0,0,0,0,1,9.091,0,1,9.091,0,1,9.091,0,2,18.182,0,6,54.545,0
,Sean  Tucker,TB,RB,1,0,0,0,0,1,25,0,0,0,0,3,75,0,0,0,0,0,0,0
,Ryan  Miller,TB,WR,1,0,0,0,0,2,66.667,0,1,33.333,0,0,0,0,0,0,0,0,0,0
,Skyy  Moore,SF,WR,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
,Jack  Bech,LV,WR,1,1,0,0,0,13,61.905,0,7,33.333,0,0,0,0,0,0,0,1,4.762,0
,Raheem  Mostert,LV,RB,1,0,0,0,0,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0
,Tyler  Lockett,TEN,WR,1,3,1,0,0,2,12.5,0,14,87.5,0,0,0,0,0,0,0,0,0,0
,John  FitzPatrick,GB,TE,1,0,0,0,0,0,0,0,1,14.286,0,0,0,0,2,28.571,0,4,57.143,0
,Mike  Gesicki,CIN,TE,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
,Mitchell  Tinsley,CIN,WR,1,0,0,0,0,4,66.667,0,2,33.333,0,0,0,0,0,0,0,0,0,0
,Chris  Brooks,GB,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0
,Savion  Williams,GB,WR,1,0,0,0,0,3,75,0,1,25,0,0,0,0,0,0,0,0,0,0
,Devaughn  Vele,NO,WR,1,0,0,0,0,6,66.667,0,3,33.333,0,0,0,0,0,0,0,0,0,0
,Jack  Stoll,NO,TE,1,0,0,0,0,1,50,0,0,0,0,0,0,0,1,50,0,0,0,0
,Taysom  Hill,NO,QB,1,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,3,75,0
,Rhamondre  Stevenson,NE,RB,1,1,0,0,0,0,0,0,0,0,0,19,100,0,0,0,0,0,0,0
,Kyle  Williams,NE,WR,1,2,0,0,0,6,85.714,0,1,14.286,0,0,0,0,0,0,0,0,0,0
,Isaac  TeSlaa,DET,WR,1,0,0,0,0,15,71.429,0,5,23.81,0,1,4.762,0,0,0,0,0,0,0
,Brock  Wright,DET,TE,1,0,0,0,0,1,10,0,2,20,0,0,0,0,3,30,0,4,40,0
,Isiah  Pacheco,KC,RB,1,3,1,0,0,0,0,0,2,7.692,0,24,92.308,0,0,0,0,0,0,0
,Tyquan  Thornton,KC,WR,1,0,0,0,0,12,92.308,0,1,7.692,0,0,0,0,0,0,0,0,0,0
,Kalif  Raymond,DET,WR,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
,Casey  Washington,ATL,WR,1,2,0,0,0,13,48.148,0,14,51.852,0,0,0,0,0,0,0,0,0,0
,Charlie  Woerner,ATL,TE,1,0,0,0,0,0,0,0,1,5.263,0,16,84.211,0,0,0,0,2,10.526,0
,James  Cook,BUF,RB,1,0,0,0,0,0,0,0,1,14.286,0,6,85.714,0,0,0,0,0,0,0
,Jackson  Hawes,BUF,TE,1,0,0,0,0,2,22.222,0,0,0,0,1,11.111,0,4,44.444,0,2,22.222,0
,Ty  Johnson,BUF,RB,1,2,1,0,0,2,9.524,0,2,9.524,0,17,80.952,0,0,0,0,0,0,0
,Elijah  Moore,BUF,WR,1,2,0,0,0,2,33.333,0,4,66.667,0,0,0,0,0,0,0,0,0,0
,Cole  Kmet,CHI,TE,1,2,1,0,0,1,7.692,0,3,23.077,0,1,7.692,0,3,23.077,0,5,38.462,0
,John  Bates,WAS,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,6,75,0
,Isaiah  Davis,NYJ,RB,1,1,1,-1,0,0,0,0,0,0,0,10,100,-0.1,0,0,0,0,0,0
,Drew  Sample,CIN,TE,1,2,1,-2,0,0,0,0,0,0,0,0,0,0,3,27.273,0,8,72.727,-0.25
,Jahmyr  Gibbs,DET,RB,1,2,1,-3,0,0,0,0,1,5.556,0,17,94.444,-0.176,0,0,0,0,0,0
,Emanuel  Wilson,GB,RB,1,1,1,-4,0,0,0,0,0,0,0,6,100,-0.667,0,0,0,0,0,0
