BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Evan  Engram,DEN,TE,1,8,5,42,0,8,5,42,41,53.247,38,73.077,15.385,0,0,0,8,10.526
,Drake  London,ATL,WR,1,10,4,42,0,10,4,42,59,95.161,39,97.5,25,8,80,19.048,10,16.667
,Van  Jefferson,TEN,WR,1,4,4,41,0,4,4,41,43,84.314,32,82.051,10.256,3,75,7.692,4,7.843
,Rashid  Shaheed,NO,WR,1,9,4,40,0,9,4,40,40,74.074,31,86.111,25,6,66.667,16.216,9,16.981
,Michael  Wilson,ARZ,WR,1,4,3,40,0,4,3,40,56,75.676,34,80.952,9.524,1,25,2.174,4,5.714
,Tyquan  Thornton,KC,WR,1,2,1,39,0,2,1,39,26,32.099,11,30.556,5.556,1,50,2.5,2,2.597
,Jonathan  Taylor,IND,RB,1,3,3,38,0,3,3,38,50,84.746,32,91.429,8.571,0,0,0,19,32.759
,Jalen  Nailor,MIN,WR,1,4,2,37,0,4,2,37,40,57.971,26,59.091,9.091,3,75,6.522,4,5.97
,Matthew  Golden,GB,WR,1,4,4,37,0,4,4,37,37,66.071,25,83.333,13.333,2,50,6.061,4,7.547
,Zach  Ertz,WAS,TE,1,7,3,37,1,7,3,37,40,58.824,28,77.778,19.444,5,71.429,12.5,7,10.938
,Harold  Fannin Jr.,CLV,TE,1,5,4,36,0,5,4,36,43,76.786,18,90,25,2,40,8.696,5,9.434
,Gunnar  Helm,TEN,TE,1,5,4,36,0,5,4,36,27,52.941,18,46.154,12.821,4,80,10.256,5,9.804
,Robbie  Chosen,WAS,WR,1,4,4,36,0,4,4,36,31,45.588,20,55.556,11.111,1,25,2.5,4,6.25
,Davante  Adams,LA,WR,1,8,5,35,3,8,5,35,36,57.143,26,78.788,24.242,4,50,11.765,8,12.903
,Xavier  Worthy,KC,WR,1,4,3,35,0,4,3,35,43,53.086,25,69.444,11.111,2,50,5,5,6.494
,JuJu  Smith-Schuster,KC,WR,1,3,3,35,0,3,3,35,27,33.333,19,52.778,8.333,2,66.667,5,3,3.896
,Cam  Skattebo,NYG,RB,1,6,3,34,1,6,3,34,41,59.42,21,56.757,16.216,0,0,0,22,31.884
,Tre  Tucker,LV,WR,1,6,5,33,0,6,5,33,26,83.871,17,89.474,31.579,3,50,15,6,20
,Tetairoa  McMillan,CAR,WR,1,5,3,33,0,5,3,33,61,84.722,32,94.118,14.706,3,60,8.333,5,7.143
,Hunter  Henry,NE,TE,1,5,4,33,0,5,4,33,42,58.333,25,89.286,17.857,3,60,8.333,5,7.813
,Jaylen  Warren,PIT,RB,1,5,4,31,0,5,4,31,36,65.455,18,52.941,14.706,2,40,5.714,21,38.889
,Brian  Thomas Jr.,JAX,WR,1,7,3,31,0,7,3,31,52,68.421,39,70.909,12.727,4,57.143,7.018,7,9.459
,Terrance  Ferguson,LA,TE,1,3,1,31,1,3,1,31,25,39.683,12,36.364,9.091,2,66.667,5.882,3,4.839
,Rome  Odunze,CHI,WR,1,6,2,31,0,6,2,31,62,92.537,27,100,22.222,3,50,11.111,6,8.955
,Mason  Taylor,NYJ,TE,1,5,3,31,0,5,3,31,56,87.5,39,97.5,12.5,3,60,6.818,5,8.333
,Jauan  Jennings,SF,WR,1,7,4,31,0,7,4,31,54,80.597,25,92.593,25.926,7,100,25,7,10.606
,Malik  Washington,MIA,WR,1,8,5,30,0,8,5,30,37,63.793,28,80,22.857,6,75,16.667,8,14.035
,Quentin  Johnston,LAC,WR,1,6,2,30,1,6,2,30,67,87.013,53,91.379,10.345,1,16.667,1.639,6,8.108
,Josh  Reynolds,NYJ,WR,1,9,3,29,0,9,3,29,57,89.063,37,92.5,22.5,6,66.667,13.636,9,15
,Elic  Ayomanor,TEN,WR,1,5,2,29,0,5,2,29,49,96.078,38,97.436,12.821,5,100,12.821,5,9.804
,Jake  Ferguson,DAL,TE,1,7,7,29,2,7,7,29,40,62.5,28,90.323,22.581,2,28.571,6.061,7,11.29
,Jonnu  Smith,PIT,TE,1,6,3,28,1,6,3,28,39,70.909,29,85.294,17.647,2,33.333,5.714,6,11.111
,Tanner  Conner,MIA,TE,1,3,1,28,0,3,1,28,18,31.034,14,40,8.571,3,100,8.333,3,5.263
,Noah  Gray,KC,TE,1,1,1,28,0,1,1,28,42,51.852,16,44.444,2.778,1,100,2.5,1,1.299
,Michael  Carter,ARZ,RB,1,2,2,25,0,2,2,25,28,37.838,18,42.857,4.762,0,0,0,9,12.857
,Colston  Loveland,CHI,TE,1,4,3,24,0,4,3,24,42,62.687,16,59.259,14.815,4,100,14.815,4,5.97
,Mitchell  Evans,CAR,TE,1,3,2,24,0,3,2,24,28,38.889,13,38.235,8.824,1,33.333,2.778,3,4.286
,Chuba  Hubbard,CAR,RB,1,3,2,24,0,3,2,24,38,52.778,23,67.647,8.824,0,0,0,17,24.286
,Jamari  Thrash,CLV,WR,1,2,1,23,0,2,1,23,21,37.5,9,45,10,1,50,4.348,2,3.774
,Tre  Harris,LAC,WR,1,2,2,23,0,2,2,23,32,41.558,20,34.483,3.448,0,0,0,2,2.703
,Jeremy  McNichols,WAS,RB,1,3,2,23,0,3,2,23,21,30.882,16,44.444,8.333,0,0,0,5,7.813
,Tim  Patrick,JAX,WR,1,1,1,22,0,1,1,22,12,15.789,7,12.727,1.818,1,100,1.754,1,1.351
,Luther  Burden III,CHI,WR,1,2,1,22,0,2,1,22,17,25.373,8,29.63,7.407,1,50,3.704,3,4.478
,Isaiah  Davis,NYJ,RB,1,4,2,22,0,4,2,22,29,45.313,23,57.5,10,3,75,6.818,6,10
,Nate  Adkins,DEN,TE,1,3,2,20,0,3,2,20,25,32.468,10,19.231,5.769,0,0,0,3,3.947
,Tyler  Higbee,LA,TE,1,6,3,19,0,6,3,19,22,34.921,12,36.364,18.182,2,33.333,5.882,6,9.677
,Troy  Franklin,DEN,WR,1,10,3,19,1,10,3,19,47,61.039,40,76.923,19.231,3,30,5.66,10,13.158
,Tyler  Badie,DEN,RB,1,2,2,19,0,2,2,19,17,22.078,15,28.846,3.846,0,0,0,2,2.632
,Dallas  Goedert,PHI,TE,1,3,3,18,0,3,3,18,46,93.878,26,100,11.538,1,33.333,3.846,3,6.122
,Tyler  Lockett,TEN,WR,1,2,2,18,0,2,2,18,14,27.451,10,25.641,5.128,1,50,2.564,2,3.922
,Tyjae  Spears,TEN,RB,1,4,3,18,0,4,3,18,21,41.176,16,41.026,10.256,0,0,0,9,17.647
,Roman  Wilson,PIT,WR,1,2,2,17,0,2,2,17,31,56.364,19,55.882,5.882,1,50,2.857,2,3.704
,Jerry  Jeudy,CLV,WR,1,4,2,17,0,4,2,17,37,66.071,17,85,20,3,75,13.043,4,7.547
,Rico  Dowdle,CAR,RB,1,2,1,17,0,2,1,17,30,41.667,12,35.294,5.882,0,0,0,19,27.143
,DeMario  Douglas,NE,WR,1,3,3,17,0,3,3,17,15,20.833,11,39.286,10.714,1,33.333,2.778,3,4.688
,KaVontae  Turpin,DAL,WR,1,1,1,17,0,1,1,17,18,28.125,12,38.71,3.226,0,0,0,1,1.613
,Casey  Washington,ATL,WR,1,2,1,17,0,2,1,17,10,16.129,6,15,5,0,0,0,2,3.333
,Hunter  Long,JAX,TE,1,3,2,16,0,3,2,16,48,63.158,39,70.909,5.455,0,0,0,3,4.054
,Cole  Kmet,CHI,TE,1,1,1,16,0,1,1,16,28,41.791,9,33.333,3.704,1,100,3.704,1,1.493
,De'Von  Achane,MIA,RB,1,5,3,16,0,5,3,16,31,53.448,15,42.857,14.286,1,20,2.778,18,31.579
,Nick  Westbrook-Ikhine,MIA,WR,1,4,3,16,0,4,3,16,43,74.138,30,85.714,11.429,3,75,8.333,4,7.018
,Allen  Lazard,NYJ,WR,1,3,2,16,0,3,2,16,33,51.563,22,55,7.5,1,33.333,2.273,3,5
,Jalen  Tolbert,DAL,WR,1,2,1,16,0,2,1,16,30,46.875,11,35.484,6.452,0,0,0,2,3.226
,Xavier  Smith,LA,WR,1,3,2,15,0,3,2,15,25,39.683,16,48.485,9.091,1,33.333,2.941,3,4.839
,Jaylen  Waddle,MIA,WR,1,4,1,15,0,4,1,15,43,74.138,24,68.571,11.429,3,75,8.333,4,7.018
,Kimani  Vidal,LAC,RB,1,5,4,15,0,5,4,15,48,62.338,36,62.069,8.621,1,20,1.639,14,18.919
,Skyy  Moore,SF,WR,1,1,1,15,0,1,1,15,3,4.478,3,11.111,3.704,0,0,0,,
,D'Andre  Swift,CHI,RB,1,1,1,14,0,1,1,14,35,52.239,16,59.259,3.704,0,0,0,20,29.851
,Marquise  Brown,KC,WR,1,4,2,14,1,4,2,14,25,30.864,17,47.222,11.111,3,75,7.5,4,5.195
,Breece  Hall,NYJ,RB,1,3,2,14,0,3,2,14,31,48.438,17,42.5,7.5,0,0,0,14,23.333
,Kendrick  Bourne,SF,WR,1,2,2,14,0,2,2,14,51,76.119,23,85.185,7.407,2,100,7.143,2,3.03
,Kyle  Monangai,CHI,RB,1,3,2,13,0,3,2,13,30,44.776,11,40.741,11.111,1,33.333,3.704,16,23.881
,Ashton  Jeanty,LV,RB,1,1,1,13,0,1,1,13,18,58.065,11,57.895,5.263,0,0,0,7,23.333
,Jack  Bech,LV,WR,1,2,2,13,0,2,2,13,19,61.29,15,78.947,10.526,2,100,10,2,6.667
,Taysom  Hill,NO,QB,1,2,2,12,0,2,2,12,9,16.667,6,16.667,5.556,0,0,0,4,7.547
,Travis  Etienne,JAX,RB,1,3,1,11,0,3,1,11,40,52.632,27,49.091,5.455,0,0,0,11,14.865
,Kyren  Williams,LA,RB,1,3,2,11,0,3,2,11,36,57.143,23,69.697,9.091,0,0,0,15,24.194
,Austin  Hooper,NE,TE,1,2,2,11,1,2,2,11,30,41.667,9,32.143,7.143,1,50,2.778,2,3.125
,Luke  Farrell,SF,TE,1,1,1,11,0,1,1,11,21,31.343,6,22.222,3.704,1,100,3.571,1,1.515
,Jerome  Ford,CLV,RB,1,2,2,10,0,2,2,10,11,19.643,10,50,10,0,0,0,3,5.66
,Michael  Mayer,LV,TE,1,2,1,10,0,2,1,10,29,93.548,18,94.737,10.526,1,50,5,2,6.667
,Adam  Thielen,MIN,WR,1,2,1,10,0,2,1,10,8,11.594,6,13.636,4.545,1,50,2.174,2,2.985
,Kyle  Juszczyk,SF,FB,1,1,1,10,0,1,1,10,37,55.224,11,40.741,3.704,1,100,3.571,2,3.03
,Jordan  Whittington,LA,WR,1,4,2,9,0,4,2,9,33,52.381,23,69.697,12.121,1,25,2.941,4,6.452
,Johnny  Mundt,JAX,TE,1,4,1,9,0,4,1,9,24,31.579,16,29.091,7.273,1,25,1.754,4,5.405
,Olamide  Zaccheaus,CHI,WR,1,3,2,9,0,3,2,9,35,52.239,18,66.667,11.111,0,0,0,4,5.97
,Dylan  Sampson,CLV,RB,1,1,1,9,0,1,1,9,8,14.286,4,20,5,0,0,0,4,7.547
,Josh  Oliver,MIN,TE,1,1,1,9,0,1,1,9,30,43.478,16,36.364,2.273,0,0,0,1,1.493
,Jimmy  Horn Jr.,CAR,WR,1,2,1,8,0,2,1,8,13,18.056,7,20.588,5.882,0,0,0,3,4.286
,Ameer  Abdullah,IND,RB,1,1,1,8,0,1,1,8,4,6.78,2,5.714,2.857,0,0,0,3,5.172
,Adonai  Mitchell,IND,WR,1,1,1,8,0,1,1,8,5,8.475,5,14.286,2.857,0,0,0,,
,Will  Shipley,PHI,RB,1,1,1,7,0,1,1,7,7,14.286,7,26.923,3.846,0,0,0,,
,Bam  Knight,ARZ,RB,1,4,3,7,0,4,3,7,34,45.946,13,30.952,9.524,0,0,0,18,25.714
,Blake  Corum,LA,RB,1,1,1,6,0,1,1,6,21,33.333,9,27.273,3.03,0,0,0,13,20.968
,Pat  Bryant,DEN,WR,1,4,1,6,0,4,1,6,33,42.857,19,36.538,7.692,3,75,5.66,4,5.263
,Mo  Alie-Cox,IND,TE,1,2,1,6,0,2,1,6,16,27.119,9,25.714,5.714,0,0,0,2,3.448
,John  FitzPatrick,GB,TE,1,1,1,6,0,1,1,6,15,26.786,9,30,3.333,0,0,0,1,1.887
,Konata  Mumpfield,LA,WR,1,1,1,5,1,1,1,5,21,33.333,6,18.182,3.03,1,100,2.941,1,1.613
,Greg  Dortch,ARZ,WR,1,2,2,5,0,2,2,5,7,9.459,6,14.286,4.762,0,0,0,2,2.857
,Dontayvion  Wicks,GB,WR,1,2,1,5,0,2,1,5,15,26.786,9,30,6.667,2,100,6.061,2,3.774
,John  Bates,WAS,TE,1,2,1,5,0,2,1,5,30,44.118,13,36.111,5.556,1,50,2.5,2,3.125
,Davis  Allen,LA,TE,1,1,1,4,0,1,1,4,29,46.032,12,36.364,3.03,0,0,0,1,1.613
,LeQuint  Allen Jr.,JAX,RB,1,1,1,4,0,1,1,4,19,25,18,32.727,1.818,1,100,1.754,1,1.351
,Blake  Whiteheart,CLV,TE,1,1,1,4,0,1,1,4,33,58.929,9,45,5,1,100,4.348,1,1.887
,Brandin  Cooks,NO,WR,1,1,1,3,0,1,1,3,38,70.37,25,69.444,2.778,1,100,2.703,1,1.887
,Elijah  Higgins,ARZ,TE,1,1,1,3,0,1,1,3,29,39.189,16,38.095,2.381,0,0,0,1,1.429
,Josh  Jacobs,GB,RB,1,1,1,3,0,1,1,3,30,53.571,17,56.667,3.333,0,0,0,14,26.415
,Hunter  Luepke,DAL,FB,1,1,1,3,0,1,1,3,9,14.063,5,16.129,3.226,0,0,0,1,1.613
,Darnell  Washington,PIT,TE,1,5,3,2,1,5,3,2,35,63.636,19,55.882,14.706,3,60,8.571,5,9.259
,Ollie  Gordon II,MIA,RB,1,2,1,2,0,2,1,2,18,31.034,10,28.571,5.714,0,0,0,7,12.281
,Raheem  Mostert,LV,RB,1,1,1,2,0,1,1,2,8,25.806,7,36.842,5.263,1,100,5,1,3.333
,Zavier  Scott,MIN,RB,1,1,1,2,0,1,1,2,9,13.043,5,11.364,2.273,0,0,0,5,7.463
,RJ  Harvey,DEN,RB,1,2,1,2,1,2,1,2,20,25.974,14,26.923,3.846,1,50,1.887,6,7.895
,Hassan  Haskins,LAC,RB,1,2,2,2,0,2,2,2,24,31.169,20,34.483,3.448,0,0,0,3,4.054
,Javonte  Williams,DAL,RB,1,4,1,2,0,4,1,2,44,68.75,23,74.194,12.903,0,0,0,23,37.097
,Kenneth  Gainwell,PIT,RB,1,2,2,1,0,2,2,1,20,36.364,16,47.059,5.882,0,0,0,5,9.259
,Alvin  Kamara,NO,RB,1,3,3,1,0,3,3,1,45,83.333,32,88.889,8.333,1,33.333,2.703,14,26.415
,Julian  Hill,MIA,TE,1,2,1,1,0,2,1,1,35,60.345,16,45.714,5.714,0,0,0,2,3.509
,Dylan  Laube,LV,RB,1,1,1,1,0,1,1,1,5,16.129,2,10.526,5.263,0,0,0,3,10
,Connor  Heyward,PIT,TE,1,1,0,0,0,1,0,0,3,5.455,2,5.882,2.941,1,100,2.857,1,1.852
,Samaje  Perine,CIN,RB,1,0,0,0,0,0,0,0,26,36.111,17,34.694,0,,0,,7,9.722
,Drew  Sample,CIN,TE,1,0,0,0,0,0,0,0,37,51.389,22,44.898,0,,0,,0,0
,Mitchell  Tinsley,CIN,WR,1,0,0,0,0,0,0,0,11,15.278,5,10.204,0,,0,,0,0
,Tutu  Atwell,LA,WR,1,0,0,0,0,0,0,0,10,15.873,9,27.273,0,,0,,0,0
,Bhayshul  Tuten,JAX,RB,1,0,0,0,0,0,0,0,18,23.684,11,20,0,,0,,5,6.757
,Kendre  Miller,NO,RB,1,0,0,0,0,0,0,0,2,3.704,1,2.778,0,,0,,1,1.887
,Devaughn  Vele,NO,WR,1,0,0,0,0,0,0,0,13,24.074,7,19.444,0,,0,,0,0
,Jack  Stoll,NO,TE,1,1,0,0,0,1,0,0,12,22.222,5,13.889,2.778,0,0,0,1,1.887
,Darren  Waller,MIA,TE,1,0,0,0,0,0,0,0,15,25.862,7,20,0,,0,,0,0
,Alec  Ingold,MIA,FB,1,0,0,0,0,0,0,0,20,34.483,11,31.429,0,,0,,0,0
,Quinshon  Judkins,CLV,RB,1,0,0,0,0,0,0,0,35,62.5,7,35,0,,0,,25,47.17
,Isaiah  Bond,CLV,WR,1,0,0,0,0,0,0,0,22,39.286,13,65,0,,0,,0,0
,Gage  Larvadain,CLV,WR,1,1,0,0,0,1,0,0,15,26.786,4,20,5,1,100,4.348,1,1.887
,Dont'e  Thornton Jr.,LV,WR,1,3,0,0,0,3,0,0,25,80.645,16,84.211,15.789,3,100,15,3,10
,Ian  Thomas,LV,TE,1,0,0,0,0,0,0,0,11,35.484,4,21.053,0,,0,,0,0
,Kareem  Hunt,KC,RB,1,0,0,0,0,0,0,0,13,16.049,7,19.444,0,,0,,4,5.195
,Jahan  Dotson,PHI,WR,1,0,0,0,0,0,0,0,24,48.98,16,61.538,0,,0,,0,0
,Kylen  Granson,PHI,TE,1,0,0,0,0,0,0,0,17,34.694,6,23.077,0,,0,,0,0
,Jordan  Mason,MIN,RB,1,0,0,0,0,0,0,0,51,73.913,35,79.545,0,,0,,15,22.388
,Arian  Smith,NYJ,WR,1,3,1,0,0,3,1,0,55,85.938,37,92.5,7.5,0,0,0,3,5
,Jeremy  Ruckert,NYJ,TE,1,1,0,0,0,1,0,0,17,26.563,11,27.5,2.5,1,100,2.273,1,1.667
,Tommy  Tremble,CAR,TE,1,1,1,0,0,1,1,0,47,65.278,18,52.941,2.941,0,0,0,1,1.429
,Trevor  Etienne,CAR,RB,1,0,0,0,0,0,0,0,2,2.778,2,5.882,0,,0,,,
,Ja'Tavion  Sanders,CAR,TE,1,2,0,0,0,2,0,0,24,33.333,13,38.235,5.882,1,50,2.778,2,2.857
,Brycen  Tremayne,CAR,WR,1,0,0,0,0,0,0,0,14,19.444,3,8.824,0,,0,,0,0
,Chig  Okonkwo,TEN,TE,1,2,0,0,0,2,0,0,31,60.784,25,64.103,5.128,2,100,5.128,2,3.922
,Rhamondre  Stevenson,NE,RB,1,2,2,0,0,2,2,0,49,68.056,23,82.143,7.143,1,50,2.778,20,31.25
,Kyle  Williams,NE,WR,1,1,0,0,0,1,0,0,11,15.278,5,17.857,3.571,1,100,2.778,1,1.563
,TreVeyon  Henderson,NE,RB,1,0,0,0,0,0,0,0,9,12.5,5,17.857,0,,0,,2,3.125
,Lil'Jordan  Humphrey,NYG,WR,1,2,0,0,0,2,0,0,67,97.101,36,97.297,5.405,0,0,0,2,2.899
,Tyrone  Tracy Jr.,NYG,RB,1,0,0,0,0,0,0,0,26,37.681,16,43.243,0,,0,,9,13.043
,Trent  Sherfield,DEN,WR,1,0,0,0,0,0,0,0,9,11.688,3,5.769,0,,0,,0,0
,Adam  Trautman,DEN,TE,1,0,0,0,0,0,0,0,24,31.169,11,21.154,0,,0,,0,0
,Beaux  Collins,NYG,WR,1,1,0,0,0,1,0,0,4,5.797,2,5.405,2.703,0,0,0,1,1.449
,Jalin  Hyatt,NYG,WR,1,1,0,0,0,1,0,0,23,33.333,14,37.838,2.703,0,0,0,1,1.449
,Adam  Prentice,DEN,FB,1,1,0,0,0,1,0,0,7,9.091,2,3.846,1.923,0,0,0,1,1.316
,Tucker  Fisk,LAC,TE,1,0,0,0,0,0,0,0,12,15.584,6,10.345,0,,0,,0,0
,Will  Dissly,LAC,TE,1,1,0,0,0,1,0,0,3,3.896,2,3.448,1.724,0,0,0,1,1.351
,Luke  Musgrave,GB,TE,1,0,0,0,0,0,0,0,21,37.5,11,36.667,0,,0,,0,0
,Chris  Brooks,GB,RB,1,1,0,0,0,1,0,0,6,10.714,6,20,3.333,1,100,3.03,,
,Savion  Williams,GB,WR,1,0,0,0,0,0,0,0,3,5.357,2,6.667,0,,0,,0,0
,Luke  McCaffrey,WAS,WR,1,2,0,0,0,2,0,0,33,48.529,18,50,5.556,1,50,2.5,2,3.125
,Ryan  Flournoy,DAL,WR,1,0,0,0,0,0,0,0,15,23.438,4,12.903,0,,0,,0,0
,Luke  Schoonmaker,DAL,TE,1,0,0,0,0,0,0,0,20,31.25,6,19.355,0,,0,,0,0
,Brevyn  Spann-Ford,DAL,TE,1,0,0,0,0,0,0,0,13,20.313,1,3.226,0,,0,,0,0
,Charlie  Woerner,ATL,TE,1,1,0,0,0,1,0,0,34,54.839,17,42.5,2.5,0,0,0,1,1.667
,George  Kittle,SF,TE,1,2,0,0,0,2,0,0,54,80.597,24,88.889,7.407,1,50,3.571,2,3.03
,Demarcus  Robinson,SF,WR,1,1,0,0,0,1,0,0,22,32.836,12,44.444,3.704,0,0,0,1,1.515
