BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Chris  Brooks,GB,RB,1,15,24.194,2,2,9,0,4.5,4.5,100,4,2,0,5,0,2,2,9,0,0,-1.03,-0.515,0,0,2.9,2.9
,Cade  Otton,TB,TE,1,52,86.667,2,2,9,0,4.5,4.5,100,4,2,0,5,0,2,2,9,0,0,-0.126,-0.063,0,0,2.9,2.9
,Keon  Coleman,BUF,WR,1,33,42.308,3,2,9,1,3,4.5,66.667,6,3,1,8,0,3,2,9,1,1,4.405,1.468,0,0,8.9,8.9
,Jaylen  Warren,PIT,RB,1,24,55.814,4,2,9,0,2.25,4.5,50,17,8.5,0,7,0,4,2,9,0,0,-0.646,-0.162,0,0,12.4,12.4
,John  Bates,WAS,TE,1,47,53.409,2,2,9,0,4.5,4.5,100,8,4,0,7,0,2,2,9,0,0,-0.371,-0.186,0,0,2.9,2.9
,Josh  Jacobs,GB,RB,1,33,53.226,1,1,8,0,8,8,100,5,5,0,8,0,1,1,8,0,0,0.537,0.537,0,0,10.1,10.1
,Rome  Odunze,CHI,WR,1,68,78.161,6,2,8,0,1.333,4,33.333,1,0.5,1,5,0,6,2,8,1,0,-2.417,-0.403,0,0,2.8,2.8
,Andrew  Ogletree,IND,TE,1,12,23.529,1,1,8,0,8,8,100,1,1,0,8,0,1,1,8,0,0,0.506,0.506,0,0,1.8,1.8
,Breece  Hall,NYJ,RB,1,56,81.159,2,2,8,0,4,4,100,1,0.5,1,13,0,2,2,8,0,0,0.267,0.134,0,0,15.6,15.6
,Chimere  Dike,TEN,WR,1,42,75,4,1,8,0,2,8,25,11,11,0,8,0,4,1,8,0,0,-2.159,-0.54,0,0,1.9,1.9
,Ian  Thomas,LV,TE,1,25,54.348,1,1,8,0,8,8,100,7,7,0,8,0,1,1,8,0,0,0.509,0.509,0,0,1.8,1.8
,Marvin  Mims Jr.,DEN,WR,1,23,32.394,2,2,8,0,4,4,100,10,5,1,6,0,2,2,8,0,0,0.419,0.21,0,0,3.7,3.7
,Rashid  Shaheed,SEA,WR,1,29,46.774,3,1,7,0,2.333,7,33.333,1,1,0,7,0,3,1,7,0,0,-1.231,-0.41,0,0,2.6,2.6
,Zay  Flowers,BLT,WR,1,54,90,7,2,6,0,0.857,3,28.571,-1,-0.5,0,5,0,7,2,6,0,0,-11.086,-1.584,0,0,2.6,2.6
,Jonnu  Smith,PIT,TE,1,23,53.488,2,1,6,0,3,6,50,9,9,0,6,0,2,1,6,1,0,-0.769,-0.385,0,0,1.6,1.6
,Jaleel  McLaughlin,DEN,RB,1,13,18.31,1,1,6,0,6,6,100,8,8,0,6,0,1,1,6,0,0,-0.336,-0.336,0,0,4,4
,Taysom  Hill,NO,QB,1,12,16.667,1,1,5,0,5,5,100,0,0,0,5,0,1,1,5,0,0,-0.055,-0.055,0,0,1.7,1.7
,Tez  Johnson,TB,WR,1,32,53.333,2,1,5,0,2.5,5,50,7,7,0,5,0,2,1,5,0,0,-0.465,-0.233,0,0,1.5,1.5
,Sterling  Shepard,TB,WR,1,16,26.667,2,1,5,0,2.5,5,50,0,0,1,5,0,2,1,5,0,0,0.474,0.237,0,0,1.5,1.5
,Elic  Ayomanor,TEN,WR,1,47,83.929,5,1,5,0,1,5,20,0,0,0,5,0,5,1,5,0,0,-5.13,-1.026,0,0,1.5,1.5
,Khalil  Shakir,BUF,WR,1,36,46.154,4,1,5,0,1.25,5,25,0,0,0,5,0,4,1,5,0,0,-2.436,-0.609,0,0,1.5,1.5
,Gabe  Davis,BUF,WR,1,44,56.41,2,1,5,0,2.5,5,50,2,2,0,5,0,2,1,5,0,0,-4.495,-2.248,0,0,1.5,1.5
,Treylon  Burks,WAS,WR,1,56,63.636,4,1,5,1,1.25,5,25,0,0,1,5,0,4,1,5,1,1,1.303,0.326,0,0,7.5,7.5
,Davis  Allen,LA,TE,1,18,35.294,1,1,4,0,4,4,100,9,9,0,4,0,1,1,4,0,0,-0.454,-0.454,0,0,1.4,1.4
,Trevor  Etienne,CAR,RB,1,2,3.125,1,1,4,0,4,4,100,3,3,0,4,0,1,1,4,0,0,-0.011,-0.011,0,0,1.4,1.4
,David  Njoku,CLV,TE,1,30,49.18,2,2,4,0,2,2,100,2,1,0,4,0,2,2,4,0,0,-1.126,-0.563,0,0,2.4,2.4
,Justin  Jefferson,MIN,WR,1,47,94,6,2,4,0,0.667,2,33.333,9,4.5,0,8,0,6,2,4,0,0,-7.316,-1.219,0,0,2.4,2.4
,Zavier  Scott,MIN,RB,1,9,18,1,1,4,0,4,4,100,6,6,0,4,0,1,1,4,0,0,-0.167,-0.167,0,0,3.1,3.1
,Ross  Dwelley,DET,TE,1,44,72.131,3,1,3,0,1,3,33.333,3,3,0,3,0,3,1,3,1,0,-2.047,-0.682,0,0,1.3,1.3
,Noah  Fant,CIN,TE,1,34,41.975,2,1,3,0,1.5,3,50,3,3,0,3,0,2,1,3,0,0,-1.104,-0.552,0,0,1.3,1.3
,Woody  Marks,HST,RB,1,40,56.338,1,1,3,0,3,3,100,6,6,0,3,0,1,1,3,0,0,-0.378,-0.378,0,0,7.7,7.7
,Dylan  Drummond,ATL,WR,1,21,31.343,3,1,3,0,1,3,33.333,0,0,1,3,0,3,1,3,0,0,-2.915,-0.972,0,0,1.3,1.3
,Tony  Pollard,TEN,RB,1,26,46.429,2,1,3,0,1.5,3,50,4,4,0,3,0,2,1,3,0,0,-7.171,-3.585,0,0,7.3,7.3
,Tommy  Tremble,CAR,TE,1,35,54.688,2,1,2,0,1,2,50,1,1,0,2,0,2,1,2,0,0,-2.087,-1.043,0,0,1.2,1.2
,Bhayshul  Tuten,JAX,RB,1,16,27.119,1,1,2,0,2,2,100,0,0,0,2,0,1,1,2,0,0,-0.525,-0.525,0,0,8.9,8.9
,Luke  Schoonmaker,DAL,TE,1,17,26.154,1,1,1,0,1,1,100,2,2,0,1,0,1,1,1,0,0,-0.524,-0.524,0,0,1.1,1.1
,Xavier  Legette,CAR,WR,1,42,65.625,2,1,1,0,0.5,1,50,3,3,0,1,0,2,1,1,0,0,-0.792,-0.396,0,0,1.1,1.1
,Jordan  Mason,MIN,RB,1,15,30,1,1,1,0,1,1,100,6,6,0,1,0,1,1,1,0,0,-0.471,-0.471,0,0,5.8,5.8
,John  FitzPatrick,GB,TE,1,12,19.355,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.81,-0.81,0,0,0,0
,Emanuel  Wilson,GB,RB,1,10,16.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,1.4,1.4
,Josh  Whyle,GB,TE,1,29,46.774,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.24,-1.24,0,0,0,0
,Bo  Melton,GB,CB,1,9,14.516,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.468,-0.468,0,0,1.5,1.5
,Malik  Heath,GB,WR,1,9,14.516,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.788,-0.788,0,0,0,0
,Amon-Ra  St. Brown,DET,WR,1,4,6.557,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.511,-1.511,0,0,0,0
,Jalen  Tolbert,DAL,WR,1,14,21.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Hunter  Luepke,DAL,FB,1,14,21.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tyquan  Thornton,KC,WR,1,14,22.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Brevyn  Spann-Ford,DAL,TE,1,15,23.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,JuJu  Smith-Schuster,KC,WR,1,19,30.159,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.35,-0.35,0,0,0,0
,Brashard  Smith,KC,RB,1,4,6.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Rashod  Bateman,BLT,WR,1,43,71.667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.392,-0.392,0,0,0,0
,Devontez  Walker,BLT,WR,1,14,23.333,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-0.929,-0.465,0,0,0,0
,Durham  Smythe,CHI,TE,1,20,22.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Saquon  Barkley,PHI,RB,1,46,90.196,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1.189,-0.595,0,0,5.6,5.6
,Grant  Calcaterra,PHI,TE,1,12,23.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Kyle  Monangai,CHI,RB,1,37,42.529,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-6.91,-6.91,0,0,19,19
,Kyren  Williams,LA,RB,1,35,68.627,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.491,-0.491,0,0,13.2,13.2
,Konata  Mumpfield,LA,WR,1,18,35.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Terrance  Ferguson,LA,TE,1,16,31.373,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,-0.93,-0.465,0,0,0,0
,Jordan  Whittington,LA,WR,1,18,35.294,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.491,-0.491,0,0,0,0
,Ja'Tavion  Sanders,CAR,TE,1,30,46.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Blake  Corum,LA,RB,1,15,29.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,14.1,14.1
,Brycen  Tremayne,CAR,WR,1,13,20.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jimmy  Horn Jr.,CAR,WR,1,4,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Demarcus  Robinson,SF,WR,1,26,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.559,-0.559,0,0,0.6,0.6
,Malachi  Corley,CLV,WR,1,21,34.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.9,0.9
,Cedric  Tillman,CLV,WR,1,38,62.295,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.684,-0.684,0,0,0,0
,Dylan  Sampson,CLV,RB,1,11,18.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,2.3,2.3
,Luke  Farrell,SF,TE,1,13,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.401,-0.401,0,0,0,0
,Jake  Tonges,SF,TE,1,7,10.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Kendrick  Bourne,SF,WR,1,21,32.308,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.165,-1.165,0,0,0,0
,Blake  Whiteheart,CLV,TE,1,6,9.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Brian  Robinson,SF,RB,1,12,18.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,2.6,2.6
,Mo  Alie-Cox,IND,TE,1,22,43.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Ameer  Abdullah,IND,RB,1,1,1.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jaylin  Noel,HST,WR,1,19,26.761,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.765,-0.765,0,0,0,0
,Dare  Ogunbowale,HST,RB,1,4,5.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Nick  Chubb,HST,RB,1,23,32.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,9.4,9.4
,Christian  Kirk,HST,WR,1,32,45.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Alec  Ingold,MIA,FB,1,14,22.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,De'Von  Achane,MIA,RB,1,44,72.131,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.968,-0.968,0,0,19.4,19.4
,Nick  Westbrook-Ikhine,MIA,WR,1,12,19.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Dee  Eskridge,MIA,WR,1,2,3.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Ollie  Gordon II,MIA,RB,1,13,21.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,1,1
,Julian  Hill,MIA,TE,1,31,50.82,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.652,-1.652,0,0,0,0
,Jack  Stoll,NO,TE,1,3,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Charlie  Woerner,ATL,TE,1,42,62.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Isaiah  Davis,NYJ,RB,1,6,8.696,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.087,-1.087,0,0,0,0
,Isaiah  Williams,NYJ,WR,1,26,37.681,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.196,-1.196,0,0,0,0
,Andrew  Beck,NYJ,FB,1,6,8.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Xavier  Weaver,ARZ,WR,1,30,46.875,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.501,-0.501,0,0,0,0
,Sean  Tucker,TB,RB,1,5,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Ryan  Miller,TB,WR,1,1,1.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Johnny  Mundt,JAX,TE,1,10,16.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,LeQuint  Allen Jr.,JAX,RB,1,12,20.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Austin  Trammell,JAX,WR,1,30,50.847,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,-3.088,-0.772,0,0,0,0
,Josh  Oliver,MIN,TE,1,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Elijah  Arroyo,SEA,TE,1,23,37.097,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-3.408,-1.704,0,0,0,0
,Zach  Charbonnet,SEA,RB,1,25,40.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,11.2,11.2
,Jalen  Nailor,MIN,WR,1,34,68,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-3.717,-3.717,0,0,0,0
,Tucker  Fisk,LAC,TE,1,23,32.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tyler  Conklin,LAC,TE,1,2,2.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Raheem  Mostert,LV,RB,1,2,4.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.6,0.6
,Scott  Matlock,LAC,FB,1,17,23.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tyrell  Shavers,BUF,WR,1,46,58.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Roman  Wilson,PIT,WR,1,19,44.186,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.557,-1.557,0,0,0,0
,Pat  Freiermuth,PIT,TE,1,17,39.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Calvin  Austin III,PIT,WR,1,21,48.837,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-3.229,-1.615,0,0,0,0
,Ray  Davis,BUF,RB,1,13,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,6.2,6.2
,Ben  Skowronek,PIT,WR,1,4,9.302,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.271,-0.271,0,0,0,0
,Kaleb  Johnson,PIT,RB,1,3,6.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.3,0.3
,Chris  Rodriguez Jr.,WAS,RB,1,37,42.045,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-5.778,-5.778,0,0,10.1,10.1
,Jeremy  McNichols,WAS,RB,1,38,43.182,2,2,0,0,0,0,100,9,4.5,0,0,0,2,2,0,0,0,-1.309,-0.655,0,0,5,5
,Jaylin  Lane,WAS,WR,1,33,37.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.828,-1.828,0,0,0,0
,Ben  Sinnott,WAS,TE,1,14,15.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Lil'Jordan  Humphrey,DEN,WR,1,14,19.718,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.455,-0.455,0,0,0,0
,Jacory  Croskey-Merritt,WAS,RB,1,12,13.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,2,2
,Chris  Moore,WAS,WR,1,25,28.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
