BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Courtland Sutton,DEN,WR,1,62,93.939,12,6,86,1,7.167,14.333,50,8,1.333,5,21,0,12,6,86,3,1,0.772,0.064,12.836,0.55,20.6,20.6
,Alec Pierce,IND,WR,1,56,96.552,4,4,86,2,21.5,21.5,100,16,4,4,33,0,4,4,86,2,2,9.64,2.41,63.084,202.82,24.6,24.6
,Justin Jefferson,MIN,WR,1,54,90,8,6,85,0,10.625,14.167,75,36,6,4,21,0,8,6,85,0,0,8.311,1.039,19.509,26.35,14.5,14.5
,Romeo Doubs,GB,WR,1,41,54.667,6,5,84,1,14,16.8,83.333,18,3.6,4,33,0,6,5,84,1,0,8.22,1.37,36.517,63.08,19.4,19.4
,Zay Flowers,BLT,WR,1,47,85.455,7,7,84,0,12,12,100,12,1.714,4,19,0,7,7,84,0,0,4.558,0.651,11.399,8.6,23.2,23.2
,Kenneth Gainwell,PIT,RB,1,38,52.778,7,5,78,1,11.143,15.6,71.429,32,6.4,2,45,0,7,5,78,0,0,5.372,0.767,44.072,136.17,23.8,23.8
,Tetairoa McMillan,CAR,WR,1,47,83.929,10,6,73,1,7.3,12.167,60,13,2.167,4,22,0,10,6,73,2,1,5.999,0.6,24.367,17.15,19.3,19.3
,Jaylen Waddle,MIA,WR,1,41,69.492,9,5,72,0,8,14.4,55.556,25,5,4,21,0,9,5,72,0,0,-1.785,-0.198,-26.525,-49.34,12.2,12.2
,RJ Harvey,DEN,RB,1,37,56.061,5,4,71,0,14.2,17.75,80,61,15.25,3,32,0,5,4,71,0,0,3.739,0.748,35.563,94.18,22.1,22.1
,Jauan Jennings,SF,WR,1,54,80.597,6,5,71,1,11.833,14.2,83.333,21,4.2,5,21,0,6,5,71,1,1,9.05,1.508,40.966,72.64,18.1,18.1
,Jameson Williams,DET,WR,1,65,94.203,9,5,70,0,7.778,14,55.556,2,0.4,3,21,0,9,5,70,1,0,1.866,0.207,9.203,2.39,12,12
,Mack Hollins,NE,WR,1,47,63.514,9,7,69,0,7.667,9.857,77.778,5,0.714,3,20,0,9,7,69,1,0,4.136,0.46,12.92,6.41,13.9,13.9
,Troy Franklin,DEN,WR,1,40,60.606,5,4,66,0,13.2,16.5,80,16,4,1,48,0,5,4,66,0,0,2.899,0.58,17.145,31.43,10.6,10.6
,Jahmyr Gibbs,DET,RB,1,58,84.058,13,10,66,1,5.077,6.6,76.923,48,4.8,3,16,0,13,10,66,0,0,1.656,0.127,33.993,41.54,22.8,22.8
,Josh Downs,IND,WR,1,45,77.586,9,5,65,0,7.222,13,55.556,27,5.4,4,18,0,9,5,65,0,0,3.273,0.364,13.725,9.58,11.8,11.8
,Kenneth Walker III,SEA,RB,1,27,41.538,3,3,64,0,21.333,21.333,100,75,25,2,46,0,3,3,64,0,0,3.198,1.066,34.966,253.12,25.4,25.4
,Kalif Raymond,DET,WR,1,18,26.087,5,4,62,1,12.4,15.5,80,46,11.5,4,27,0,5,4,62,0,0,8.548,1.71,40.949,93.18,16.2,16.2
,Ashton Jeanty,LV,RB,1,49,92.453,2,1,60,1,30,60,50,34,34,2,60,0,2,1,60,0,0,-1.614,-0.807,23.633,113.7,31.8,31.8
,Nico Collins,HST,WR,1,48,77.419,9,4,59,0,6.556,14.75,44.444,0,0,3,24,0,9,4,59,0,0,1.669,0.185,-10.197,-26.79,9.9,9.9
,Elic Ayomanor,TEN,WR,1,40,56.338,4,3,58,0,14.5,19.333,75,11,3.667,2,25,0,4,3,58,0,0,5.62,1.405,22.489,60.06,8.8,8.8
,Xavier Smith,LA,WR,1,20,22.222,2,2,57,0,28.5,28.5,100,7,3.5,2,48,0,2,2,57,0,0,6.121,3.061,30.406,176.71,7.7,7.7
,Kyle Pitts,ATL,TE,1,63,86.301,9,7,57,1,6.333,8.143,77.778,17,2.429,5,12,0,9,7,57,1,1,8.903,0.989,10.868,10.62,18.7,18.7
,Tre Harris,LAC,WR,1,28,42.424,5,4,54,0,10.8,13.5,80,23,5.75,3,23,0,5,4,54,0,0,4.314,0.863,12.415,18.04,9.4,9.4
,Amon-Ra St. Brown,DET,WR,1,67,97.101,9,4,54,0,6,13.5,44.444,46,11.5,2,24,0,9,4,54,1,0,-0.86,-0.096,-18.847,-38.38,9.4,9.4
,Terry McLaurin,WAS,WR,1,44,86.275,4,3,53,0,13.25,17.667,75,3,1,3,40,0,4,3,53,0,0,4.107,1.027,28.788,78.96,8.3,8.3
,Tyjae Spears,TEN,RB,1,33,46.479,5,5,53,0,10.6,10.6,100,72,14.4,2,34,0,5,5,53,0,0,3.36,0.672,15.276,38,21.5,21.5
,Tee Higgins,CIN,WR,1,38,61.29,3,3,53,1,17.667,17.667,100,8,2.667,2,35,0,3,3,53,1,1,5.061,1.687,33.009,131.81,14.3,14.3
,Isaiah Davis,NYJ,RB,1,24,37.5,4,4,52,0,13,13,100,63,15.75,2,25,0,4,4,52,0,0,2.479,0.62,19.279,110.39,10,10
,Michael Wilson,ARZ,WR,1,48,85.714,3,2,52,1,17.333,26,66.667,4,2,2,32,0,3,2,52,1,1,1.496,0.499,23.467,85.04,13.2,13.2
,Isaac TeSlaa,DET,WR,1,38,55.072,7,4,52,1,7.429,13,57.143,24,6,3,20,0,7,4,52,3,1,3.887,0.555,20.671,26.16,15.2,15.2
,CeeDee Lamb,DAL,WR,1,48,81.356,7,6,51,0,7.286,8.5,85.714,7,1.167,3,18,0,7,6,51,0,0,1.964,0.281,16.246,13.93,11.1,11.1
,AJ Barner,SEA,TE,1,59,90.769,6,4,49,1,8.167,12.25,66.667,12,3,2,26,0,6,4,49,1,1,2.764,0.461,17.663,36.79,15,15
,Adam Thielen,PIT,WR,1,30,41.667,4,4,49,0,12.25,12.25,100,13,3.25,3,17,0,4,4,49,0,0,5.199,1.3,20.253,63.79,8.9,8.9
,Jalen Coker,CAR,WR,1,44,78.571,5,3,47,0,9.4,15.667,60,12,4,2,34,0,5,3,47,1,0,1.617,0.323,15.792,30.33,7.7,7.7
,Kyle Williams,NE,WR,1,23,31.081,3,2,46,1,15.333,23,66.667,3,1.5,1,37,0,3,2,46,1,1,2.696,0.899,19.585,62.72,12.6,12.6
,Greg Dulcich,MIA,TE,1,17,28.814,3,3,46,0,15.333,15.333,100,30,10,1,29,0,3,3,46,0,0,-1.243,-0.414,-13.239,-102.91,7.6,7.6
,Jakobi Meyers,JAX,WR,1,57,81.429,8,4,45,0,5.625,11.25,50,7,1.75,2,25,0,8,4,45,1,0,-0.71,-0.089,-3.832,-19.05,8.6,8.6
,Keenan Allen,LAC,WR,1,29,43.939,5,5,44,0,8.8,8.8,100,13,2.6,4,12,0,5,5,44,0,0,5.263,1.053,17.276,33.59,9.4,9.4
,Chig Okonkwo,TEN,TE,1,30,42.254,8,6,44,1,5.5,7.333,75,39,6.5,3,15,0,8,6,44,0,0,2.607,0.326,-4.654,-15.65,16.4,16.4
,Kyle Monangai,CHI,RB,1,25,39.683,4,3,43,0,10.75,14.333,75,36,12,1,34,0,4,3,43,0,0,2.132,0.533,19.289,67.28,12.3,12.3
,Ladd McConkey,LAC,WR,1,48,72.727,6,4,43,1,7.167,10.75,66.667,14,3.5,2,25,0,6,4,43,3,1,1.533,0.256,-4.579,-22.04,14.3,14.3
,Adonai Mitchell,NYJ,WR,1,54,84.375,6,3,43,0,7.167,14.333,50,11,3.667,1,26,0,6,3,43,0,0,2.397,0.4,-0.773,-14.5,7.3,7.3
,Jack Bech,LV,WR,1,37,69.811,3,2,43,0,14.333,21.5,66.667,17,8.5,1,37,0,3,2,43,0,0,2.03,0.677,14.45,49.65,6.3,6.3
,Tre Tucker,LV,WR,1,53,100,5,4,43,0,8.6,10.75,80,20,5,2,14,0,5,4,43,0,0,4.648,0.93,19.793,41.76,9.4,9.4
,Chase Brown,CIN,RB,1,37,59.677,4,4,43,2,10.75,10.75,100,34,8.5,3,23,0,4,4,43,1,1,6.091,1.523,41.121,135.25,32.9,32.9
,DeVonta Smith,PHI,WR,1,56,78.873,8,6,42,1,5.25,7,75,17,2.833,3,16,0,8,6,42,2,1,3.682,0.46,0.98,-11.12,16.2,16.2
,Pat Bryant,DEN,WR,1,42,63.636,8,5,42,0,5.25,8.4,62.5,17,3.4,2,13,0,8,5,42,0,0,-0.338,-0.042,-3.891,-18.63,9.2,9.2
,DK Metcalf,PIT,WR,1,62,86.111,9,4,42,0,4.667,10.5,44.444,18,4.5,2,20,0,9,4,42,0,0,0.192,0.021,-18.79,-40.83,8.2,8.2
,DeAndre Hopkins,BLT,WR,1,20,36.364,5,4,41,0,8.2,10.25,80,5,1.25,3,16,0,5,4,41,0,0,3.34,0.668,6.687,5.09,8.1,8.1
,Xavier Worthy,KC,WR,1,36,78.261,3,2,41,0,13.667,20.5,66.667,18,9,2,28,0,3,2,41,0,0,3.161,1.054,11.591,37.32,6.1,6.1
,Isiah Pacheco,KC,RB,1,31,67.391,7,6,41,0,5.857,6.833,85.714,38,6.333,1,31,0,7,6,41,0,0,-0.682,-0.097,-11.667,-43.24,13.5,13.5
,Konata Mumpfield,LA,WR,1,39,43.333,8,3,40,0,5,13.333,37.5,13,4.333,3,19,0,8,3,40,0,0,-0.842,-0.105,-4.839,-20.08,7,7
,Emeka Egbuka,TB,WR,1,35,55.556,2,1,40,0,20,40,50,6,6,1,40,0,2,1,40,0,0,3.042,1.521,12.24,67.72,5,5
,Chimere Dike,TEN,WR,1,41,57.746,5,3,40,1,8,13.333,60,2,0.667,3,30,0,5,3,40,1,1,1.511,0.302,23.765,44.91,13,13
,Anthony Firkser,DET,TE,1,24,34.783,4,4,40,0,10,10,100,6,1.5,3,18,0,4,4,40,0,0,3.003,0.751,20.721,84.19,8,8
,Darren Waller,MIA,TE,1,28,47.458,5,3,40,0,8,13.333,60,4,1.333,3,22,0,5,3,40,0,0,4.283,0.857,3.07,3.39,7,7
,Cooper Kupp,SEA,WR,1,57,87.692,4,3,39,0,9.75,13,75,13,4.333,2,21,0,4,3,39,0,0,-2.796,-0.699,-13.1,-56.83,6.9,6.9
,Brenton Strange,JAX,TE,1,52,74.286,7,5,39,1,5.571,7.8,71.429,12,2.4,2,23,0,7,5,39,1,1,0.965,0.138,-0.427,-8.14,14.9,14.9
,Luke Musgrave,GB,TE,1,52,69.333,3,3,38,0,12.667,12.667,100,9,3,2,26,0,3,3,38,0,0,3.384,1.128,18.013,74.93,6.8,6.8
,Trayveon Williams,CLV,RB,1,20,29.412,4,4,38,0,9.5,9.5,100,56,14,2,26,0,4,4,38,0,0,1.671,0.418,12.266,47.48,9.5,9.5
,Christian Kirk,HST,WR,1,36,58.065,5,3,37,0,7.4,12.333,60,20,6.667,2,21,0,5,3,37,0,0,0.252,0.05,-2.546,-18.59,6.7,6.7
,Taysom Hill,NO,QB,1,34,42.5,6,4,36,0,6,9,66.667,50,12.5,1,17,0,6,4,36,1,0,0.811,0.135,-9.202,-34.7,17.32,17.32
,Evan Engram,DEN,TE,1,29,43.939,4,2,36,0,9,18,50,12,6,1,33,0,4,2,36,0,0,0.385,0.096,-8.461,-36.64,5.6,5.6
,Darnell Washington,PIT,TE,1,47,65.278,4,3,36,0,9,12,75,21,7,2,18,0,4,3,36,0,0,-2.077,-0.519,-12.58,-52.61,6.6,6.6
,Jayden Reed,GB,WR,1,45,60,3,3,35,0,11.667,11.667,100,22,7.333,1,31,0,3,3,35,0,0,1.159,0.386,-0.379,-14.2,7.1,7.1
,Deebo Samuel Sr.,WAS,WR,1,41,80.392,4,3,35,0,8.75,11.667,75,29,9.667,2,20,0,4,3,35,0,0,2.088,0.522,12.56,30.07,6.5,6.5
,Hunter Henry,NE,TE,1,53,71.622,7,6,35,1,5,5.833,85.714,4,0.667,3,13,0,7,6,35,2,1,2.518,0.36,7.456,5.46,15.5,15.5
,Dalton Schultz,HST,TE,1,40,64.516,5,5,35,1,7,7,100,8,1.6,2,10,0,5,5,35,1,1,3.734,0.747,15.719,41.72,14.5,14.5
,Mike Gesicki,CIN,TE,1,28,45.161,4,3,35,1,8.75,11.667,75,8,2.667,2,17,0,4,3,35,1,1,4.461,1.115,17.009,58.34,12.5,12.5
,Davis Allen,LA,TE,1,57,63.333,5,2,34,0,6.8,17,40,19,9.5,1,27,0,5,2,34,0,0,-0.998,-0.2,-13.674,-43.33,5.4,5.4
,Austin Hooper,NE,TE,1,20,27.027,4,2,34,0,8.5,17,50,2,1,1,26,0,4,2,34,1,1,1.541,0.385,-3.397,-20.57,5.4,5.4
,Harold Fannin Jr.,CLV,TE,1,54,79.412,6,4,34,1,5.667,8.5,66.667,21,5.25,2,13,0,6,4,34,0,0,0.498,0.083,10.743,25.16,19.5,19.5
,Khalil Shakir,BUF,WR,1,24,46.154,5,4,34,0,6.8,8.5,80,28,7,1,18,0,5,4,34,0,0,-1.505,-0.301,-8.903,-34.2,7.4,7.4
,Stone Smartt,NYJ,TE,1,20,31.25,5,5,34,0,6.8,6.8,100,19,3.8,1,17,0,5,5,34,0,0,0.585,0.117,2.593,1.25,8.4,8.4
,Terrance Ferguson,LA,TE,1,68,75.556,4,3,33,1,8.25,11,75,6,2,2,27,0,4,3,33,1,1,3.009,0.752,9.268,21.61,12.3,12.3
,Olamide Zaccheaus,CHI,WR,1,51,80.952,5,2,33,0,6.6,16.5,40,16,8,1,27,0,5,2,33,1,0,-0.301,-0.06,-15.124,-47.73,5.3,5.3
,Brock Bowers,LV,TE,1,52,98.113,5,5,33,1,6.6,6.6,100,15,3,2,13,0,5,5,33,1,1,4.231,0.846,12.295,28.97,14.3,14.3
,Jonathan Taylor,IND,RB,1,51,87.931,3,3,33,0,11,11,100,31,10.333,1,19,0,3,3,33,0,0,3.068,1.023,20.152,134.07,16.9,16.9
,Dallas Goedert,PHI,TE,1,57,80.282,3,3,32,1,10.667,10.667,100,9,3,1,15,0,3,3,32,1,1,5.15,1.717,16.722,82.17,12.2,12.2
,Malachi Corley,CLV,WR,1,28,41.176,4,2,32,0,8,16,50,4,2,2,21,0,4,2,32,0,0,-5.077,-1.269,-18.139,-69.42,8.2,8.2
,Theo Wease Jr.,MIA,WR,1,20,33.898,4,2,32,0,8,16,50,10,5,2,18,0,4,2,32,0,0,-2.84,-0.71,1.516,-7.66,5.2,5.2
,Michael Pittman,IND,WR,1,54,93.103,5,4,32,0,6.4,8,80,10,2.5,1,14,0,5,4,32,0,0,0.198,0.04,-12.076,-42.97,7.2,7.2
,Mike Evans,TB,WR,1,39,61.905,9,5,31,1,3.444,6.2,55.556,5,1,2,12,0,9,5,31,2,1,-2.234,-0.248,-9.08,-24.82,14.1,14.1
,Drew Sample,CIN,TE,1,41,66.129,2,2,31,0,15.5,15.5,100,34,17,1,27,0,2,2,31,0,0,2.685,1.343,10.18,81.58,5.1,5.1
,Colston Loveland,CHI,TE,1,50,79.365,4,3,30,0,7.5,10,75,10,3.333,2,14,0,4,3,30,0,0,0.851,0.213,9.411,28.89,6,6
,Treylon Burks,WAS,WR,1,41,80.392,5,2,30,0,6,15,40,7,3.5,1,24,0,5,2,30,1,0,-6.585,-1.317,-2.296,-18.53,5,5
,Chris Godwin Jr.,TB,WR,1,39,61.905,6,5,30,0,5,6,83.333,10,2,3,13,0,6,5,30,0,0,2.704,0.451,1.812,-8.66,8,8
,Tyler Warren,IND,TE,1,51,87.931,9,3,30,0,3.333,10,33.333,17,5.667,2,19,0,9,3,30,0,0,-11.787,-1.31,-26.295,-54.35,6,6
,Quinshon Judkins,CLV,RB,1,24,35.294,6,5,29,0,4.833,5.8,83.333,32,6.4,2,16,0,6,5,29,0,0,-3.339,-0.557,-1.698,-19.15,10.1,10.1
,Mason Tipton,NO,WR,1,39,48.75,5,4,29,0,5.8,7.25,80,19,4.75,2,12,0,5,4,29,0,0,0.385,0.077,-5.3,-27.35,8.1,8.1
,Christian McCaffrey,SF,RB,1,53,79.104,8,6,29,2,3.625,4.833,75,14,2.333,3,10,0,8,6,29,2,2,3.163,0.395,33.848,57.07,32.6,32.6
,Will Dissly,LAC,TE,1,13,19.697,3,3,28,0,9.333,9.333,100,13,4.333,2,15,0,3,3,28,0,0,2.127,0.709,6.79,22.46,5.8,5.8
,Rhamondre Stevenson,NE,RB,1,56,75.676,3,2,27,0,9,13.5,66.667,27,13.5,1,23,0,3,2,27,1,0,1.383,0.461,5.098,12.54,15.8,15.8
,Trey McBride,ARZ,TE,1,54,96.429,8,4,27,0,3.375,6.75,50,15,3.75,1,10,0,8,4,27,2,0,-2.538,-0.317,-20.327,-48.77,6.7,6.7
,Drake London,ATL,WR,1,51,69.863,8,3,27,0,3.375,9,37.5,-3,-1,2,12,0,8,3,27,0,0,-1.742,-0.218,-22.412,-46.85,5.7,5.7
,Kendrick Bourne,SF,WR,1,46,68.657,5,3,27,0,5.4,9,60,4,1.333,2,14,0,5,3,27,0,0,-4.267,-0.853,-7.24,-32.11,5.7,5.7
,Jackson Hawes,BUF,TE,1,30,57.692,2,2,26,0,13,13,100,18,9,1,18,0,2,2,26,0,0,0.79,0.395,10.952,77.35,4.6,4.6
,Jordan Addison,MIN,WR,1,42,70,3,2,26,0,8.667,13,66.667,1,0.5,1,20,0,3,2,26,1,0,0.125,0.042,-1.207,-17.57,4.6,4.6
,Marvin Mims Jr.,DEN,WR,1,21,31.818,3,3,26,0,8.667,8.667,100,21,7,1,26,0,3,3,26,0,0,-1.615,-0.538,-2.205,-22.41,5.9,5.9
,Isaiah Williams,NYJ,WR,1,48,75,4,4,25,0,6.25,6.25,100,33,8.25,1,12,0,4,4,25,0,0,1.052,0.263,-4.304,-27.11,6.5,6.5
,Van Jefferson,TEN,WR,1,49,69.014,2,2,24,0,12,12,100,4,2,1,15,0,2,2,24,0,0,2.55,1.275,10.788,61.73,4.4,4.4
,Darnell Mooney,ATL,WR,1,50,68.493,2,2,24,0,12,12,100,10,5,1,17,0,2,2,24,0,0,1.686,0.843,7.948,46.53,4.4,4.4
,Mitchell Evans,CAR,TE,1,15,26.786,3,3,23,0,7.667,7.667,100,9,3,1,10,0,3,3,23,0,0,1.068,0.356,1.84,2.14,5.3,5.3
,Malik Washington,MIA,WR,1,30,50.847,1,1,23,0,23,23,100,18,18,1,23,0,1,1,23,0,0,1.79,1.79,12.735,146.93,10.2,10.2
,Demarcus Robinson,SF,WR,1,29,43.284,2,2,23,1,11.5,11.5,100,0,0,1,22,0,2,2,23,1,1,2.17,1.085,13.452,74.91,10.3,10.3
,Skyy Moore,SF,WR,1,7,10.448,1,1,23,0,23,23,100,2,2,1,23,0,1,1,23,0,0,1.999,1.999,12.323,137.74,3.3,3.3
,Zach Charbonnet,SEA,RB,1,34,52.308,4,4,22,0,5.5,5.5,100,17,4.25,1,13,0,4,4,22,0,0,-0.075,-0.019,8.283,22.63,15.4,15.4
,Marquise Brown,KC,WR,1,23,50,3,3,22,0,7.333,7.333,100,21,7,1,18,0,3,3,22,0,0,0.483,0.161,-4.075,-28.35,5.2,5.2
,Colby Parkinson,LA,TE,1,75,83.333,4,2,21,0,5.25,10.5,50,20,10,0,16,0,4,2,21,0,0,0.606,0.151,-8.138,-49.95,4.1,4.1
,Jahdae Walker,CHI,WR,1,16,25.397,3,2,21,1,7,10.5,66.667,0,0,2,15,0,3,2,21,1,1,4.904,1.635,13.129,40.31,10.1,10.1
,Mark Andrews,BLT,TE,1,23,41.818,3,2,21,0,7,10.5,66.667,7,3.5,1,18,0,3,2,21,0,0,-0.895,-0.298,-6.35,-39.71,4.4,4.4
,Tyrell Shavers,BUF,WR,1,27,51.923,2,1,21,0,10.5,21,50,10,10,1,21,0,2,1,21,0,0,-1.538,-0.769,3.594,8.4,3.1,3.1
,Andrei Iosivas,CIN,WR,1,31,50,1,1,21,0,21,21,100,8,8,1,21,0,1,1,21,0,0,1.57,1.57,12.087,113.09,3.1,3.1
,Ray Davis,BUF,RB,1,6,11.538,2,2,20,0,10,10,100,16,8,1,14,0,2,2,20,0,0,1.714,0.857,12.162,97.75,5.4,5.4
,Shane Zylstra,DET,TE,1,44,63.768,5,3,20,0,4,6.667,60,2,0.667,1,11,0,5,3,20,1,0,-1.836,-0.367,-10.123,-48.6,5,5
,Pat Freiermuth,PIT,TE,1,29,40.278,4,4,20,0,5,5,100,15,3.75,1,11,0,4,4,20,0,0,-0.233,-0.058,-10.507,-48.59,6,6
,Jordan Whittington,LA,WR,1,14,15.556,1,1,19,0,19,19,100,8,8,1,19,0,1,1,19,0,0,2.375,2.375,11.641,142.55,2.9,2.9
,Jake Ferguson,DAL,TE,1,38,64.407,4,3,19,0,4.75,6.333,75,5,1.667,2,8,0,4,3,19,0,0,0.84,0.21,-5.12,-26.02,4.9,4.9
,Josh Oliver,MIN,TE,1,29,48.333,3,2,19,0,6.333,9.5,66.667,17,8.5,1,12,0,3,2,19,0,0,0.825,0.275,-0.212,-8.41,3.9,3.9
,Wan'Dale Robinson,NYG,WR,1,47,95.918,6,3,19,0,3.167,6.333,50,0,0,0,14,0,6,3,19,0,0,-3.178,-0.53,-24.321,-80.1,5.2,5.2
,Xavier Weaver,ARZ,WR,1,25,44.643,2,2,19,0,9.5,9.5,100,6,3,1,13,0,2,2,19,0,0,2.088,1.044,6.045,24.82,3.9,3.9
,Scott Miller,PIT,WR,1,15,20.833,3,3,19,0,6.333,6.333,100,5,1.667,2,9,0,3,3,19,0,0,4.484,1.495,7.222,14.57,4.9,4.9
,Charlie Kolar,BLT,TE,1,26,47.273,1,1,18,0,18,18,100,10,10,1,18,0,1,1,18,0,0,1.43,1.43,5.994,79.26,2.8,2.8
,Ryan Flournoy,DAL,WR,1,22,37.288,2,2,18,1,9,9,100,4,2,2,13,0,2,2,18,0,0,4.122,2.061,23.107,114.78,9.8,9.8
,Kevin Austin Jr.,NO,WR,1,65,81.25,3,2,18,0,6,9,66.667,8,4,1,15,0,3,2,18,0,0,0.003,0.001,-9.855,-50.46,3.8,3.8
,Brian Thomas Jr.,JAX,WR,1,51,72.857,3,2,18,0,6,9,66.667,0,0,1,9,0,3,2,18,0,0,0.789,0.263,3.563,1.72,3.8,3.8
,Jaylen Wright,MIA,RB,1,18,30.508,2,1,18,0,9,18,50,23,23,1,18,0,2,1,18,0,0,1.612,0.806,1.867,3.32,12.3,12.3
,Christian Watson,GB,WR,1,41,54.667,6,2,17,0,2.833,8.5,33.333,3,1.5,2,10,0,6,2,17,3,0,-4.721,-0.787,-25.841,-62.34,3.7,3.7
,James Cook,BUF,RB,1,28,53.846,2,1,17,0,8.5,17,50,18,18,1,17,0,2,1,17,0,0,0.834,0.417,5.52,32.95,26.4,26.4
,Audric Estimé,NO,RB,1,43,53.75,4,3,17,0,4.25,5.667,75,22,7.333,1,12,0,4,3,17,0,0,-0.338,-0.085,-8.383,-50.64,6.6,6.6
,Jayden Higgins,HST,WR,1,35,56.452,3,1,17,0,5.667,17,33.333,6,6,1,17,0,3,1,17,0,0,-0.755,-0.252,-9.283,-48.57,2.7,2.7
,Jawhar Jordan,HST,RB,1,28,45.161,5,5,17,0,3.4,3.4,100,14,2.8,1,9,0,5,5,17,0,0,-0.431,-0.086,1.779,-5.29,12,12
,Kayshon Boutte,NE,WR,1,41,55.405,3,1,16,0,5.333,16,33.333,0,0,1,16,0,3,1,16,0,0,-2.585,-0.862,-4.643,-34.24,2.6,2.6
,Travis Etienne,JAX,RB,1,47,67.143,5,4,16,1,3.2,4,80,28,7,1,10,0,5,4,16,0,0,-0.55,-0.11,2.636,-5.14,16.6,16.6
,Samaje Perine,CIN,RB,1,24,38.71,3,2,16,0,5.333,8,66.667,24,12,1,8,0,3,2,16,0,0,0.717,0.239,2.326,-0.14,12.1,12.1
,Mo Alie-Cox,IND,TE,1,13,22.414,2,2,16,0,8,8,100,13,6.5,0,8,0,2,2,16,0,0,1.424,0.712,6.934,43.33,3.6,3.6
,Kyren Williams,LA,RB,1,62,68.889,6,3,15,0,2.5,5,50,4,1.333,0,6,0,6,3,15,0,0,-1.029,-0.172,-11.972,-44.54,11.5,11.5
,Cade Otton,TB,TE,1,56,88.889,2,2,15,0,7.5,7.5,100,7,3.5,1,9,0,2,2,15,0,0,0.694,0.347,-0.536,-12.47,3.5,3.5
,Jalen McMillan,TB,WR,1,36,57.143,3,2,15,0,5,7.5,66.667,8,4,1,10,0,3,2,15,0,0,1.182,0.394,-1.326,-18.68,3.6,3.6
,Rachaad White,TB,RB,1,20,31.746,2,2,15,0,7.5,7.5,100,17,8.5,1,13,0,2,2,15,0,0,2.216,1.108,3.945,16.6,8,8
