BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,James  Mitchell,CAR,TE,1,10,15.152,1,1,11,0,11,11,100,10,10,1,11,0,1,1,11,0,0,0.893,0.893,3.207,40.31,2.1,2.1
,Adam  Trautman,DEN,TE,1,28,38.889,1,1,11,0,11,11,100,8,8,1,11,0,1,1,11,0,0,0.655,0.655,5.451,74.88,2.1,2.1
,Tony  Pollard,TEN,RB,1,43,65.152,3,3,11,0,3.667,3.667,100,9,3,0,4,0,3,3,11,0,0,-0.252,-0.084,-2.231,-28.8,16.8,16.8
,Charlie  Kolar,BLT,TE,1,20,50,1,1,10,0,10,10,100,0,0,1,10,0,1,1,10,0,0,1.12,1.12,6.493,95.45,2,2
,Hunter  Luepke,DAL,FB,1,17,27.419,1,1,10,0,10,10,100,15,15,1,10,0,1,1,10,0,0,2.113,2.113,10.432,214.91,2,2
,Marvin  Mims Jr.,DEN,WR,1,28,38.889,5,2,10,0,2,5,40,3,1.5,0,6,0,5,2,10,0,0,-3.505,-0.701,-23.389,-80.84,3.9,3.9
,Elijah  Higgins,ARZ,TE,1,20,30.303,2,2,10,0,5,5,100,14,7,0,7,0,2,2,10,0,0,-0.451,-0.226,-1.632,-21.8,3,3
,Elijah  Arroyo,SEA,TE,1,23,42.593,1,1,10,0,10,10,100,4,4,1,10,0,1,1,10,0,0,1.079,1.079,2.643,27.42,2,2
,Marquez  Valdes-Scantling,SF,WR,1,44,53.012,3,1,9,0,3,9,33.333,0,0,0,9,0,3,1,9,0,0,0.084,0.028,-13.805,-69.66,1.9,1.9
,Justice  Hill,BLT,RB,1,11,27.5,2,1,9,0,4.5,9,50,14,14,0,9,0,2,1,9,0,0,-0.31,-0.155,3.561,20.4,2.2,2.2
,Brycen  Tremayne,CAR,WR,1,12,18.182,1,1,9,0,9,9,100,1,1,1,9,0,1,1,9,0,0,0.938,0.938,3.196,13.18,1.9,1.9
,Jameson  Williams,DET,WR,1,50,81.967,1,1,9,0,9,9,100,2,2,1,9,0,1,1,9,0,0,0.59,0.59,2.168,6.81,2,2
,Brock  Wright,DET,TE,1,42,68.852,3,2,9,1,3,4.5,66.667,5,2.5,1,6,0,3,2,9,1,1,0.865,0.288,6.296,21.9,8.9,8.9
,John  Bates,WAS,TE,1,28,46.667,1,1,9,0,9,9,100,7,7,0,9,0,1,1,9,0,0,1.074,1.074,3.66,47.05,1.9,1.9
,Travis  Etienne,JAX,RB,1,33,54.098,4,3,9,0,2.25,3,75,11,3.667,0,7,0,4,3,9,0,0,-3.226,-0.807,-8.78,-49.71,8.8,8.8
,Luke  Farrell,SF,TE,1,36,43.373,2,1,8,0,4,8,50,1,1,0,8,0,2,1,8,0,0,0.248,0.124,-1.434,-18.65,1.8,1.8
,Kendre  Miller,NO,RB,1,25,40.984,1,1,8,0,8,8,100,9,9,0,8,0,1,1,8,0,0,0.035,0.035,-0.231,-19.97,5.9,5.9
,Zay  Jones,ARZ,WR,1,29,43.939,3,2,8,0,2.667,4,66.667,1,0.5,0,4,0,3,2,8,0,0,-0.928,-0.309,-11.742,-75.56,2.8,2.8
,Kareem  Hunt,KC,RB,1,21,30.882,1,1,8,0,8,8,100,6,6,0,8,0,1,1,8,0,0,-0.02,-0.02,-1.838,-92.42,18.7,18.7
,Tommy  Tremble,CAR,TE,1,48,72.727,2,1,7,0,3.5,7,50,4,4,0,7,0,2,1,7,0,0,-0.304,-0.152,-1.53,-21.77,1.7,1.7
,Hunter  Renfrow,CAR,WR,1,28,42.424,3,1,7,0,2.333,7,33.333,2,2,0,7,0,3,1,7,0,0,-3.718,-1.239,-23.357,-109.09,1.7,1.7
,Trevor  Etienne,CAR,RB,1,11,16.667,1,1,7,0,7,7,100,3,3,1,7,0,1,1,7,0,0,0.086,0.086,2.698,17.84,3.9,3.9
,Beaux  Collins,NYG,WR,1,25,33.333,3,1,7,0,2.333,7,33.333,2,2,0,7,0,3,1,7,0,0,-6.065,-2.022,-11.935,-68.78,1.7,1.7
,Johnny  Mundt,JAX,TE,1,19,31.148,1,1,7,0,7,7,100,2,2,0,7,0,1,1,7,0,0,0.247,0.247,1.261,12.13,1.7,1.7
,Dylan  Sampson,CLV,RB,1,7,10.294,2,1,6,0,3,6,50,6,6,0,6,0,2,1,6,0,0,-0.574,-0.287,0.695,-6.17,1.2,1.2
,Tyler  Lockett,TEN,WR,1,16,24.242,4,1,6,0,1.5,6,25,1,1,0,6,0,4,1,6,0,0,-5.375,-1.344,-25.285,-93.18,1.6,1.6
,David  Montgomery,DET,RB,1,31,50.82,1,1,6,0,6,6,100,3,3,1,6,0,1,1,6,0,0,1.09,1.09,4.631,40.82,18.22,18.22
,Harrison  Bryant,HST,TE,1,17,25,2,1,5,0,2.5,5,50,0,0,1,5,0,2,1,5,0,0,-1.191,-0.596,-7.292,-51.82,1.5,1.5
,Brandin  Cooks,NO,WR,1,27,44.262,1,1,5,0,5,5,100,0,0,0,5,0,1,1,5,0,0,0.148,0.148,1.333,3.63,1.5,1.5
,J.K.  Dobbins,DEN,RB,1,37,51.389,1,1,5,0,5,5,100,8,8,0,5,0,1,1,5,0,0,0.045,0.045,1.248,7.12,15.4,15.4
,Antonio  Gibson,NE,RB,1,9,15.517,1,1,5,0,5,5,100,11,11,0,5,0,1,1,5,0,0,-0.162,-0.162,2.876,63.44,3.6,3.6
,Bhayshul  Tuten,JAX,RB,1,12,19.672,1,1,5,0,5,5,100,10,10,0,5,0,1,1,5,0,0,-0.043,-0.043,0.543,-2.96,2.1,2.1
,Jordan  Mason,MIN,RB,1,42,65.625,4,3,4,0,1,1.333,75,21,7,0,2,0,4,3,4,0,0,-2.281,-0.57,-10.614,-65.4,14.6,14.6
,Mitchell  Evans,CAR,TE,1,21,31.818,1,1,4,1,4,4,100,2,2,1,4,0,1,1,4,0,0,1.169,1.169,7.75,78.45,7.4,7.4
,Devin  Singletary,NYG,RB,1,22,29.333,2,1,4,0,2,4,50,6,6,0,4,0,2,1,4,0,0,-1.659,-0.83,-10.668,-113.76,3.4,3.4
,Javonte  Williams,DAL,RB,1,44,70.968,2,1,4,1,2,4,50,4,4,1,4,0,2,1,4,0,0,-0.098,-0.049,8.289,35.8,26.9,26.9
,Will  Shipley,PHI,RB,1,8,14.286,2,1,4,0,2,4,50,8,8,0,4,0,2,1,4,0,0,-1.001,-0.501,-8.154,-119.03,1.4,1.4
,Zaire  Mitchell-Paden,BLT,TE,1,11,27.5,1,1,3,0,3,3,100,0,0,0,3,0,1,1,3,0,0,-0.221,-0.221,-1.296,-26.77,1.3,1.3
,Allen  Lazard,NYJ,WR,1,20,26.316,2,1,3,0,1.5,3,50,0,0,0,3,0,2,1,3,1,0,-1.137,-0.569,-18.362,-128.81,1.3,1.3
,Luke  Schoonmaker,DAL,TE,1,30,48.387,2,1,3,0,1.5,3,50,1,1,0,3,0,2,1,3,0,0,-0.677,-0.338,-7.201,-57.38,1.3,1.3
,TreVeyon  Henderson,NE,RB,1,27,46.552,3,2,3,0,1,1.5,66.667,5,2.5,0,4,0,3,2,3,0,0,-1.471,-0.49,-8.361,-60.76,4.7,4.7
,Hunter  Long,JAX,TE,1,33,54.098,1,1,3,0,3,3,100,0,0,0,3,0,1,1,3,0,0,-0.361,-0.361,-3.395,-57.67,1.3,1.3
,Samaje  Perine,CIN,RB,1,26,42.623,2,2,2,0,1,1,100,6,3,0,5,0,2,2,2,0,0,-0.472,-0.236,-6.473,-70.38,4.9,4.9
,Hassan  Haskins,LAC,RB,1,14,20.896,1,1,2,0,2,2,100,0,0,0,2,0,1,1,2,0,0,-0.579,-0.579,-4.245,-99.54,2.5,2.5
,Andrew  Beck,NYJ,FB,1,9,11.842,2,1,1,1,0.5,1,50,0,0,1,1,0,2,1,1,1,1,-2.926,-1.463,-4.538,-31.79,7.1,7.1
,Kimani  Vidal,LAC,RB,1,13,19.403,1,1,1,0,1,1,100,1,1,0,1,0,1,1,1,0,0,-0.554,-0.554,-4.619,-99.58,2.9,2.9
,Brian  Robinson,SF,RB,1,11,13.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,1.2,1.2
,Skyy  Moore,SF,WR,1,8,9.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.1,0.1
,Colby  Parkinson,LA,TE,1,25,39.063,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.601,-0.601,-6.147,-86.7,0,0
,Konata  Mumpfield,LA,WR,1,8,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Blake  Corum,LA,RB,1,6,9.375,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1.009,-0.505,-8.786,-91.1,1.3,1.3
,Adam  Thielen,MIN,WR,1,13,20.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Zavier  Scott,MIN,RB,1,13,20.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,1.8,1.8
,Gage  Larvadain,CLV,WR,1,1,1.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Nick  Chubb,HST,RB,1,25,36.765,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.873,-0.873,-2.977,-56.03,12.1,12.1
,Woody  Marks,HST,RB,1,26,38.235,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.5,-0.5,-3.895,-65.83,2.4,2.4
,Rashod  Bateman,BLT,WR,1,33,82.5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-4.473,-1.491,-20.3,-100.18,0,0
,Derrick  Henry,BLT,RB,1,27,67.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-6.308,-6.308,-3.802,-77.79,9.3,9.3
,Tylan  Wallace,BLT,WR,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Dare  Ogunbowale,HST,RB,1,2,2.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Alec  Ingold,MIA,FB,1,15,27.778,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.523,-0.523,-3.278,-69.38,0,0
,Malik  Washington,MIA,WR,1,31,57.407,5,4,0,0,0,0,80,9,2.25,0,8,0,5,4,0,0,0,-4.139,-0.828,-29.215,-93.37,4,4
,Nick  Westbrook-Ikhine,MIA,WR,1,39,72.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Ollie  Gordon II,MIA,RB,1,14,25.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,-0.2,-0.2
,Dee  Eskridge,MIA,WR,1,1,1.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Dont'e  Thornton Jr.,LV,WR,1,31,46.97,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-8.088,-4.044,-13.2,-112.06,0,0
,Raheem  Mostert,LV,RB,1,30,45.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,2.2,2.2
,Mo  Alie-Cox,IND,TE,1,33,57.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,DJ  Giddens,IND,RB,1,8,14.035,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.59,-0.59,-1.252,-65.26,2.2,2.2
,Ameer  Abdullah,IND,RB,1,4,7.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,6.6,6.6
,Adonai  Mitchell,IND,WR,1,6,10.526,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.669,-1.669,-6.294,-100.65,0,0
,Taysom  Hill,NO,QB,1,8,13.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.66,0.66
,Jalin  Hyatt,NYG,WR,1,32,42.667,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-1.563,-0.521,-20.274,-111.18,0,0
,Jack  Stoll,NO,TE,1,21,34.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jalen  Tolbert,DAL,WR,1,45,72.581,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.54,-0.54,-8.226,-115.85,0,0
,Brevyn  Spann-Ford,DAL,TE,1,15,24.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tyler  Johnson,NYJ,WR,1,2,2.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Pat  Bryant,DEN,WR,1,34,47.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Nate  Adkins,DEN,TE,1,27,37.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.914,-0.914,-5.492,-84.56,0,0
,Kylen  Granson,PHI,TE,1,20,35.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,AJ  Dillon,PHI,RB,1,7,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,1.2,1.2
,John  Metchie III,PHI,WR,1,3,5.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tip  Reiman,ARZ,TE,1,23,34.848,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.779,-0.779,-4.266,-79.14,0,0
,Emari  Demercado,ARZ,RB,1,17,25.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,8.1,8.1
,Van  Jefferson,TEN,WR,1,12,18.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tyjae  Spears,TEN,RB,1,17,25.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,1.4,1.4
,Julius  Chestnut,TEN,RB,1,3,4.545,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.482,-0.482,-4.367,-86.97,0.3,0.3
,Kenneth  Walker III,SEA,RB,1,23,42.593,1,1,0,0,0,0,100,0,0,0,0,0,1,1,0,0,0,-0.586,-0.586,-2.969,-78.02,9.6,9.6
,Kameron  Johnson,TB,WR,1,5,8.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Ryan  Miller,TB,WR,1,9,14.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Noah  Fant,CIN,TE,1,14,22.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Mitchell  Tinsley,CIN,WR,1,3,4.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tanner  Hudson,CIN,TE,1,1,1.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tre  Harris,LAC,WR,1,23,34.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tucker  Fisk,LAC,TE,1,16,23.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Zach  Ertz,WAS,TE,1,29,48.333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.281,-0.281,-5.917,-95.04,0,0
,Chris  Moore,WAS,WR,1,31,51.667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.756,-0.756,-7.272,-85.23,0,0
,KeAndre  Lambert-Smith,LAC,WR,1,6,8.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Mack  Hollins,NE,WR,1,34,58.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Austin  Hooper,NE,TE,1,32,55.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tyrell  Shavers,BUF,WR,1,16,23.529,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.552,-0.552,-8.526,-120.93,0,0
,James  Cook,BUF,RB,1,43,63.235,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.682,-0.682,-8.409,-128.33,4.9,4.9
,Ty  Johnson,BUF,RB,1,11,16.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,1,1
,Jackson  Hawes,BUF,TE,1,18,26.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Ray  Davis,BUF,RB,1,6,8.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.1,0.1
,Kyle  Williams,NE,WR,1,9,15.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Noah  Gray,KC,TE,1,35,51.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,LeQuint  Allen Jr.,JAX,RB,1,10,16.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tim  Patrick,JAX,WR,1,5,8.197,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.407,-0.407,-7.829,-112.06,0,0
,Drew  Sample,CIN,TE,1,28,45.902,1,1,-1,0,-1,-1,100,0,0,0,0,0,1,1,-1,0,0,-0.781,-0.781,-6.896,-106.79,0.9,0.9
,Sean  Tucker,TB,RB,1,12,19.355,3,3,-4,0,-1.333,-1.333,100,8,2.667,0,3,0,3,3,-4,0,0,-2.835,-0.945,-22.379,-161.34,2.9,2.9
