BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Elic  Ayomanor,TEN,WR,1,48,80,6,2,11,0,1.833,5.5,33.333,8,4,0,6,0,6,2,11,0,0,-2.012,-0.335,-22.485,-65.92,3.1,3.1
,Elijah  Higgins,ARZ,TE,1,24,33.803,3,2,11,0,3.667,5.5,66.667,8,4,0,6,0,3,2,11,0,0,-13.455,-4.485,-26.088,-165.55,3.1,3.1
,DeAndre  Hopkins,BLT,WR,1,41,67.213,4,1,11,0,2.75,11,25,0,0,0,11,0,4,1,11,0,0,-2.039,-0.51,-15.742,-67.8,2.1,2.1
,Adonai  Mitchell,NYJ,WR,1,28,45.902,6,1,10,0,1.667,10,16.667,1,1,1,10,0,6,1,10,1,0,-2.443,-0.407,-37.695,-85.43,2,2
,Zach  Charbonnet,SEA,RB,1,34,42.5,2,2,10,0,5,5,100,5,2.5,1,6,0,2,2,10,0,0,1.817,0.909,8.86,70.53,6.7,6.7
,David  Montgomery,DET,RB,1,23,38.333,1,1,10,0,10,10,100,9,9,1,10,0,1,1,10,0,0,0.642,0.642,6.262,92.34,4.7,4.7
,Dontayvion  Wicks,GB,WR,1,29,55.769,2,1,9,0,4.5,9,50,3,3,0,9,0,2,1,9,0,0,0.146,0.073,-4.429,-41.8,1.9,1.9
,Emanuel  Wilson,GB,RB,1,36,69.231,1,1,9,0,9,9,100,8,8,0,9,0,1,1,9,0,0,0.853,0.853,7.685,116.47,11.9,11.9
,Dare  Ogunbowale,HST,RB,1,5,7.143,1,1,9,0,9,9,100,7,7,0,9,0,1,1,9,0,0,-0.187,-0.187,3.464,108.27,1.9,1.9
,Jordan  Whittington,LA,WR,1,25,50,1,1,9,0,9,9,100,6,6,0,9,0,1,1,9,0,0,0.77,0.77,4.018,38.39,1.9,1.9
,Malachi  Corley,CLV,WR,1,16,27.586,2,2,9,0,4.5,4.5,100,13,6.5,0,7,0,2,2,9,0,0,-1.03,-0.515,-9.884,-92.17,2.9,2.9
,Noah  Gray,KC,TE,1,33,52.381,3,2,9,0,3,4.5,66.667,14,7,2,5,0,3,2,9,0,0,0.022,0.007,3.237,7.8,2.9,2.9
,Durham  Smythe,CHI,TE,1,16,21.333,3,1,8,0,2.667,8,33.333,4,4,0,8,0,3,1,8,0,0,-0.609,-0.203,-13.302,-71.32,1.8,1.8
,Xavier  Smith,LA,WR,1,7,14,2,1,8,0,4,8,50,0,0,0,8,0,2,1,8,0,0,1.313,0.657,-2.653,-30.16,1.8,1.8
,Adam  Trautman,DEN,TE,1,39,62.903,1,1,8,0,8,8,100,6,6,0,8,0,1,1,8,0,0,0.581,0.581,1.221,10.33,1.8,1.8
,Brashard  Smith,KC,RB,1,11,17.46,3,2,8,0,2.667,4,66.667,14,7,0,6,0,3,2,8,0,0,-2.128,-0.709,-8.908,-60.23,2.8,2.8
,DeVonta  Smith,PHI,WR,1,67,94.366,5,1,8,0,1.6,8,20,1,1,0,8,0,5,1,8,1,0,-4.006,-0.801,-28.953,-92.96,1.8,1.8
,Brock  Wright,DET,TE,1,48,80,7,2,8,0,1.143,4,28.571,10,5,0,4,0,7,2,8,0,0,-9.146,-1.307,-20.612,-51.8,2.8,2.8
,Chuba  Hubbard,CAR,RB,1,14,18.667,3,1,7,0,2.333,7,33.333,12,12,1,7,0,3,1,7,0,0,-1.342,-0.447,-11.856,-65.19,3.8,3.8
,Woody  Marks,HST,RB,1,45,64.286,1,1,7,0,7,7,100,10,10,0,7,0,1,1,7,0,0,0.457,0.457,2.178,23.06,6.1,6.1
,David  Njoku,CLV,TE,1,35,60.345,2,1,7,0,3.5,7,50,3,3,0,7,0,2,1,7,0,0,-1.928,-0.964,-4.935,-65.09,1.7,1.7
,Saquon  Barkley,PHI,RB,1,56,78.873,2,1,7,0,3.5,7,50,10,10,0,7,0,2,1,7,0,0,-1.342,-0.671,0.988,-4.76,10,10
,Raheem  Mostert,LV,RB,1,13,21.311,2,2,7,0,3.5,3.5,100,16,8,1,4,0,2,2,7,0,0,-0.136,-0.068,0.113,-13.02,3.3,3.3
,Breece  Hall,NYJ,RB,1,41,67.213,2,2,6,0,3,3,100,8,4,0,8,0,2,2,6,0,0,-0.648,-0.324,-3.04,-42.36,8.4,8.4
,Tyler  Allgeier,ATL,RB,1,12,20.339,2,2,6,0,3,3,100,11,5.5,0,4,0,2,2,6,0,0,-0.346,-0.173,1.025,-1.58,9.6,9.6
,Tez  Johnson,TB,WR,1,56,77.778,3,1,6,0,2,6,33.333,0,0,0,6,0,3,1,6,1,0,-2.348,-0.783,-14.008,-73.55,1.6,1.6
,Adam  Thielen,MIN,WR,1,8,14.815,2,1,6,0,3,6,50,1,1,1,6,0,2,1,6,0,0,1.233,0.617,-3.727,-35.66,1.6,1.6
,Christian  Kirk,HST,WR,1,33,47.143,4,1,6,0,1.5,6,25,2,2,0,6,0,4,1,6,1,0,-1.601,-0.4,-22.52,-97.56,1.6,1.6
,Jacory  Croskey-Merritt,WAS,RB,1,17,26.154,1,1,5,0,5,5,100,9,9,1,5,0,1,1,5,0,0,0.568,0.568,2.686,20.63,4.3,4.3
,John  FitzPatrick,GB,TE,1,32,61.538,1,1,5,0,5,5,100,3,3,1,5,0,1,1,5,0,0,0.759,0.759,3.051,27.74,1.5,1.5
,Jaylen  Warren,PIT,RB,1,18,29.508,2,2,5,0,2.5,2.5,100,17,8.5,0,6,0,2,2,5,0,0,-0.519,-0.26,-5.101,-57.07,8.7,8.7
,Calvin  Austin III,PIT,WR,1,14,22.951,1,1,5,0,5,5,100,1,1,0,5,0,1,1,5,0,0,-1.026,-1.026,-5.86,-94.63,1.5,1.5
,Kyren  Williams,LA,RB,1,34,68,2,1,5,0,2.5,5,50,1,1,0,5,0,2,1,5,0,0,-0.916,-0.458,-8.782,-82.27,16.6,16.6
,Tony  Pollard,TEN,RB,1,28,46.667,3,3,4,0,1.333,1.333,100,6,2,1,9,0,3,3,4,0,0,-1.101,-0.367,-3.592,-35.29,5.6,5.6
,Kylen  Granson,PHI,TE,1,13,18.31,2,1,4,0,2,4,50,1,1,1,4,0,2,1,4,0,0,-1.352,-0.676,-10.035,-62.79,1.4,1.4
,Brevyn  Spann-Ford,DAL,TE,1,19,29.231,1,1,4,0,4,4,100,2,2,0,4,0,1,1,4,0,0,0.059,0.059,-2.77,-44.34,1.4,1.4
,Devin  Singletary,NYG,RB,1,32,46.377,1,1,3,0,3,3,100,8,8,0,3,0,1,1,3,0,0,-1.123,-1.123,-7.03,-114.67,17.7,17.7
,Kareem  Hunt,KC,RB,1,52,82.54,2,1,3,0,1.5,3,50,6,6,0,3,0,2,1,3,0,0,-0.759,-0.38,-1.734,-46.95,13.2,13.2
,Isaiah  Williams,NYJ,WR,1,43,70.492,4,1,2,0,0.5,2,25,6,6,0,2,0,4,1,2,0,0,-3.353,-0.838,-28.731,-118.99,1.6,1.6
,Ryan  Flournoy,DAL,WR,1,24,36.923,1,1,2,1,2,2,100,0,0,1,2,0,1,1,2,1,1,1.046,1.046,11.006,102.62,7.2,7.2
,Davante  Adams,LA,WR,1,44,88,8,1,1,1,0.125,1,12.5,0,0,1,1,0,8,1,1,2,1,-7.102,-0.888,-27.84,-56.37,7.1,7.1
,Tyler  Johnson,NYJ,WR,1,31,50.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Isaiah  Davis,NYJ,RB,1,16,26.23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.398,-0.398,-5.528,-106.41,1.1,1.1
,Kyle  Williams,NE,WR,1,41,64.063,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-1.861,-0.62,-19.675,-105.97,0,0
,Andrew  Beck,NYJ,FB,1,4,6.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Arian  Smith,NYJ,WR,1,9,14.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Alec  Ingold,MIA,FB,1,23,42.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,John  Bates,WAS,TE,1,36,55.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Robbie  Chosen,WAS,WR,1,23,35.385,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.32,-0.32,-5.845,-87.93,0,0
,Ollie  Gordon II,MIA,RB,1,21,38.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,10.5,10.5
,Nick  Westbrook-Ikhine,MIA,WR,1,14,25.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jimmy  Horn Jr.,CAR,WR,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Charlie  Woerner,ATL,TE,1,30,50.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Trevor  Etienne,CAR,RB,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.2,0.2
,Casey  Washington,ATL,WR,1,3,5.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,KhaDarel  Hodge,ATL,WR,1,5,8.475,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.933,-0.933,-5.78,-124.16,0,0
,Ryan  Miller,TB,WR,1,8,11.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jackson  Hawes,BUF,TE,1,18,32.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Payne  Durham,TB,TE,1,20,27.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Quentin  Johnston,LAC,WR,1,40,83.333,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,-1.326,-0.442,-20.941,-102.01,0,0
,Tucker  Fisk,LAC,TE,1,7,14.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Travis  Etienne,JAX,RB,1,35,49.296,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1.245,-0.623,-10.258,-97.53,19.3,19.3
,LeQuint  Allen Jr.,JAX,RB,1,13,18.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,3.6,3.6
,Dyami  Brown,JAX,WR,1,20,28.169,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.515,-0.515,-5.943,-87.22,0,0
,Scott  Matlock,LAC,FB,1,4,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Bhayshul  Tuten,JAX,RB,1,22,30.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,13.4,13.4
,D'Andre  Swift,CHI,RB,1,42,56,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.555,-0.555,-3.161,-67.44,9,9
,Olamide  Zaccheaus,CHI,WR,1,10,13.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jordan  Mason,MIN,RB,1,9,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,10.5,10.5
,Ben  Yurosek,MIN,TE,1,2,3.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Daniel  Bellinger,NYG,TE,1,31,44.928,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.84,-0.84,-8.616,-128.53,0,0
,Josh  Jacobs,GB,RB,1,11,21.154,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.08,-0.08,-2.795,-61.24,4,4
,Chris  Brooks,GB,RB,1,5,9.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.8,0.8
,Ben  Skowronek,PIT,WR,1,14,22.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jonnu  Smith,PIT,TE,1,33,54.098,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1.255,-0.628,-14.999,-114.15,0,0
,Drew  Sample,CIN,TE,1,28,44.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Connor  Heyward,PIT,TE,1,4,6.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.3,0.3
,Mitchell  Tinsley,CIN,WR,1,6,9.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Kaleb  Johnson,PIT,RB,1,7,11.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,1.5,1.5
,Cade  Stover,HST,TE,1,13,18.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Nick  Chubb,HST,RB,1,17,24.286,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-0.945,-0.473,-12.866,-122.02,1.7,1.7
,Ricky  Pearsall,SF,WR,1,38,73.077,3,1,0,0,0,0,33.333,0,0,0,0,0,3,1,0,1,0,-3.447,-1.149,-23.231,-109.28,1,1
,Kendrick  Bourne,SF,WR,1,10,19.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Brian  Robinson,SF,RB,1,13,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.476,-0.476,-4.628,-91.73,2.4,2.4
,Luke  Farrell,SF,TE,1,11,21.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Davis  Allen,LA,TE,1,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Elijah  Arroyo,SEA,TE,1,29,36.25,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-11.633,-5.817,-9.294,-77.92,0,0
,Terrance  Ferguson,LA,TE,1,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Konata  Mumpfield,LA,WR,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Quinshon  Judkins,CLV,RB,1,32,55.172,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-0.924,-0.462,-12.501,-119.4,5.9,5.9
,Isaiah  Bond,CLV,WR,1,23,39.655,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.353,-0.353,-7.342,-101.48,0.8,0.8
,Tylan  Wallace,BLT,WR,1,25,40.984,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.188,-1.188,-8.336,-115.27,0,0
,Charlie  Kolar,BLT,TE,1,17,27.869,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-5.841,-5.841,-7.939,-106.53,0,0
,Dylan  Sampson,CLV,RB,1,6,10.345,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.503,-0.503,-6.293,-119.23,1.9,1.9
,Jerome  Ford,CLV,RB,1,17,29.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.2,0.2
,Devontez  Walker,BLT,WR,1,7,11.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Gage  Larvadain,CLV,WR,1,4,6.897,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.072,-1.072,-8.59,-113.54,0,0
,Marvin  Mims Jr.,DEN,WR,1,15,24.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.2,0.2
,Tyler  Badie,DEN,RB,1,8,12.903,1,1,0,0,0,0,100,5,5,0,0,0,1,1,0,0,0,-0.66,-0.66,-1.546,-50.96,1,1
,JuJu  Smith-Schuster,KC,WR,1,24,38.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Lil'Jordan  Humphrey,DEN,WR,1,9,14.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Grant  Calcaterra,PHI,TE,1,33,46.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Kalif  Raymond,DET,WR,1,38,63.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Isaac  TeSlaa,DET,WR,1,20,33.333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.747,-0.747,-4.94,-80.54,0,0
,Will  Shipley,PHI,RB,1,6,8.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jalen  Tolbert,DAL,WR,1,12,18.462,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.691,-1.691,-8.426,-109.95,0,0
,Javonte  Williams,DAL,RB,1,52,80,1,1,0,0,0,0,100,4,4,0,0,0,1,1,0,0,0,-0.799,-0.799,-4.282,-100.7,10.3,10.3
,KaVontae  Turpin,DAL,WR,1,22,33.846,2,1,0,0,0,0,50,3,3,0,0,0,2,1,0,0,0,-1.981,-0.991,-15.214,-108.79,1,1
,Dont'e  Thornton Jr.,LV,WR,1,22,36.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Luke  Schoonmaker,DAL,TE,1,25,38.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Kimani  Vidal,LAC,RB,1,23,47.917,2,2,-1,0,-0.5,-0.5,100,10,5,0,4,0,2,2,-1,0,0,-1.693,-0.847,-12.938,-270.83,3.2,3.2
,Luke  Musgrave,GB,TE,1,18,34.615,2,1,-1,0,-0.5,-1,50,-2,-2,0,0,0,2,1,-1,0,0,-1.531,-0.766,-25.097,-248.32,0.9,0.9
,Khalil  Shakir,BUF,WR,1,28,50.909,3,1,-3,0,-1,-3,33.333,0,0,0,0,0,3,1,-3,0,0,-2.25,-0.75,-22.846,-119.8,0.7,0.7
,Josh  Oliver,MIN,TE,1,19,35.185,1,1,-3,0,-3,-3,100,0,0,0,0,0,1,1,-3,0,0,-1.294,-1.294,-13.952,-172.52,0.7,0.7
,Blake  Corum,LA,RB,1,16,32,2,1,-5,0,-2.5,-5,50,1,1,0,0,0,2,1,-5,0,0,-2.263,-1.132,-14.428,-163.1,1.5,1.5
,Jaleel  McLaughlin,DEN,RB,1,8,12.903,1,1,-5,0,-5,-5,100,1,1,0,0,0,1,1,-5,0,0,-1.353,-1.353,-7.951,-198.28,8.4,8.4
