BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Parker  Washington,JAX,WR,1,66,81.481,9,8,90,0,10,11.25,88.889,10,1.25,4,22,0,9,8,90,0,0,4.802,0.534,19.487,15.13,34,34
,CeeDee  Lamb,DAL,WR,1,56,81.159,12,7,85,0,7.083,12.143,58.333,30,4.286,3,33,0,12,7,85,1,0,0.157,0.013,-0.244,-12.91,31,31
,Jaylen  Waddle,MIA,WR,1,48,76.19,9,6,82,0,9.111,13.667,66.667,16,2.667,4,24,0,9,6,82,0,0,7.267,0.807,12.437,5.62,28.4,28.4
,Rashee  Rice,KC,WR,1,46,79.31,7,4,80,0,11.429,20,57.143,26,6.5,4,29,0,7,4,80,0,0,4.783,0.683,15.413,16.83,37.2,37.2
,George  Pickens,DAL,WR,1,58,84.058,9,6,79,0,8.778,13.167,66.667,26,4.333,6,19,0,9,6,79,0,0,3.268,0.363,-15.531,-35.74,27.8,27.8
,Dalton  Schultz,HST,TE,1,57,76,8,6,77,0,9.625,12.833,75,47,7.833,3,47,0,8,6,77,0,0,1.837,0.23,5.869,3.54,27.4,27.4
,Chase  Brown,CIN,RB,1,61,93.846,14,8,75,0,5.357,9.375,57.143,70,8.75,4,21,0,14,8,75,0,0,-2.578,-0.184,-24.495,-44.03,38.4,38.4
,Nico  Collins,HST,WR,1,57,76,11,7,75,0,6.818,10.714,63.636,13,1.857,5,26,0,11,7,75,0,0,4.083,0.371,12.301,1.44,29,29
,Marquise  Brown,KC,WR,1,25,43.103,4,2,73,0,18.25,36.5,50,9,4.5,2,40,0,4,2,73,0,0,4.701,1.175,21.089,56.22,18.6,18.6
,DJ  Moore,CHI,WR,1,66,81.481,6,4,72,0,12,18,66.667,31,7.75,4,23,0,6,4,72,1,0,3.544,0.591,16.539,20.31,45.96,45.96
,Oronde  Gadsden II,LAC,TE,1,51,73.913,5,5,68,0,13.6,13.6,100,21,4.2,2,34,0,5,5,68,0,0,5.775,1.155,29.344,79.3,23.6,23.6
,Rashid  Shaheed,NO,WR,1,32,80,9,5,68,0,7.556,13.6,55.556,12,2.4,3,26,0,9,5,68,0,0,-3.601,-0.4,-9.575,-25.13,23.6,23.6
,Christian  McCaffrey,SF,RB,1,56,83.582,6,5,67,1,11.167,13.4,83.333,55,11,3,39,0,6,5,67,1,1,3.951,0.659,33.723,86.48,68.6,68.6
,Andrei  Iosivas,CIN,WR,1,56,86.154,7,5,66,1,9.429,13.2,71.429,19,3.8,3,28,0,7,5,66,2,1,5.547,0.792,5.106,-2.89,36,36
,Jameson  Williams,DET,WR,1,56,90.323,6,4,66,1,11,16.5,66.667,22,5.5,3,37,0,6,4,66,0,0,5.436,0.906,18.937,29.29,33.2,33.2
,Travis  Kelce,KC,TE,1,52,89.655,5,4,66,0,13.2,16.5,80,14,3.5,3,28,0,5,4,66,1,0,4.751,0.95,14.982,31.47,21.2,21.2
,Zay  Flowers,BLT,WR,1,46,79.31,5,5,64,0,12.8,12.8,100,28,5.6,2,39,0,5,5,64,0,0,3.769,0.754,21.559,41.55,22.8,22.8
,Darius  Slayton,NYG,WR,1,50,83.333,7,5,62,0,8.857,12.4,71.429,18,3.6,2,24,0,7,5,62,2,0,1.588,0.227,7.695,0.75,22.4,22.4
,Michael  Wilson,ARZ,WR,1,47,71.212,4,3,61,0,15.25,20.333,75,40,13.333,2,50,0,4,3,61,0,0,3.866,0.966,13.32,31.23,18.2,18.2
,Isaiah  Likely,BLT,TE,1,31,53.448,4,3,60,0,15,20,75,28,9.333,3,35,0,4,3,60,1,0,2.974,0.743,13.25,33.27,18,18
,Davante  Adams,LA,WR,1,46,59.74,7,5,60,2,8.571,12,71.429,8,1.6,5,29,0,7,5,60,2,2,5.84,0.834,38.588,52.99,46,46
,Olamide  Zaccheaus,CHI,WR,1,50,61.728,8,6,58,1,7.25,9.667,75,43,7.167,4,15,0,8,6,58,0,0,5.059,0.632,11.766,5.63,35.6,35.6
,Christian  Watson,GB,WR,1,41,65.079,4,2,58,0,14.5,29,50,1,0.5,1,52,0,4,2,58,0,0,-0.833,-0.208,10.92,23.96,15.6,15.6
,Chris  Olave,NO,WR,1,34,85,4,3,57,0,14.25,19,75,8,2.667,2,27,0,4,3,57,0,0,2.756,0.689,20.262,47.19,17.4,17.4
,Calvin  Austin III,PIT,WR,1,34,54.839,6,5,56,0,9.333,11.2,83.333,38,7.6,2,18,0,6,5,56,0,0,3.575,0.596,10.091,9.8,21.2,21.2
,Ladd  McConkey,LAC,WR,1,44,63.768,7,4,56,0,8,14,57.143,37,9.25,2,21,0,7,4,56,0,0,1.332,0.19,-7.003,-26.02,19.2,19.2
,Brian  Thomas Jr.,JAX,WR,1,50,61.728,5,3,55,0,11,18.333,60,25,8.333,2,34,0,5,3,55,1,0,3.779,0.756,12.462,27.4,17,17
,Trey  McBride,ARZ,TE,1,54,81.818,9,5,55,1,6.111,11,55.556,15,3,3,19,0,9,5,55,3,1,2.309,0.257,-6.795,-20.02,33,33
,Terrance  Ferguson,LA,TE,1,20,25.974,3,2,54,0,18,27,66.667,19,9.5,2,36,0,3,2,54,1,0,4.41,1.47,18.74,103.65,14.8,14.8
,Quentin  Johnston,LAC,WR,1,44,63.768,5,4,53,1,10.6,13.25,80,11,2.75,2,23,0,5,4,53,2,1,4.271,0.854,19.965,37.2,30.6,30.6
,RJ  Harvey,DEN,RB,1,18,29.032,5,5,51,1,10.2,10.2,100,44,8.8,2,27,0,5,5,51,0,0,2.8,0.56,33.024,110.98,33.2,33.2
,Hunter  Henry,NE,TE,1,48,65.753,6,4,51,0,8.5,12.75,66.667,27,6.75,4,17,0,6,4,51,0,0,-0.419,-0.07,17.971,43.78,18.2,18.2
,Bijan  Robinson,ATL,RB,1,52,92.857,10,8,50,0,5,6.25,80,34,4.25,3,12,0,10,8,50,0,0,0.477,0.048,11.771,7.82,35.2,35.2
,Josh  Downs,IND,WR,1,50,66.667,9,6,50,1,5.556,8.333,66.667,8,1.333,5,17,0,9,6,50,1,1,-1.494,-0.166,15.164,7.46,34,34
,Jake  Ferguson,DAL,TE,1,58,84.058,7,5,50,0,7.143,10,71.429,25,5,2,23,0,7,5,50,0,0,-3.389,-0.484,-23.737,-58.96,20,20
,Greg  Dulcich,MIA,TE,1,22,34.921,5,5,49,0,9.8,9.8,100,19,3.8,2,16,0,5,5,49,0,0,3.209,0.642,13.358,35.79,19.8,19.8
,Malik  Washington,MIA,WR,1,43,68.254,3,3,48,0,16,16,100,35,11.667,2,28,0,3,3,48,0,0,3.555,1.185,20.306,82.6,18.2,18.2
,Jordan  Addison,MIN,WR,1,49,81.667,4,2,48,0,12,24,50,0,0,2,31,0,4,2,48,1,0,3.577,0.894,11.756,24.53,16.8,16.8
,Tory  Horton,SEA,WR,1,35,72.917,4,4,48,2,12,12,100,6,1.5,3,25,0,4,4,48,2,2,6.52,1.63,36.046,92.57,41.6,41.6
,Justin  Jefferson,MIN,WR,1,53,88.333,9,6,47,1,5.222,7.833,66.667,12,2,3,21,0,9,6,47,2,1,0.755,0.084,-6.196,-21.52,33.4,33.4
,Ashton  Jeanty,LV,RB,1,55,88.71,5,5,47,1,9.4,9.4,100,66,13.2,3,15,0,5,5,47,0,0,4.801,0.96,35.355,100.72,39.8,39.8
,Tetairoa  McMillan,CAR,WR,1,46,82.143,6,4,46,0,7.667,11.5,66.667,1,0.25,3,16,0,6,4,46,1,0,2.265,0.378,1.034,-10.27,17.2,17.2
,Wan'Dale  Robinson,NYG,WR,1,56,93.333,11,9,46,0,4.182,5.111,81.818,13,1.444,1,9,0,11,9,46,0,0,-0.65,-0.059,-24.022,-42.64,27.2,27.2
,Elic  Ayomanor,TEN,WR,1,29,64.444,6,3,46,0,7.667,15.333,50,18,6,3,29,0,6,3,46,0,0,2.286,0.381,9.689,8.33,15.2,15.2
,Zach  Ertz,WAS,TE,1,38,53.521,4,4,46,0,11.5,11.5,100,4,1,2,25,0,4,4,46,0,0,1.848,0.462,4.178,10.88,17.2,17.2
,Darnell  Washington,PIT,TE,1,40,64.516,6,4,43,0,7.167,10.75,66.667,11,2.75,3,13,0,6,4,43,1,0,-0.209,-0.035,-8.525,-24.05,16.6,16.6
,Khalil  Shakir,BUF,WR,1,39,60,8,7,43,0,5.375,6.143,87.5,54,7.714,3,20,0,8,7,43,0,0,-1.917,-0.24,4.917,-5.28,22.6,22.6
,Tanner  Hudson,CIN,TE,1,10,15.385,2,2,42,0,21,21,100,17,8.5,1,33,0,2,2,42,0,0,3.591,1.795,19.057,140.18,12.4,12.4
,Jauan  Jennings,SF,WR,1,50,74.627,5,4,41,1,8.2,10.25,80,17,4.25,2,20,0,5,4,41,1,0,3.637,0.727,15.149,27.7,28.2,28.2
,Keenan  Allen,LAC,WR,1,24,34.783,5,2,41,0,8.2,20.5,40,15,7.5,3,31,0,5,2,41,0,0,-3.686,-0.737,-0.98,-15.15,12.2,12.2
,Deebo  Samuel Sr.,WAS,WR,1,41,57.746,6,5,41,0,6.833,8.2,83.333,38,7.6,1,19,0,6,5,41,0,0,0.547,0.091,2.897,-6.25,18.8,18.8
,De'Von  Achane,MIA,RB,1,56,88.889,10,6,39,0,3.9,6.5,60,46,7.667,1,19,0,10,6,39,1,0,-5.208,-0.521,-22.392,-59.2,33.2,33.2
,Kyle  Pitts,ATL,TE,1,51,91.071,7,4,38,0,5.429,9.5,57.143,4,1,1,22,0,7,4,38,1,0,-3.49,-0.499,-19.883,-53.46,15.6,15.6
,Stefon  Diggs,NE,WR,1,41,56.164,4,3,38,1,9.5,12.667,75,8,2.667,2,21,0,4,3,38,0,0,4.454,1.114,21.604,61.49,25.6,25.6
,Tre  Tucker,LV,WR,1,58,93.548,4,3,38,0,9.5,12.667,75,19,6.333,2,22,0,4,3,38,0,0,2.741,0.685,10.887,23.22,13.6,13.6
,Davis  Allen,LA,TE,1,41,53.247,4,3,37,0,9.25,12.333,75,32,10.667,3,16,0,4,3,37,1,0,0.431,0.108,2.058,-1.13,13.4,13.4
,Tyjae  Spears,TEN,RB,1,20,44.444,3,3,36,0,12,12,100,35,11.667,1,26,0,3,3,36,0,0,1.185,0.395,17.703,97.38,18.4,18.4
,Kenneth  Gainwell,PIT,RB,1,22,35.484,5,4,35,0,7,8.75,80,40,10,2,16,0,5,4,35,0,0,0.814,0.163,13.47,48.54,14.8,14.8
,Luke  Musgrave,GB,TE,1,30,47.619,3,3,34,0,11.333,11.333,100,11,3.667,2,21,0,3,3,34,0,0,1.039,0.346,5.576,20.7,12.8,12.8
,Kendrick  Bourne,SF,WR,1,48,71.642,2,2,34,0,17,17,100,4,2,2,21,0,2,2,34,0,0,2.472,1.236,14.53,79.02,10.8,10.8
,TreVeyon  Henderson,NE,RB,1,50,68.493,6,4,32,0,5.333,8,66.667,34,8.5,2,19,0,6,4,32,0,0,-0.436,-0.073,1.855,-7.76,25.4,25.4
,George  Kittle,SF,TE,1,55,82.09,4,4,32,0,8,8,100,11,2.75,2,11,0,4,4,32,0,0,2.768,0.692,12.356,41.23,13.8,13.8
,Juwan  Johnson,NO,TE,1,26,65,4,3,31,1,7.75,10.333,75,10,3.333,2,12,0,4,3,31,0,0,3.75,0.938,18.389,59,24.2,24.2
,Travis  Etienne,JAX,RB,1,46,56.79,5,5,31,0,6.2,6.2,100,33,6.6,1,16,0,5,5,31,0,0,0.799,0.16,13.339,28.49,33,33
,Xavier  Hutchinson,HST,WR,1,46,61.333,5,3,30,0,6,10,60,5,1.667,1,19,0,5,3,30,0,0,1.096,0.219,-1.082,-15.37,12,12
,Courtland  Sutton,DEN,WR,1,56,90.323,6,1,30,1,5,30,16.667,3,3,1,30,0,6,1,30,0,0,-2.737,-0.456,-8.78,-31.59,20,20
,Dawson  Knox,BUF,TE,1,31,47.692,1,1,30,0,30,30,100,7,7,1,30,0,1,1,30,0,0,2.727,2.727,12.451,184.18,8,8
,Elijah  Higgins,ARZ,TE,1,24,36.364,3,3,30,0,10,10,100,24,8,1,16,0,3,3,30,0,0,1.804,0.601,5.801,25.23,12,12
,Jaylin  Lane,WAS,WR,1,38,53.521,5,3,29,0,5.8,9.667,60,12,4,2,15,0,5,3,29,0,0,-1.024,-0.205,6.689,6.71,11.8,11.8
,Elijah  Arroyo,SEA,TE,1,21,43.75,2,2,29,1,14.5,14.5,100,6,3,1,26,0,2,2,29,0,0,2.714,1.357,12,77.38,21.8,21.8
,Noah  Fant,CIN,TE,1,29,44.615,3,2,28,1,9.333,14,66.667,2,1,1,23,0,3,2,28,1,1,2.695,0.898,8.626,35,21.6,21.6
,Elijah  Moore,BUF,WR,1,16,24.615,1,1,28,0,28,28,100,3,3,1,28,0,1,1,28,0,0,2.188,2.188,16.457,199.18,7.6,7.6
,Mitchell  Tinsley,CIN,WR,1,16,24.615,2,1,27,0,13.5,27,50,2,2,1,27,0,2,1,27,0,0,1.962,0.981,1.288,-4.52,7.4,7.4
,Troy  Franklin,DEN,WR,1,50,80.645,10,4,27,0,2.7,6.75,40,4,1,1,13,0,10,4,27,1,0,-3.465,-0.347,-24.821,-45.97,12.6,12.6
,Theo  Johnson,NYG,TE,1,48,80,6,3,27,1,4.5,9,50,17,5.667,1,15,0,6,3,27,0,0,0.444,0.074,-3.107,-16.03,23.4,23.4
,Pat  Freiermuth,PIT,TE,1,28,45.161,4,3,27,1,6.75,9,75,7,2.333,2,12,0,4,3,27,1,1,3.377,0.844,6.19,15.11,23.4,23.4
,Christian  Kirk,HST,WR,1,39,52,8,4,26,0,3.25,6.5,50,1,0.25,2,13,0,8,4,26,0,0,0.298,0.037,-11.743,-32.04,13.2,13.2
,Tyler  Warren,IND,TE,1,60,80,7,5,26,0,3.714,5.2,71.429,13,2.6,1,9,0,7,5,26,1,0,-1.15,-0.164,-34.074,-64.99,15.2,15.2
,Michael  Mayer,LV,TE,1,51,82.258,7,3,26,0,3.714,8.667,42.857,17,5.667,3,12,0,7,3,26,1,0,-8.496,-1.214,-27.212,-55,11.2,11.2
,Adam  Trautman,DEN,TE,1,43,69.355,2,2,25,0,12.5,12.5,100,18,9,1,21,0,2,2,25,0,0,0.951,0.476,7.838,51.81,9,9
,Jonnu  Smith,PIT,TE,1,24,38.71,5,3,25,0,5,8.333,60,22,7.333,1,12,0,5,3,25,0,0,0.493,0.099,-12.515,-42.76,11,11
,Dyami  Brown,JAX,WR,1,43,53.086,7,3,25,0,3.571,8.333,42.857,7,2.333,1,16,0,7,3,25,1,0,-7.769,-1.11,-30.835,-71.29,11.8,11.8
,Chris  Brooks,GB,RB,1,11,17.46,2,2,24,0,12,12,100,23,11.5,2,16,0,2,2,24,0,0,3.773,1.887,14.864,98.23,8.8,8.8
,AJ  Barner,SEA,TE,1,41,85.417,4,3,24,0,6,8,75,11,3.667,1,9,0,4,3,24,1,0,2.082,0.521,-27.939,-99.29,23,23
,Charlie  Kolar,BLT,TE,1,24,41.379,2,2,23,1,11.5,11.5,100,5,2.5,2,20,0,2,2,23,1,1,3.141,1.571,16.963,103.27,20.6,20.6
,Jakobi  Meyers,LV,WR,1,53,85.484,6,4,23,0,3.833,5.75,66.667,12,3,1,7,0,6,4,23,0,0,0.405,0.068,-8.385,-29.82,12.6,12.6
,Xavier  Worthy,KC,WR,1,48,82.759,7,3,23,0,3.286,7.667,42.857,3,1,1,18,0,7,3,23,0,0,-5.431,-0.776,-31.271,-74.46,12,12
,Mark  Andrews,BLT,TE,1,28,48.276,3,2,22,2,7.333,11,66.667,5,2.5,2,20,0,3,2,22,1,1,6.552,2.184,19.913,70.1,33.2,33.2
,Nick  Westbrook-Ikhine,MIA,WR,1,41,65.079,4,2,22,0,5.5,11,50,9,4.5,2,17,0,4,2,22,0,0,-0.365,-0.091,-4.293,-25.64,8.4,8.4
,Kyle  Monangai,CHI,RB,1,56,69.136,5,3,22,0,4.4,7.333,60,30,10,2,11,0,5,3,22,0,0,-0.015,-0.003,-12.553,-56.79,45.6,45.6
,Caleb  Williams,CHI,QB,1,81,100,2,2,22,1,11,11,100,25,12.5,2,20,0,2,2,22,1,1,5.277,2.639,24.236,138.8,77.4,77.4
,Xavier  Legette,CAR,WR,1,31,55.357,3,1,22,0,7.333,22,33.333,7,7,1,22,0,3,1,22,1,0,-4.161,-1.387,-5.627,-33.9,6.4,6.4
,Skyy  Moore,SF,WR,1,7,10.448,1,1,21,0,21,21,100,9,9,1,21,0,1,1,21,0,0,2.052,2.052,11.032,220.3,6.2,6.2
,Van  Jefferson,TEN,WR,1,37,82.222,4,1,21,0,5.25,21,25,7,7,1,21,0,4,1,21,0,0,-0.224,-0.056,-1.697,-19.61,6.2,6.2
,Zach  Charbonnet,SEA,RB,1,18,37.5,1,1,21,0,21,21,100,16,16,1,21,0,1,1,21,0,0,1.425,1.425,12.425,151.95,11.2,11.2
,Aaron  Jones,MIN,RB,1,24,40,2,2,20,0,10,10,100,20,10,1,14,0,2,2,20,0,0,1.869,0.935,12.333,104.16,23.6,23.6
,Tucker  Kraft,GB,TE,1,30,47.619,3,2,20,0,6.667,10,66.667,8,4,1,10,0,3,2,20,0,0,2.008,0.669,-3.811,-26.76,8,8
,Pat  Bryant,DEN,WR,1,35,56.452,3,2,20,0,6.667,10,66.667,2,1,2,13,0,3,2,20,0,0,2.921,0.974,8.118,25.18,8,8
,Austin  Hooper,NE,TE,1,33,45.205,1,1,20,0,20,20,100,4,4,1,20,0,1,1,20,0,0,2.153,2.153,11.134,252.68,6,6
,John  Bates,WAS,TE,1,32,45.07,4,2,20,0,5,10,50,16,8,2,10,0,4,2,20,0,0,2.453,0.613,-6.561,-29.02,8,8
,Bam  Knight,ARZ,RB,1,33,50,2,2,20,0,10,10,100,23,11.5,2,12,0,2,2,20,0,0,1.917,0.958,10.482,61.84,13.4,13.4
,Tyrone  Tracy Jr.,NYG,RB,1,25,41.667,4,3,19,0,4.75,6.333,75,25,8.333,2,10,0,4,3,19,0,0,1.21,0.303,7.16,14.55,13.4,13.4
,Jordan  Watkins,SF,WR,1,8,11.94,1,1,19,0,19,19,100,0,0,1,19,0,1,1,19,0,0,2.261,2.261,9.486,133.12,5.8,5.8
,Kenneth  Walker III,SEA,RB,1,26,54.167,2,2,19,0,9.5,9.5,100,17,8.5,1,14,0,2,2,19,0,0,1.719,0.86,8.125,50.27,16.2,16.2
,Tre  Harris,LAC,WR,1,30,43.478,2,2,18,0,9,9,100,6,3,2,15,0,2,2,18,0,0,1.973,0.986,7.301,29.09,7.6,7.6
,Jackson  Hawes,BUF,TE,1,29,44.615,2,1,18,0,9,18,50,6,6,1,18,0,2,1,18,0,0,0.668,0.334,-0.035,-7.55,5.6,5.6
,Keon  Coleman,BUF,WR,1,43,66.154,2,2,17,0,8.5,8.5,100,7,3.5,1,11,0,2,2,17,0,0,0.719,0.36,7.449,36.25,7.4,7.4
,Jalen  Nailor,MIN,WR,1,32,53.333,4,1,16,0,4,16,25,0,0,1,16,0,4,1,16,0,0,-5.558,-1.39,-13.553,-54.69,5.2,5.2
,Brandin  Cooks,NO,WR,1,22,55,3,2,16,0,5.333,8,66.667,6,3,1,10,0,3,2,16,0,0,1.688,0.563,0.667,-9.87,7.2,7.2
,Darnell  Mooney,ATL,WR,1,54,96.429,2,1,15,0,7.5,15,50,0,0,1,15,0,2,1,15,0,0,0.158,0.079,-5.164,-45.13,5,5
,Gunnar  Helm,TEN,TE,1,19,42.222,1,1,15,0,15,15,100,2,2,1,15,0,1,1,15,0,0,1.293,1.293,5.96,91.83,5,5
,Raheem  Mostert,LV,RB,1,5,8.065,1,1,14,0,14,14,100,17,17,1,14,0,1,1,14,0,0,2.133,2.133,8.54,175.76,4.8,4.8
,Luke  Schoonmaker,DAL,TE,1,12,17.391,2,1,14,0,7,14,50,10,10,1,14,0,2,1,14,0,0,0.761,0.381,-1.031,-14.68,4.8,4.8
,Rashod  Bateman,BLT,WR,1,40,68.966,4,2,13,1,3.25,6.5,50,0,0,1,9,0,4,2,13,1,1,-2.262,-0.566,-7.252,-34.49,18.6,18.6
,Justice  Hill,BLT,RB,1,11,18.966,2,2,13,0,6.5,6.5,100,17,8.5,1,9,0,2,2,13,0,0,1.04,0.52,2.191,7.88,7,7
,Josh  Jacobs,GB,RB,1,36,57.143,5,4,13,0,2.6,3.25,80,15,3.75,0,7,0,5,4,13,0,0,-1.592,-0.318,-1.37,-19.34,40,40
,Tyler  Higbee,LA,TE,1,39,50.649,4,3,13,1,3.25,4.333,75,11,3.667,2,8,0,4,3,13,1,1,0.195,0.049,-2.609,-14.02,20.6,20.6
,Savion  Williams,GB,WR,1,19,30.159,2,2,12,0,6,6,100,9,4.5,1,6,0,2,2,12,0,0,0.828,0.414,6.899,25.91,6.4,6.4
,Kyle  Juszczyk,SF,FB,1,41,61.194,2,1,12,0,6,12,50,14,14,1,12,0,2,1,12,0,0,-0.098,-0.049,-0.315,-16.23,4.4,4.4
,Jonathan  Taylor,IND,RB,1,58,77.333,2,2,12,0,6,6,100,7,3.5,0,7,0,2,2,12,0,0,0.012,0.006,4.941,49.93,15.4,15.4
,Tony  Pollard,TEN,RB,1,26,57.778,2,1,12,0,6,12,50,6,6,1,12,0,2,1,12,0,0,0.292,0.146,8.086,51.27,15.6,15.6
,Tucker  Fisk,LAC,TE,1,30,43.478,1,1,12,0,12,12,100,12,12,1,12,0,1,1,12,0,0,0.798,0.798,6.187,62.95,4.4,4.4
,Xavier  Smith,LA,WR,1,9,11.688,3,2,12,0,4,6,66.667,3,1.5,1,7,0,3,2,12,0,0,-0.425,-0.142,-3.548,-26.65,6.4,6.4
,Ty  Johnson,BUF,RB,1,13,20,2,2,12,0,6,6,100,19,9.5,1,9,0,2,2,12,0,0,1.073,0.537,6.808,44.54,20,20
,Ryan  Flournoy,DAL,WR,1,44,63.768,2,2,12,1,6,6,100,0,0,2,7,0,2,2,12,1,1,2.521,1.261,19.424,102.77,18.4,18.4
,Brock  Wright,DET,TE,1,33,53.226,1,1,11,0,11,11,100,9,9,1,11,0,1,1,11,0,0,1.467,1.467,2.539,24.51,4.2,4.2
,T.J.  Hockenson,MIN,TE,1,45,75,3,2,11,1,3.667,5.5,66.667,0,0,1,7,0,3,2,11,1,1,2.086,0.695,4.026,15.81,18.2,18.2
,Rico  Dowdle,CAR,RB,1,40,71.429,3,2,11,0,3.667,5.5,66.667,11,5.5,1,8,0,3,2,11,0,0,0.121,0.04,4.761,5.81,56.2,56.2
,Malik  Heath,GB,WR,1,27,42.857,1,1,11,0,11,11,100,6,6,1,11,0,1,1,11,0,0,3.01,3.01,6.006,50.24,4.2,4.2
,James  Cook,BUF,RB,1,48,73.846,1,1,11,0,11,11,100,9,9,1,11,0,1,1,11,0,0,0.312,0.312,7.855,85.85,27,27
,Cole  Kmet,CHI,TE,1,20,24.691,2,1,10,0,5,10,50,4,4,1,10,0,2,1,10,0,0,0.798,0.399,-5.053,-42.94,4,4
,David  Montgomery,DET,RB,1,23,37.097,4,2,10,0,2.5,5,50,16,8,1,13,0,4,2,10,0,0,-1.631,-0.408,-2.223,-24.36,26,26
,Chig  Okonkwo,TEN,TE,1,30,66.667,2,2,10,0,5,5,100,8,4,0,6,0,2,2,10,0,0,-1.156,-0.578,-5.984,-90.74,6,6
,Colby  Parkinson,LA,TE,1,43,55.844,2,2,10,0,5,5,100,9,4.5,0,8,0,2,2,10,0,0,-0.414,-0.207,-2.536,-26.77,6,6
,KaVontae  Turpin,DAL,WR,1,11,15.942,3,2,10,0,3.333,5,66.667,0,0,0,6,0,3,2,10,0,0,-1.878,-0.626,-14.609,-90.86,6.6,6.6
,Matthew  Golden,GB,WR,1,22,34.921,3,2,9,0,3,4.5,66.667,9,4.5,0,6,0,3,2,9,0,0,-2.005,-0.668,-10.602,-62.15,5.8,5.8
,Jalen  Coker,CAR,WR,1,36,64.286,1,1,9,0,9,9,100,0,0,1,9,0,1,1,9,0,0,0.705,0.705,6.707,78.15,3.8,3.8
,Mack  Hollins,NE,WR,1,42,57.534,2,2,9,0,4.5,4.5,100,1,0.5,1,5,0,2,2,9,0,0,0.305,0.153,1.783,-1.69,5.8,5.8
,Luke  Farrell,SF,TE,1,17,25.373,1,1,9,0,9,9,100,2,2,1,9,0,1,1,9,0,0,1.254,1.254,3.668,42.21,3.8,3.8
