BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Kaleb  Johnson,PIT,RB,1,5,8.065,1,1,9,0,9,9,100,14,14,0,9,0,1,1,9,0,0,0.676,0.676,5.674,81.63,4.6,4.6
,Ian  Thomas,LV,TE,1,11,17.742,1,1,9,0,9,9,100,7,7,0,9,0,1,1,9,0,0,0.64,0.64,1.69,17.83,3.8,3.8
,Brycen  Tremayne,CAR,WR,1,13,23.214,1,1,8,0,8,8,100,3,3,0,8,0,1,1,8,0,0,0.055,0.055,-2.18,-44.62,3.6,3.6
,Devin  Singletary,NYG,RB,1,31,51.667,2,2,8,0,4,4,100,5,2.5,0,6,0,2,2,8,0,0,-1.457,-0.729,0.178,-12.22,14.2,14.2
,Tyler  Goodson,IND,RB,1,9,12,2,1,8,0,4,8,50,9,9,0,8,0,2,1,8,0,0,-0.384,-0.192,-2.517,-32.77,3.6,3.6
,Keaton  Mitchell,BLT,RB,1,8,13.793,1,1,7,0,7,7,100,7,7,0,7,0,1,1,7,0,0,0.366,0.366,3.477,45.06,5.6,5.6
,Adonai  Mitchell,IND,WR,1,4,5.333,1,1,7,0,7,7,100,0,0,0,7,0,1,1,7,0,0,-0.163,-0.163,-2.502,-46.29,3.4,3.4
,Tyrell  Shavers,BUF,WR,1,28,43.077,1,1,7,0,7,7,100,7,7,0,7,0,1,1,7,0,0,0.333,0.333,1.009,0.07,3.4,3.4
,Tyler  Badie,DEN,RB,1,14,22.581,3,2,6,0,2,3,66.667,10,5,1,12,0,3,2,6,0,0,-0.827,-0.276,-2.559,-30.2,5.2,5.2
,DK  Metcalf,PIT,WR,1,50,80.645,4,2,6,0,1.5,3,50,6,3,0,6,0,4,2,6,1,0,-2.16,-0.54,-29.361,-98.05,5.2,5.2
,Hunter  Long,JAX,TE,1,51,62.963,3,1,6,0,2,6,33.333,1,1,0,6,0,3,1,6,0,0,-0.517,-0.172,-8.288,-45.94,3.2,3.2
,Curtis  Samuel,BUF,WR,1,27,41.538,1,1,6,0,6,6,100,4,4,0,6,0,1,1,6,0,0,0.309,0.309,1.622,21.53,3.2,3.2
,Kareem  Hunt,KC,RB,1,46,79.31,2,1,6,0,3,6,50,9,9,0,6,0,2,1,6,0,0,-0.413,-0.207,0.279,-11.48,25,25
,Ja'Tavion  Sanders,CAR,TE,1,28,50,1,1,5,0,5,5,100,0,0,0,5,0,1,1,5,0,0,0.187,0.187,-2.382,-41.95,3,3
,Ray-Ray  McCloud,NYG,WR,1,51,85,1,1,5,0,5,5,100,5,5,0,5,0,1,1,5,0,0,0.177,0.177,-1.294,-28.91,3,3
,Chimere  Dike,TEN,WR,1,38,84.444,3,1,5,0,1.667,5,33.333,9,9,0,5,0,3,1,5,0,0,-0.273,-0.091,-6.844,-42.27,3,3
,Jayden  Higgins,HST,WR,1,35,46.667,1,1,4,0,4,4,100,0,0,0,4,0,1,1,4,0,0,-0.07,-0.07,-2.819,-51.4,2.8,2.8
,Roman  Wilson,PIT,WR,1,28,45.161,2,1,4,0,2,4,50,5,5,1,4,0,2,1,4,0,0,-3.875,-1.938,-21.688,-143.38,2.8,2.8
,Ollie  Gordon II,MIA,RB,1,12,19.048,1,1,3,0,3,3,100,7,7,0,3,0,1,1,3,0,0,-0.339,-0.339,2.274,29.16,3.8,3.8
,Jahmyr  Gibbs,DET,RB,1,41,66.129,3,3,3,0,1,1,100,15,5,0,6,0,3,3,3,0,0,-2.155,-0.718,-11.165,-87.75,11.6,11.6
,Alvin  Kamara,NO,RB,1,22,55,3,1,3,0,1,3,33.333,9,9,0,3,0,3,1,3,0,0,-2.486,-0.829,-6.949,-56.65,5.4,5.4
,Jacory  Croskey-Merritt,WAS,RB,1,29,40.845,1,1,3,0,3,3,100,1,1,0,3,0,1,1,3,0,0,1.435,1.435,-2.083,-55.82,10.2,10.2
,Derrick  Henry,BLT,RB,1,36,62.069,1,1,2,0,2,2,100,1,1,0,2,0,1,1,2,0,0,-0.437,-0.437,-7.312,-151.24,26.2,26.2
,Dare  Ogunbowale,HST,RB,1,12,16,1,1,2,0,2,2,100,3,3,0,2,0,1,1,2,0,0,-1.408,-1.408,-9.045,-143.52,2.4,2.4
,Harrison  Bryant,HST,TE,1,20,26.667,2,1,2,0,1,2,50,0,0,0,2,0,2,1,2,0,0,-0.966,-0.483,-11.994,-91.36,2.4,2.4
,Ameer  Abdullah,IND,RB,1,5,6.667,1,1,2,0,2,2,100,0,0,0,2,0,1,1,2,0,0,-0.643,-0.643,-3.502,-88.54,3,3
,Scott  Matlock,LAC,FB,1,27,39.13,1,1,2,1,2,2,100,2,2,1,2,0,1,1,2,0,0,1.156,1.156,9.763,76.98,14.4,14.4
,JuJu  Smith-Schuster,KC,WR,1,15,25.862,1,1,2,0,2,2,100,3,3,0,2,0,1,1,2,0,0,-0.321,-0.321,-6.065,-89.72,2.4,2.4
,Jordan  Mason,MIN,RB,1,32,53.333,1,1,1,0,1,1,100,1,1,0,1,0,1,1,1,0,0,-0.595,-0.595,-0.605,-26.1,9.4,9.4
,Jimmy  Horn Jr.,CAR,WR,1,13,23.214,2,1,1,0,0.5,1,50,1,1,0,1,0,2,1,1,0,0,-1.264,-0.632,-11.661,-90.31,3.6,3.6
,Emanuel  Wilson,GB,RB,1,21,33.333,2,1,1,0,0.5,1,50,7,7,0,1,0,2,1,1,0,0,-1.587,-0.794,-8.851,-121.3,5.4,5.4
,Devin  Neal,NO,RB,1,16,40,1,1,1,0,1,1,100,2,2,0,1,0,1,1,1,0,0,-0.742,-0.742,-2.487,-65.4,4.4,4.4
,LeQuint  Allen Jr.,JAX,RB,1,18,22.222,1,1,1,0,1,1,100,0,0,0,1,0,1,1,1,0,0,-0.404,-0.404,-4.262,-86.14,4.2,4.2
,Alec  Ingold,MIA,FB,1,12,19.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tanner  Conner,MIA,TE,1,26,41.27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.942,-0.942,-4.807,-137.48,0,0
,DeAndre  Hopkins,BLT,WR,1,18,31.034,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.581,-1.581,-7.659,-108.93,0,0
,Dee  Eskridge,MIA,WR,1,8,12.698,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.592,-1.592,-10.563,-110.52,0,0
,Rome  Odunze,CHI,WR,1,76,93.827,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,-1.778,-0.593,-24.491,-115.3,0,0
,Drew  Sample,CIN,TE,1,27,41.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Devin  Duvernay,CHI,WR,1,2,2.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Kalif  Raymond,DET,WR,1,29,46.774,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.136,-0.136,-8.482,-119.07,0,0
,Ben  Yurosek,MIN,TE,1,13,21.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Adam  Thielen,MIN,WR,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Isaac  TeSlaa,DET,WR,1,3,4.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Mitchell  Evans,CAR,TE,1,21,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tommy  Tremble,CAR,TE,1,29,51.786,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.275,-0.275,-5.318,-84.01,0,0
,Chuba  Hubbard,CAR,RB,1,11,19.643,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.523,-0.523,-5.06,-85.31,3.4,3.4
,Trevor  Etienne,CAR,RB,1,2,3.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,John  FitzPatrick,GB,TE,1,18,28.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Nick  Chubb,HST,RB,1,26,34.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,6.8,6.8
,Jaylin  Noel,HST,WR,1,11,14.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,-0.6,-0.6
,Woody  Marks,HST,RB,1,34,45.333,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-1.74,-0.58,-14.774,-116.57,5.4,5.4
,Evan  Engram,DEN,TE,1,31,50,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-3.151,-1.05,-15.633,-93.22,0,0
,Adam  Prentice,DEN,FB,1,10,16.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.4,0.4
,Trent  Sherfield,DEN,WR,1,8,12.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,David  Sills,ATL,WR,1,37,66.071,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.027,-1.027,-3.005,-88.92,0,0
,Kayshon  Boutte,NE,WR,1,18,24.658,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.843,-0.843,-6.652,-91.26,0,0
,Kyle  Williams,NE,WR,1,31,42.466,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.56,-0.56,-7.558,-100.27,0,0
,Tyler  Allgeier,ATL,RB,1,16,28.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,1.2,1.2
,Charlie  Woerner,ATL,TE,1,5,8.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Demarcus  Robinson,SF,WR,1,21,31.343,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.758,-0.758,-6.297,-99.68,0,0
,Brian  Robinson,SF,RB,1,7,10.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,22.6,22.6
,Jake  Tonges,SF,TE,1,5,7.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Ben  Skowronek,PIT,WR,1,22,35.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Mo  Alie-Cox,IND,TE,1,25,33.333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.472,-0.472,-9.111,-121.16,0,0
,Ashton  Dulin,IND,WR,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Connor  Heyward,PIT,TE,1,3,4.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.8,0.8
,Kimani  Vidal,LAC,RB,1,47,68.116,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.757,-0.757,-5.248,-119.86,6,6
,KeAndre  Lambert-Smith,LAC,WR,1,4,5.797,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.463,-0.463,-9.108,-126.88,0,0
,Jordan  Whittington,LA,WR,1,31,40.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Kyren  Williams,LA,RB,1,52,67.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,34.8,34.8
,Konata  Mumpfield,LA,WR,1,25,32.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Taysom  Hill,NO,QB,1,9,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,6,6
,Foster  Moreau,NO,TE,1,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Devaughn  Vele,NO,WR,1,11,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Blake  Corum,LA,RB,1,21,27.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,11.6,11.6
,Jack  Stoll,NO,TE,1,9,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tyler  Lockett,LV,WR,1,18,29.032,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.938,-0.938,-5.488,-87.8,0,0
,Johnny  Mundt,JAX,TE,1,24,29.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Ray  Davis,BUF,RB,1,2,3.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Brashard  Smith,KC,RB,1,10,17.241,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.54,-0.54,-0.462,-24.54,1.4,1.4
,Tyquan  Thornton,KC,WR,1,13,22.414,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.333,-0.333,-6.347,-100.73,0,0
,Noah  Gray,KC,TE,1,22,37.931,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.834,-0.834,-4.463,-111.46,0,0
,Jeremy  McNichols,WAS,RB,1,15,21.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Chris  Moore,WAS,WR,1,46,64.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Ben  Sinnott,WAS,TE,1,17,23.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Brevyn  Spann-Ford,DAL,TE,1,9,13.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Javonte  Williams,DAL,RB,1,56,81.159,1,1,0,0,0,0,100,-2,-2,0,0,0,1,1,0,0,0,-3.763,-3.763,-14.516,-525.81,18.6,18.6
,Jalen  Tolbert,DAL,WR,1,7,10.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Zay  Jones,ARZ,WR,1,33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Greg  Dortch,ARZ,WR,1,15,22.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,1.8,1.8
,Hunter  Luepke,DAL,FB,1,4,5.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Emari  Demercado,ARZ,RB,1,27,40.909,1,1,-1,0,-1,-1,100,0,0,0,0,0,1,1,-1,0,0,-0.939,-0.939,-1.422,-264.65,17.6,17.6
,J.K.  Dobbins,DEN,RB,1,29,46.774,1,1,-2,0,-2,-2,100,0,0,0,0,0,1,1,-2,0,0,-0.693,-0.693,-7.822,-146.41,13.8,13.8
,Jaylen  Warren,PIT,RB,1,35,56.452,2,2,-2,0,-1,-1,100,5,2.5,0,0,0,2,2,-2,0,0,-2.629,-1.315,-15.451,-133.88,33.8,33.8
,Bhayshul  Tuten,JAX,RB,1,20,24.691,1,1,-3,0,-3,-3,100,3,3,0,0,0,1,1,-3,0,0,-0.832,-0.832,-5.778,-143.09,19.2,19.2
