BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT
,Courtland Sutton,DEN,WR,1,10,6,62,0,27,79.412,2,7,20.588,1.143,0,0,0,0,0,0,0,0,0
,Kimani Vidal,LAC,RB,1,3,1,60,0,0,0,0,1,4.167,0,22,91.667,2.727,0,0,0,1,4.167,0
,Jake Ferguson,DAL,TE,1,7,5,58,0,5,11.364,0,23,52.273,2.043,0,0,0,8,18.182,0,8,18.182,1.375
,Quinshon Judkins,CLV,RB,1,3,1,58,0,1,7.692,0,1,7.692,0,10,76.923,5.8,0,0,0,1,7.692,0
,Trey McBride,ARZ,TE,1,9,5,58,0,6,13.043,0,32,69.565,1.25,0,0,0,7,15.217,2.571,1,2.174,0
,Chris Godwin Jr.,TB,WR,1,8,5,55,0,16,61.538,2.125,10,38.462,2.1,0,0,0,0,0,0,0,0,0
,Xavier Worthy,KC,WR,1,4,3,55,0,21,75,2.619,6,21.429,0,1,3.571,0,0,0,0,0,0,0
,Mason Taylor,NYJ,TE,1,8,5,51,0,8,29.63,0,9,33.333,1.889,0,0,0,2,7.407,7.5,8,29.63,2.375
,Jaylen Waddle,MIA,WR,1,7,5,50,1,14,77.778,2.714,4,22.222,3,0,0,0,0,0,0,0,0,0
,Jack Bech,LV,WR,1,6,6,50,0,21,72.414,1.381,7,24.138,3,0,0,0,0,0,0,1,3.448,0
,Jaylen Warren,PIT,RB,1,3,3,49,1,0,0,0,0,0,0,15,100,3.267,0,0,0,0,0,0
,Brock Bowers,LV,TE,1,5,4,46,1,6,17.143,0,14,40,2.214,1,2.857,0,5,14.286,0,9,25.714,1.667
,Bo Melton,GB,CB,1,2,1,45,1,2,40,0,3,60,15,0,0,0,0,0,0,0,0,0
,Ja'Marr Chase,CIN,WR,1,8,5,44,0,26,70.27,0.5,10,27.027,2.6,1,2.703,5,0,0,0,0,0,0
,Cole Kmet,CHI,TE,1,3,2,42,0,3,12,0,0,0,0,4,16,6.5,9,36,0,9,36,1.778
,Terry McLaurin,WAS,WR,1,6,3,41,0,18,94.737,2.278,1,5.263,0,0,0,0,0,0,0,0,0,0
,Greg Dulcich,MIA,TE,1,3,3,41,0,2,15.385,0,2,15.385,3,0,0,0,4,30.769,3,5,38.462,4.6
,Tyler Lockett,LV,WR,1,4,3,41,0,6,23.077,4.333,20,76.923,0.75,0,0,0,0,0,0,0,0,0
,Dalton Kincaid,BUF,TE,1,5,4,41,1,2,11.765,0,6,35.294,1.5,0,0,0,3,17.647,0,6,35.294,5.333
,Devaughn Vele,NO,WR,1,5,3,40,0,9,42.857,0,11,52.381,3.636,0,0,0,0,0,0,1,4.762,0
,Jakobi Meyers,JAX,WR,1,10,4,39,1,16,59.259,1.563,10,37.037,0.9,1,3.704,5,0,0,0,0,0,0
,Juwan Johnson,NO,TE,1,4,4,38,0,4,25,0,5,31.25,4,0,0,0,3,18.75,4,4,25,1.5
,George Pickens,DAL,WR,1,9,5,37,0,41,91.111,0.805,4,8.889,1,0,0,0,0,0,0,0,0,0
,DeVonta Smith,PHI,WR,1,8,4,37,0,17,41.463,2,24,58.537,0.125,0,0,0,0,0,0,0,0,0
,Cooper Kupp,SEA,WR,1,3,2,35,1,12,44.444,2,13,48.148,0,1,3.704,0,0,0,0,1,3.704,11
,Marquise Brown,KC,WR,1,2,1,35,0,9,56.25,0,6,37.5,5.833,1,6.25,0,0,0,0,0,0,0
,John Metchie III,NYJ,WR,1,8,4,34,0,27,71.053,1.259,11,28.947,0,0,0,0,0,0,0,0,0,0
,Rashee Rice,KC,WR,1,8,4,34,0,13,46.429,0.385,14,50,1.571,1,3.571,7,0,0,0,0,0,0
,Jayden Higgins,HST,WR,1,5,3,34,0,15,78.947,1.733,4,21.053,2,0,0,0,0,0,0,0,0,0
,Tyler Allgeier,ATL,RB,1,2,2,33,0,0,0,0,0,0,0,10,100,3.3,0,0,0,0,0,0
,Pat Bryant,DEN,WR,1,4,4,32,0,10,35.714,1.9,17,60.714,0.765,1,3.571,0,0,0,0,0,0,0
,Jalen Brooks,ARZ,WR,1,3,2,32,0,17,89.474,1.882,2,10.526,0,0,0,0,0,0,0,0,0,0
,Colby Parkinson,LA,TE,1,5,3,32,1,6,25,0,4,16.667,1.5,0,0,0,10,41.667,1.2,4,16.667,3.5
,Calvin Austin III,PIT,WR,1,2,1,31,0,4,25,7.75,12,75,0,0,0,0,0,0,0,0,0,0
,Jayden Reed,GB,WR,1,4,4,31,0,3,17.647,2,13,76.471,1.923,1,5.882,0,0,0,0,0,0,0
,James Cook,BUF,RB,1,2,2,31,0,0,0,0,0,0,0,24,100,1.292,0,0,0,0,0,0
,Jalen Nailor,MIN,WR,1,3,3,30,0,6,33.333,3.5,12,66.667,0.75,0,0,0,0,0,0,0,0,0
,Chris Olave,NO,WR,1,5,3,30,0,18,78.261,1.667,5,21.739,0,0,0,0,0,0,0,0,0,0
,Colston Loveland,CHI,TE,1,5,4,29,1,2,9.091,0,5,22.727,2,3,13.636,0,2,9.091,0.5,10,45.455,1.8
,Davante Adams,LA,WR,1,6,4,29,0,17,77.273,1.706,4,18.182,0,1,4.545,0,0,0,0,0,0,0
,Tyjae Spears,TEN,RB,1,4,2,28,0,1,5.556,0,2,11.111,0,13,72.222,0.308,0,0,0,2,11.111,12
,AJ Barner,SEA,TE,1,4,3,27,0,2,8,0,4,16,1.25,1,4,0,6,24,1.167,12,48,1.25
,Kenneth Gainwell,PIT,RB,1,7,6,27,0,2,10,0,7,35,2.857,9,45,0.778,0,0,0,2,10,0
,Brenton Strange,JAX,TE,1,6,3,27,0,3,12.5,2.333,11,45.833,0,2,8.333,0,1,4.167,0,7,29.167,2.857
,Deebo Samuel Sr.,WAS,WR,1,6,4,27,0,0,0,0,17,94.444,1.588,1,5.556,0,0,0,0,0,0,0
,Lil'Jordan Humphrey,DEN,WR,1,3,3,27,0,5,55.556,5.4,4,44.444,0,0,0,0,0,0,0,0,0,0
,KaVontae Turpin,DAL,WR,1,2,2,26,0,7,25,0.714,21,75,1,0,0,0,0,0,0,0,0,0
,Bucky Irving,TB,RB,1,3,2,26,1,0,0,0,0,0,0,19,100,1.368,0,0,0,0,0,0
,Isaiah Likely,BLT,TE,1,6,4,25,1,5,25,0.8,14,70,1.5,0,0,0,0,0,0,1,5,0
,RJ Harvey,DEN,RB,1,6,6,25,0,1,3.448,0,0,0,0,28,96.552,0.893,0,0,0,0,0,0
,Chimere Dike,TEN,WR,1,8,5,24,1,7,28,0.571,17,68,1.176,1,4,0,0,0,0,0,0,0
,Devin Duvernay,CHI,WR,1,1,1,24,0,1,100,24,0,0,0,0,0,0,0,0,0,0,0,0
,Josh Oliver,MIN,TE,1,2,2,24,2,0,0,0,4,36.364,4.5,0,0,0,4,36.364,0,3,27.273,2
,Adonai Mitchell,NYJ,WR,1,6,1,24,0,29,76.316,0.828,9,23.684,0,0,0,0,0,0,0,0,0,0
,Isaiah Williams,NYJ,WR,1,3,2,24,0,4,18.182,2.25,18,81.818,0.833,0,0,0,0,0,0,0,0,0
,Tre Tucker,LV,WR,1,5,2,24,0,27,81.818,0.407,5,15.152,0,1,3.03,13,0,0,0,0,0,0
,Rashod Bateman,BLT,WR,1,3,2,23,0,27,87.097,0.667,4,12.903,1.25,0,0,0,0,0,0,0,0,0
,Cedric Tillman,CLV,WR,1,3,1,23,0,15,53.571,1.533,13,46.429,0,0,0,0,0,0,0,0,0,0
,Josh Downs,IND,WR,1,5,4,23,0,4,17.391,0,18,78.261,1.278,1,4.348,0,0,0,0,0,0,0
,Luke Musgrave,GB,TE,1,4,2,22,0,1,11.111,0,3,33.333,4,0,0,0,4,44.444,2.5,1,11.111,0
,Dalton Schultz,HST,TE,1,4,3,22,0,0,0,0,15,50,0.933,0,0,0,6,20,0.667,9,30,0.444
,Keenan Allen,LAC,WR,1,3,3,22,0,15,65.217,1.467,8,34.783,0,0,0,0,0,0,0,0,0,0
,Dylan Drummond,ATL,WR,1,5,3,21,0,15,68.182,1.2,7,31.818,0.429,0,0,0,0,0,0,0,0,0
,Josh Whyle,GB,TE,1,1,1,21,0,2,16.667,0,2,16.667,0,1,8.333,0,0,0,0,7,58.333,3
,Davis Allen,LA,TE,1,2,2,21,0,3,17.647,0,6,35.294,0,0,0,0,3,17.647,3,5,29.412,2.4
,Gabe Davis,BUF,WR,1,2,2,21,0,19,86.364,1.105,3,13.636,0,0,0,0,0,0,0,0,0,0
,Isaac TeSlaa,DET,WR,1,3,2,20,1,24,82.759,0.333,4,13.793,3,1,3.448,0,0,0,0,0,0,0
,Zach Charbonnet,SEA,RB,1,3,2,20,0,0,0,0,1,6.25,0,15,93.75,1.333,0,0,0,0,0,0
,Chig Okonkwo,TEN,TE,1,2,2,20,0,3,14.286,0,5,23.81,0,1,4.762,0,2,9.524,0,10,47.619,2
,Charlie Kolar,BLT,TE,1,1,1,19,0,0,0,0,1,25,19,0,0,0,3,75,0,0,0,0
,D'Andre Swift,CHI,RB,1,4,3,19,0,0,0,0,1,4.545,0,16,72.727,0.563,0,0,0,5,22.727,2
,Noah Brown,WAS,WR,1,2,1,19,0,17,80.952,1.118,4,19.048,0,0,0,0,0,0,0,0,0,0
,Jeremy Ruckert,NYJ,TE,1,3,2,19,0,2,10.526,0,5,26.316,0,1,5.263,0,4,21.053,0,7,36.842,2.714
,Cade Otton,TB,TE,1,4,3,19,0,3,11.538,0,12,46.154,0.25,2,7.692,0,4,15.385,2.25,5,19.231,1.4
,Tyquan Thornton,KC,WR,1,3,2,19,0,9,81.818,2.111,2,18.182,0,0,0,0,0,0,0,0,0,0
,Darius Cooper,PHI,WR,1,1,1,19,0,3,33.333,0,6,66.667,3.167,0,0,0,0,0,0,0,0,0
,Gage Larvadain,CLV,WR,1,3,2,18,0,9,50,0,8,44.444,2.25,1,5.556,0,0,0,0,0,0,0
,Bam Knight,ARZ,RB,1,6,3,18,0,2,10.526,0,0,0,0,16,84.211,1.125,0,0,0,1,5.263,0
,Michael Carter,ARZ,RB,1,4,2,18,0,2,7.407,0,2,7.407,0,23,85.185,0.783,0,0,0,0,0,0
,Tre Harris,LAC,WR,1,2,1,18,0,4,33.333,0,8,66.667,2.25,0,0,0,0,0,0,0,0,0
,Van Jefferson,TEN,WR,1,4,2,17,0,19,86.364,0.579,2,9.091,0,1,4.545,6,0,0,0,0,0,0
,Andrew Beck,NYJ,FB,1,1,1,17,0,0,0,0,1,33.333,17,1,33.333,0,0,0,0,1,33.333,0
,Adam Trautman,DEN,TE,1,2,2,17,0,1,4.348,0,6,26.087,2,1,4.348,0,5,21.739,0,10,43.478,0.5
,Ian Thomas,LV,TE,1,2,2,17,0,1,7.692,0,1,7.692,0,1,7.692,0,3,23.077,0,7,53.846,2.429
,Andrei Iosivas,CIN,WR,1,3,2,17,0,11,45.833,1.545,13,54.167,0,0,0,0,0,0,0,0,0,0
,Foster Moreau,NO,TE,1,1,1,16,0,0,0,0,1,14.286,0,0,0,0,6,85.714,2.667,0,0,0
,Tyrell Shavers,BUF,WR,1,1,1,16,0,7,43.75,2.286,7,43.75,0,0,0,0,1,6.25,0,1,6.25,0
,Khalil Shakir,BUF,WR,1,3,2,16,1,7,36.842,0,10,52.632,1.6,1,5.263,0,0,0,0,1,5.263,0
,Keon Coleman,BUF,WR,1,3,2,16,0,6,66.667,2.667,2,22.222,0,0,0,0,1,11.111,0,0,0,0
,Tyler Warren,IND,TE,1,6,2,15,0,7,20,0,17,48.571,0.765,1,2.857,0,5,14.286,0,5,14.286,0.4
,Emeka Egbuka,TB,WR,1,9,2,15,0,16,61.538,0.938,8,30.769,0,2,7.692,0,0,0,0,0,0,0
,Noah Fant,CIN,TE,1,2,1,15,0,3,23.077,0,3,23.077,0,0,0,0,2,15.385,0,5,38.462,3
,Elic Ayomanor,TEN,WR,1,3,1,14,1,17,70.833,0.824,6,25,0,1,4.167,0,0,0,0,0,0,0
,John FitzPatrick,GB,TE,1,2,2,14,0,0,0,0,1,10,0,0,0,0,4,40,2,5,50,1.2
,Devin Neal,NO,RB,1,1,1,14,0,1,5.263,0,0,0,0,18,94.737,0.778,0,0,0,0,0,0
,Ty Johnson,BUF,RB,1,3,2,14,0,1,12.5,0,1,12.5,0,5,62.5,2.8,0,0,0,1,12.5,0
,Noah Gray,KC,TE,1,3,1,14,0,1,7.143,0,3,21.429,4.667,1,7.143,0,3,21.429,0,6,42.857,0
,David Montgomery,DET,RB,1,1,1,13,0,0,0,0,0,0,0,11,100,1.182,0,0,0,0,0,0
,Ben Skowronek,PIT,WR,1,1,1,13,0,2,50,6.5,0,0,0,0,0,0,0,0,0,2,50,0
,De'Von Achane,MIA,RB,1,1,1,13,0,0,0,0,1,8.333,0,10,83.333,1.3,0,0,0,1,8.333,0
,Darren Waller,MIA,TE,1,3,1,13,0,7,53.846,1.857,3,23.077,0,0,0,0,1,7.692,0,2,15.385,0
,Kyren Williams,LA,RB,1,2,2,13,0,0,0,0,2,9.091,0,19,86.364,0.684,0,0,0,1,4.545,0
,Luke Schoonmaker,DAL,TE,1,2,1,12,0,1,12.5,0,5,62.5,2.4,0,0,0,2,25,0,0,0,0
,Darnell Washington,PIT,TE,1,1,1,12,0,2,20,0,4,40,0,0,0,0,0,0,0,4,40,3
,T.J. Hockenson,MIN,TE,1,3,2,12,1,3,15.789,0,10,52.632,1.2,0,0,0,1,5.263,0,5,26.316,0
,Chase Brown,CIN,RB,1,4,3,12,1,0,0,0,1,4.167,1,23,95.833,0.478,0,0,0,0,0,0
,Jaylin Noel,HST,WR,1,2,2,12,0,7,41.176,1,10,58.824,0.5,0,0,0,0,0,0,0,0,0
,Ladd McConkey,LAC,WR,1,5,1,12,0,12,37.5,0,20,62.5,0.6,0,0,0,0,0,0,0,0,0
,Rasheen Ali,BLT,RB,1,3,2,11,0,0,0,0,0,0,0,20,100,0.55,0,0,0,0,0,0
,Justin Jefferson,MIN,WR,1,4,2,11,0,15,68.182,-0.133,7,31.818,1.857,0,0,0,0,0,0,0,0,0
,Zach Ertz,WAS,TE,1,2,1,11,0,3,15,3.667,11,55,0,0,0,0,2,10,0,4,20,0
,Troy Franklin,DEN,WR,1,4,3,11,0,12,80,0.917,3,20,0,0,0,0,0,0,0,0,0,0
,Adam Prentice,DEN,FB,1,2,2,11,0,1,10,0,0,0,0,8,80,1.375,0,0,0,1,10,0
,Tanner Hudson,CIN,TE,1,1,1,11,0,1,25,0,1,25,0,0,0,0,0,0,0,2,50,5.5
,Omarion Hampton,LAC,RB,1,2,2,11,1,0,0,0,1,11.111,0,8,88.889,1.375,0,0,0,0,0,0
,Jerome Ford,CLV,RB,1,3,2,10,0,2,16.667,0,0,0,0,9,75,1.111,0,0,0,1,8.333,0
,Malik Washington,MIA,WR,1,4,3,10,0,6,46.154,1.167,6,46.154,0.5,1,7.692,0,0,0,0,0,0,0
,Cody White,SEA,WR,1,1,1,9,0,3,75,0,1,25,9,0,0,0,0,0,0,0,0,0
,Mark Andrews,BLT,TE,1,5,1,9,0,6,20,0,24,80,0.375,0,0,0,0,0,0,0,0,0
,Pat Freiermuth,PIT,TE,1,3,2,9,0,5,20.833,0,11,45.833,0.273,0,0,0,3,12.5,0,5,20.833,1.2
,Jaleel McLaughlin,DEN,RB,1,1,1,9,0,1,33.333,0,0,0,0,2,66.667,4.5,0,0,0,0,0,0
,Bijan Robinson,ATL,RB,1,2,2,8,0,3,14.286,2.667,0,0,0,18,85.714,0,0,0,0,0,0,0
,Derrick Henry,BLT,RB,1,2,1,8,0,0,0,0,0,0,0,13,100,0.615,0,0,0,0,0,0
,Gunnar Helm,TEN,TE,1,2,1,8,0,2,14.286,0,4,28.571,0,0,0,0,5,35.714,0,3,21.429,2.667
,Travis Etienne,JAX,RB,1,1,1,8,0,0,0,0,0,0,0,19,100,0.421,0,0,0,0,0,0
,LeQuint Allen Jr.,JAX,RB,1,2,2,8,0,0,0,0,0,0,0,12,100,0.667,0,0,0,0,0,0
,Ben Sinnott,WAS,TE,1,1,1,8,0,0,0,0,0,0,0,1,50,0,0,0,0,1,50,8
,Evan Engram,DEN,TE,1,2,2,8,0,2,8,0,12,48,0.167,2,8,0,6,24,0,3,12,2
,Ashton Jeanty,LV,RB,1,4,2,8,0,2,9.091,4,0,0,0,20,90.909,0,0,0,0,0,0,0
,Travis Kelce,KC,TE,1,5,1,8,0,4,13.333,0,13,43.333,0,1,3.333,0,4,13.333,0,8,26.667,1
,Woody Marks,HST,RB,1,3,2,8,1,1,3.448,0,0,0,0,28,96.552,0.286,0,0,0,0,0,0
,Quentin Johnston,LAC,WR,1,3,2,8,0,27,90,0.296,3,10,0,0,0,0,0,0,0,0,0,0
,Anthony Firkser,DET,TE,1,1,1,7,0,2,9.524,0,7,33.333,1,0,0,0,2,9.524,0,10,47.619,0
,Brevyn Spann-Ford,DAL,TE,1,1,1,7,0,0,0,0,0,0,0,0,0,0,4,66.667,1.75,2,33.333,0
,Olamide Zaccheaus,CHI,WR,1,3,2,7,1,21,70,0.333,9,30,0,0,0,0,0,0,0,0,0,0
,Samaje Perine,CIN,RB,1,1,1,7,0,0,0,0,1,6.667,0,13,86.667,0.538,0,0,0,1,6.667,0
,Oronde Gadsden II,LAC,TE,1,4,1,7,0,6,26.087,0,10,43.478,0,0,0,0,3,13.043,2.333,4,17.391,0
,Darnell Mooney,ATL,WR,1,4,1,6,0,14,51.852,0.429,13,48.148,0,0,0,0,0,0,0,0,0,0
,David Martin-Robinson,TEN,TE,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,3
,Josh Jacobs,GB,RB,1,2,2,6,0,0,0,0,0,0,0,15,100,0.4,0,0,0,0,0,0
,Chris Brooks,GB,RB,1,1,1,6,0,0,0,0,0,0,0,7,100,0.857,0,0,0,0,0,0
,Xavier Smith,LA,WR,1,1,1,6,0,6,42.857,1,8,57.143,0,0,0,0,0,0,0,0,0,0
,Christian Kirk,HST,WR,1,3,1,6,0,4,26.667,1.5,11,73.333,0,0,0,0,0,0,0,0,0,0
,Ameer Abdullah,IND,RB,1,2,2,5,0,2,15.385,0,0,0,0,11,84.615,0.455,0,0,0,0,0,0
,Zavier Scott,MIN,RB,1,1,1,5,0,0,0,0,0,0,0,3,100,1.667,0,0,0,0,0,0
,Sterling Shepard,TB,WR,1,1,1,5,0,11,57.895,0.455,8,42.105,0,0,0,0,0,0,0,0,0,0
,Marvin Mims Jr.,DEN,WR,1,1,1,5,0,11,73.333,0,3,20,0,1,6.667,5,0,0,0,0,0,0
,Tyler Badie,DEN,RB,1,1,1,5,0,0,0,0,0,0,0,8,100,0.625,0,0,0,0,0,0
,Konata Mumpfield,LA,WR,1,1,1,5,0,5,62.5,1,2,25,0,0,0,0,0,0,0,1,12.5,0
,Jordan Whittington,LA,WR,1,1,1,5,0,0,0,0,1,33.333,0,2,66.667,2.5,0,0,0,0,0,0
,JuJu Smith-Schuster,KC,WR,1,2,1,5,0,5,55.556,0,4,44.444,1.25,0,0,0,0,0,0,0,0,0
,Ross Dwelley,DET,TE,1,1,1,4,0,0,0,0,2,28.571,0,0,0,0,2,28.571,2,3,42.857,0
,Deven Thompkins,ATL,WR,1,1,1,4,0,4,100,1,0,0,0,0,0,0,0,0,0,0,0,0
,Adam Thielen,PIT,WR,1,1,1,4,0,7,58.333,0.571,5,41.667,0,0,0,0,0,0,0,0,0,0
,Andre Baccellia,ARZ,WR,1,3,1,3,0,19,51.351,0,18,48.649,0.167,0,0,0,0,0,0,0,0,0
,Blake Corum,LA,RB,1,1,1,3,0,0,0,0,0,0,0,9,100,0.333,0,0,0,0,0,0
,Jackson Hawes,BUF,TE,1,1,1,3,1,0,0,0,0,0,0,1,12.5,3,6,75,0,1,12.5,0
,Jahan Dotson,PHI,WR,1,3,1,3,0,11,44,0.273,14,56,0,0,0,0,0,0,0,0,0,0
,Will Shipley,PHI,RB,1,1,1,3,0,3,50,0,0,0,0,3,50,1,0,0,0,0,0,0
,Durham Smythe,CHI,TE,1,1,1,2,0,0,0,0,1,11.111,0,5,55.556,0,1,11.111,2,2,22.222,0
,Jeremy McNichols,WAS,RB,1,1,1,2,0,0,0,0,1,9.091,0,10,90.909,0.2,0,0,0,0,0,0
,Rachaad White,TB,RB,1,2,1,2,0,2,13.333,0,1,6.667,0,12,80,0.167,0,0,0,0,0,0
,Raheem Mostert,LV,RB,1,1,1,2,0,0,0,0,0,0,0,13,100,0.154,0,0,0,0,0,0
,David Njoku,CLV,TE,1,1,1,1,1,1,33.333,0,0,0,0,0,0,0,2,66.667,0.5,0,0,0
,Will Dissly,LAC,TE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,25,0,6,75,0.167
,Javonte Williams,DAL,RB,1,4,2,0,0,2,4.762,0,2,4.762,0,37,88.095,0,0,0,0,1,2.381,0
,Hunter Luepke,DAL,FB,1,0,0,0,0,0,0,0,0,0,0,9,75,0,0,0,0,3,25,0
,Tom Kennedy,DET,WR,1,0,0,0,0,3,60,0,2,40,0,0,0,0,0,0,0,0,0,0
,David Sills,ATL,WR,1,4,0,0,0,20,66.667,0,10,33.333,0,0,0,0,0,0,0,0,0,0
,Charlie Woerner,ATL,TE,1,0,0,0,0,1,11.111,0,1,11.111,0,2,22.222,0,1,11.111,0,4,44.444,0
,Elijah Arroyo,SEA,TE,1,1,0,0,0,0,0,0,2,40,0,0,0,0,2,40,0,1,20,0
,Jonnu Smith,PIT,TE,1,1,0,0,0,1,7.692,0,3,23.077,0,1,7.692,0,6,46.154,0,2,15.385,0
,Marquez Valdes-Scantling,PIT,WR,1,1,0,0,0,13,81.25,0,3,18.75,0,0,0,0,0,0,0,0,0,0
,Keaton Mitchell,BLT,RB,1,0,0,0,0,0,0,0,1,50,0,1,50,0,0,0,0,0,0,0
,DeAndre Hopkins,BLT,WR,1,1,0,0,0,6,85.714,0,1,14.286,0,0,0,0,0,0,0,0,0,0
,Connor Heyward,PIT,TE,1,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,1,50,0
,Tylan Wallace,BLT,WR,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kaleb Johnson,PIT,RB,1,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0
,Tony Pollard,TEN,RB,1,0,0,0,0,0,0,0,0,0,0,10,90.909,0,0,0,0,1,9.091,0
,Isaiah Bond,CLV,WR,1,2,0,0,0,10,40,0,15,60,0,0,0,0,0,0,0,0,0,0
,Malachi Corley,CLV,WR,1,0,0,0,0,0,0,0,1,50,0,1,50,0,0,0,0,0,0,0
,James Proche,TEN,WR,1,1,0,0,0,4,66.667,0,2,33.333,0,0,0,0,0,0,0,0,0,0
,Blake Whiteheart,CLV,TE,1,1,0,0,0,1,7.692,0,5,38.462,0,0,0,0,3,23.077,0,4,30.769,0
,Dontayvion Wicks,GB,WR,1,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Romeo Doubs,GB,WR,1,2,0,0,0,16,84.211,0,3,15.789,0,0,0,0,0,0,0,0,0,0
,Emanuel Wilson,GB,RB,1,0,0,0,0,1,20,0,0,0,0,4,80,0,0,0,0,0,0,0
,Matthew Golden,GB,WR,1,1,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0
