BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Trent  Sherfield,DEN,WR,1,0,0,0,0,0,0,0,10,17.544,1,3.448,0,,0,,0,0
,Mo  Alie-Cox,IND,TE,1,0,0,0,0,0,0,0,17,32.075,8,23.529,0,,0,,0,0
,Adonai  Mitchell,IND,WR,1,1,0,0,0,1,0,0,8,15.094,3,8.824,2.941,1,100,2.857,1,1.923
,Darnell  Washington,PIT,TE,1,0,0,0,0,0,0,0,25,43.86,14,35.897,0,,0,,0,0
,Chris  Brooks,GB,RB,1,0,0,0,0,0,0,0,2,3.175,1,2.703,0,,0,,0,0
,Jacory  Croskey-Merritt,WAS,RB,1,1,0,0,0,1,0,0,30,54.545,14,43.75,3.125,0,0,0,10,19.231
,Chris  Moore,WAS,WR,1,0,0,0,0,0,0,0,22,40,13,40.625,0,,0,,0,0
,Jaylin  Lane,WAS,WR,1,2,1,0,0,2,1,0,22,40,15,46.875,6.25,0,0,0,2,3.846
,Isiah  Pacheco,KC,RB,1,0,0,0,0,0,0,0,39,55.714,23,62.162,0,,0,,12,17.91
,Marquise  Brown,KC,WR,1,1,0,0,0,1,0,0,27,38.571,19,51.351,2.703,1,100,2.5,1,1.493
,Brashard  Smith,KC,RB,1,0,0,0,0,0,0,0,8,11.429,5,13.514,0,,0,,3,4.478
,Tyquan  Thornton,KC,WR,1,0,0,0,0,0,0,0,5,7.143,1,2.703,0,,0,,0,0
,Luther  Burden III,CHI,WR,1,1,1,-1,0,1,1,-1,13,20.313,6,15.385,2.564,0,0,0,1,1.613
,Jerome  Ford,CLV,RB,1,2,1,-1,0,2,1,-1,12,22.222,10,27.778,5.556,1,50,2.632,2,3.846
,Quinshon  Judkins,CLV,RB,1,3,3,-2,0,3,3,-2,18,33.333,8,22.222,8.333,0,0,0,12,23.077
,KaVontae  Turpin,DAL,WR,1,5,1,-2,0,5,1,-2,27,36.986,16,43.243,13.514,2,40,4.762,5,7.353
,Ashton  Dulin,IND,WR,1,1,1,-8,0,1,1,-8,12,22.642,8,23.529,2.941,0,0,0,1,1.923
