BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Cole Kmet,CHI,TE,1,51,71.831,3,2,42,0,14,21,66.667,3,1.5,2,26,0,3,2,42,1,0,-0.083,-0.028,11.025,35.98,6.2,6.2
,Terry McLaurin,WAS,WR,1,32,58.182,6,3,41,0,6.833,13.667,50,8,2.667,2,28,0,6,3,41,0,0,-4.423,-0.737,-2.986,-18.67,7.1,7.1
,Greg Dulcich,MIA,TE,1,32,50.794,3,3,41,0,13.667,13.667,100,37,12.333,2,23,0,3,3,41,0,0,3.388,1.129,14.958,75.85,7.1,7.1
,Tyler Lockett,LV,WR,1,28,56,4,3,41,0,10.25,13.667,75,1,0.333,1,26,0,4,3,41,0,0,1.578,0.394,10.926,24.25,7.1,7.1
,Dalton Kincaid,BUF,TE,1,21,32.308,5,4,41,1,8.2,10.25,80,41,10.25,3,20,0,5,4,41,1,1,3.747,0.749,12.472,28.35,14.1,14.1
,Devaughn Vele,NO,WR,1,51,91.071,5,3,40,0,8,13.333,60,8,2.667,3,16,0,5,3,40,0,0,3.079,0.616,16.007,31.39,7,7
,Jakobi Meyers,JAX,WR,1,51,78.462,10,4,39,1,3.9,9.75,40,15,3.75,3,14,0,10,4,39,2,1,-1.799,-0.18,-18.402,-36.79,14.8,14.8
,Juwan Johnson,NO,TE,1,29,51.786,4,4,38,0,9.5,9.5,100,18,4.5,2,12,0,4,4,38,0,0,2.927,0.732,11.882,48.6,7.8,7.8
,George Pickens,DAL,WR,1,63,80.769,9,5,37,0,4.111,7.4,55.556,11,2.2,2,11,0,9,5,37,0,0,-4.58,-0.509,-12.947,-31.76,8.7,8.7
,DeVonta Smith,PHI,WR,1,64,94.118,8,4,37,0,4.625,9.25,50,22,5.5,1,28,0,8,4,37,1,0,-4.677,-0.585,-16.516,-45.02,7.7,7.7
,Cooper Kupp,SEA,WR,1,42,70,3,2,35,1,11.667,17.5,66.667,24,12,2,24,0,3,2,35,1,0,3.1,1.033,20.695,74.21,11.5,11.5
,Marquise Brown,KC,WR,1,21,29.577,2,1,35,0,17.5,35,50,0,0,1,35,0,2,1,35,0,0,0.802,0.401,10.623,54.12,4.5,4.5
,John Metchie III,NYJ,WR,1,54,94.737,8,4,34,0,4.25,8.5,50,22,5.5,1,18,0,8,4,34,1,0,-4.129,-0.516,-33.595,-67.24,7.4,7.4
,Rashee Rice,KC,WR,1,49,69.014,8,4,34,0,4.25,8.5,50,39,9.75,1,15,0,8,4,34,0,0,-8.663,-1.083,-22.5,-47.56,7.4,7.4
,Jayden Higgins,HST,WR,1,38,57.576,5,3,34,0,6.8,11.333,60,7,2.333,2,17,0,5,3,34,0,0,2.955,0.591,4.116,-0.45,6.4,6.4
,Tyler Allgeier,ATL,RB,1,23,37.097,2,2,33,0,16.5,16.5,100,39,19.5,2,21,0,2,2,33,0,0,1.608,0.804,21.082,157.67,8.7,8.7
,Pat Bryant,DEN,WR,1,33,44.595,4,4,32,0,8,8,100,12,3,3,13,0,4,4,32,0,0,2.771,0.693,10.505,18.31,7.2,7.2
,Jalen Brooks,ARZ,WR,1,24,37.5,3,2,32,0,10.667,16,66.667,18,9,2,20,0,3,2,32,0,0,1.243,0.414,12.969,51.34,5.2,5.2
,Colby Parkinson,LA,TE,1,46,68.657,5,3,32,1,6.4,10.667,60,23,7.667,2,14,0,5,3,32,1,1,2.635,0.527,8.657,21.98,12.2,12.2
,Calvin Austin III,PIT,WR,1,16,30.769,2,1,31,0,15.5,31,50,10,10,1,31,0,2,1,31,0,0,1.45,0.725,5.686,17.08,4.1,4.1
,Jayden Reed,GB,WR,1,25,48.077,4,4,31,0,7.75,7.75,100,4,1,2,18,0,4,4,31,0,0,1.419,0.355,2.527,-4.49,9.3,9.3
,James Cook,BUF,RB,1,45,69.231,2,2,31,0,15.5,15.5,100,36,18,1,27,0,2,2,31,0,0,2.235,1.118,4.835,18.52,13.1,13.1
,Jalen Nailor,MIN,WR,1,35,55.556,3,3,30,0,10,10,100,15,5,2,12,0,3,3,30,0,0,3.9,1.3,13.346,45.24,6,6
,Chris Olave,NO,WR,1,51,91.071,5,3,30,0,6,10,60,11,3.667,2,12,0,5,3,30,0,0,-1.385,-0.277,-1.547,-16.76,6,6
,Colston Loveland,CHI,TE,1,40,56.338,5,4,29,1,5.8,7.25,80,13,3.25,3,11,0,5,4,29,1,1,3.349,0.67,21.65,48.4,12.9,12.9
,Davante Adams,LA,WR,1,28,41.791,6,4,29,0,4.833,7.25,66.667,3,0.75,3,10,0,6,4,29,2,0,0.183,0.031,1.514,-9.65,6.9,6.9
,Tyjae Spears,TEN,RB,1,27,42.188,4,2,28,0,7,14,50,27,13.5,1,24,0,4,2,28,0,0,1.289,0.322,5.449,13.52,6.7,6.7
,AJ Barner,SEA,TE,1,39,65,4,3,27,0,6.75,9,75,15,5,1,15,0,4,3,27,1,0,1.927,0.482,-1.107,-10.87,5.7,5.7
,Kenneth Gainwell,PIT,RB,1,25,48.077,7,6,27,0,3.857,4.5,85.714,38,6.333,1,9,0,7,6,27,1,0,-0.223,-0.032,-10.185,-43.81,16.2,16.2
,Brenton Strange,JAX,TE,1,47,72.308,6,3,27,0,4.5,9,50,18,6,1,16,0,6,3,27,0,0,-0.836,-0.139,-20.061,-50.98,5.7,5.7
,Deebo Samuel Sr.,WAS,WR,1,26,47.273,6,4,27,0,4.5,6.75,66.667,24,6,2,15,0,6,4,27,1,0,-1.615,-0.269,-12.301,-37.91,6.7,6.7
,Lil'Jordan Humphrey,DEN,WR,1,28,37.838,3,3,27,0,9,9,100,11,3.667,2,15,0,3,3,27,0,0,1.806,0.602,10.435,30.89,5.7,5.7
,KaVontae Turpin,DAL,WR,1,38,48.718,2,2,26,0,13,13,100,14,7,2,21,0,2,2,26,0,0,2.155,1.078,13.927,68.65,5,5
,Bucky Irving,TB,RB,1,36,48.649,3,2,26,1,8.667,13,66.667,34,17,1,24,0,3,2,26,0,0,1.732,0.577,14.227,65.99,16.1,16.1
,Isaiah Likely,BLT,TE,1,44,53.659,6,4,25,1,4.167,6.25,66.667,10,2.5,2,8,0,6,4,25,2,1,2.515,0.419,3.674,0.87,12.5,12.5
,RJ Harvey,DEN,RB,1,49,66.216,6,6,25,0,4.167,4.167,100,34,5.667,2,9,0,6,6,25,0,0,4.8,0.8,3.667,-3.61,22,22
,Chimere Dike,TEN,WR,1,42,65.625,8,5,24,1,3,4.8,62.5,6,1.2,2,19,0,8,5,24,1,1,-0.106,-0.013,-19.231,-43.34,13.4,13.4
,Devin Duvernay,CHI,WR,1,1,1.408,1,1,24,0,24,24,100,0,0,1,24,0,1,1,24,0,0,1.992,1.992,13.24,171.14,3.4,3.4
,Josh Oliver,MIN,TE,1,34,53.968,2,2,24,2,12,12,100,6,3,2,18,0,2,2,24,0,0,2.905,1.453,20.478,116.12,16.4,16.4
,Adonai Mitchell,NYJ,WR,1,51,89.474,6,1,24,0,4,24,16.667,3,3,1,24,0,6,1,24,1,0,-8.265,-1.378,-24.893,-65.72,3.4,3.4
,Isaiah Williams,NYJ,WR,1,31,54.386,3,2,24,0,8,12,66.667,13,6.5,1,15,0,3,2,24,0,0,1.395,0.465,4.096,5.64,4.4,4.4
,Tre Tucker,LV,WR,1,44,88,5,2,24,0,4.8,12,40,4,2,2,13,0,5,2,24,0,0,-1.131,-0.226,-5.614,-25.8,4.4,4.4
,Rashod Bateman,BLT,WR,1,66,80.488,3,2,23,0,7.667,11.5,66.667,0,0,2,18,0,3,2,23,0,0,-0.051,-0.017,4.869,5.46,4.3,4.3
,Cedric Tillman,CLV,WR,1,42,62.687,3,1,23,0,7.667,23,33.333,5,5,1,23,0,3,1,23,0,0,0.458,0.153,-7.323,-43.12,3.3,3.3
,Josh Downs,IND,WR,1,39,60,5,4,23,0,4.6,5.75,80,2,0.5,2,12,0,5,4,23,0,0,1.333,0.267,1.668,-8.21,6.3,6.3
,Luke Musgrave,GB,TE,1,20,38.462,4,2,22,0,5.5,11,50,0,0,2,12,0,4,2,22,0,0,1.4,0.35,-5.202,-27.34,4.2,4.2
,Dalton Schultz,HST,TE,1,48,72.727,4,3,22,0,5.5,7.333,75,8,2.667,1,14,0,4,3,22,0,0,0.01,0.003,-7.416,-36.6,5.2,5.2
,Keenan Allen,LAC,WR,1,40,50.633,3,3,22,0,7.333,7.333,100,2,0.667,1,10,0,3,3,22,0,0,1.367,0.456,9.719,28.47,5.2,5.2
,Dylan Drummond,ATL,WR,1,37,59.677,5,3,21,0,4.2,7,60,10,3.333,1,15,0,5,3,21,1,0,-3.058,-0.612,-11.652,-40.59,5.1,5.1
,Josh Whyle,GB,TE,1,21,40.385,1,1,21,0,21,21,100,9,9,1,21,0,1,1,21,0,0,2.067,2.067,11.557,126.02,3.1,3.1
,Davis Allen,LA,TE,1,48,71.642,2,2,21,0,10.5,10.5,100,20,10,1,12,0,2,2,21,0,0,1.639,0.819,5.465,33.01,4.1,4.1
,Gabe Davis,BUF,WR,1,36,55.385,2,2,21,0,10.5,10.5,100,0,0,1,17,0,2,2,21,0,0,3.801,1.901,6.771,23.7,4.1,4.1
,Isaac TeSlaa,DET,WR,1,45,78.947,3,2,20,1,6.667,10,66.667,2,1,1,12,0,3,2,20,2,1,1.919,0.64,7.236,21.89,10,10
,Zach Charbonnet,SEA,RB,1,25,41.667,3,2,20,0,6.667,10,66.667,17,8.5,1,15,0,3,2,20,0,0,0.547,0.182,6.213,21.31,8.6,8.6
,Chig Okonkwo,TEN,TE,1,32,50,2,2,20,0,10,10,100,19,9.5,1,11,0,2,2,20,0,0,2.197,1.099,12.402,146.41,4,4
,Charlie Kolar,BLT,TE,1,18,21.951,1,1,19,0,19,19,100,4,4,1,19,0,1,1,19,0,0,0.931,0.931,11.323,212.58,2.9,2.9
,D'Andre Swift,CHI,RB,1,39,54.93,4,3,19,0,4.75,6.333,75,25,8.333,1,10,0,4,3,19,0,0,-0.566,-0.142,0.709,-10.65,11.2,11.2
,Noah Brown,WAS,WR,1,31,56.364,2,1,19,0,9.5,19,50,0,0,1,19,0,2,1,19,0,0,-0.241,-0.12,0.431,-10.15,2.9,2.9
,Jeremy Ruckert,NYJ,TE,1,31,54.386,3,2,19,0,6.333,9.5,66.667,12,6,1,14,0,3,2,19,0,0,0.34,0.113,-3.581,-29.76,3.9,3.9
,Cade Otton,TB,TE,1,57,77.027,4,3,19,0,4.75,6.333,75,13,4.333,0,9,0,4,3,19,1,0,-1.126,-0.282,-8.459,-41.27,4.9,4.9
,Tyquan Thornton,KC,WR,1,19,26.761,3,2,19,0,6.333,9.5,66.667,0,0,2,12,0,3,2,19,1,0,1.068,0.356,8.068,21.12,3.9,3.9
,Darius Cooper,PHI,WR,1,19,27.941,1,1,19,0,19,19,100,6,6,1,19,0,1,1,19,0,0,1.214,1.214,10.238,115.78,2.9,2.9
,Gage Larvadain,CLV,WR,1,24,35.821,3,2,18,0,6,9,66.667,11,5.5,1,14,0,3,2,18,0,0,-3.47,-1.157,-3.009,-27.52,3.8,3.8
,Bam Knight,ARZ,RB,1,29,45.313,6,3,18,0,3,6,50,14,4.667,1,9,0,6,3,18,0,0,-0.698,-0.116,-1.313,-17.91,6.4,6.4
,Michael Carter,ARZ,RB,1,31,48.438,4,2,18,0,4.5,9,50,20,10,1,12,0,4,2,18,1,0,-2.91,-0.728,1.713,-6.08,5.1,5.1
,Tre Harris,LAC,WR,1,36,45.57,2,1,18,0,9,18,50,0,0,1,18,0,2,1,18,0,0,1.456,0.728,6.993,22.69,3.1,3.1
,Van Jefferson,TEN,WR,1,46,71.875,4,2,17,0,4.25,8.5,50,13,6.5,0,11,0,4,2,17,0,0,-0.903,-0.226,-8.912,-41.56,3.7,3.7
,Andrew Beck,NYJ,FB,1,7,12.281,1,1,17,0,17,17,100,5,5,1,17,0,1,1,17,0,0,1.085,1.085,9.721,149.71,2.7,2.7
,Adam Trautman,DEN,TE,1,51,68.919,2,2,17,0,8.5,8.5,100,7,3.5,1,12,0,2,2,17,0,0,0.758,0.379,8.814,59.17,3.7,3.7
,Ian Thomas,LV,TE,1,24,48,2,2,17,0,8.5,8.5,100,11,5.5,2,12,0,2,2,17,0,0,1.867,0.934,6.128,34.82,3.7,3.7
,Andrei Iosivas,CIN,WR,1,36,64.286,3,2,17,0,5.667,8.5,66.667,7,3.5,1,11,0,3,2,17,0,0,1.362,0.454,-0.972,-17.34,3.7,3.7
,Foster Moreau,NO,TE,1,22,39.286,1,1,16,0,16,16,100,10,10,1,16,0,1,1,16,0,0,1.756,1.756,7.37,137.01,2.6,2.6
,Tyrell Shavers,BUF,WR,1,32,49.231,1,1,16,0,16,16,100,0,0,1,16,0,1,1,16,0,0,0.962,0.962,8.049,88.31,2.6,2.6
,Khalil Shakir,BUF,WR,1,31,47.692,3,2,16,1,5.333,8,66.667,7,3.5,1,11,0,3,2,16,1,1,0.944,0.315,0.51,-10.67,9.6,9.6
,Keon Coleman,BUF,WR,1,17,26.154,3,2,16,0,5.333,8,66.667,5,2.5,1,8,0,3,2,16,0,0,1.248,0.416,-3.583,-26.5,3.6,3.6
,Tyler Warren,IND,TE,1,57,87.692,6,2,15,0,2.5,7.5,33.333,0,0,1,13,0,6,2,15,2,0,-1.379,-0.23,-38.374,-83.55,3.7,3.7
,Emeka Egbuka,TB,WR,1,60,81.081,9,2,15,0,1.667,7.5,22.222,5,2.5,0,9,0,9,2,15,1,0,-2.795,-0.311,-43.762,-82.7,3.5,3.5
,Noah Fant,CIN,TE,1,23,41.071,2,1,15,0,7.5,15,50,12,12,1,15,0,2,1,15,0,0,0.46,0.23,1.499,3.78,2.5,2.5
,Elic Ayomanor,TEN,WR,1,52,81.25,3,1,14,1,4.667,14,33.333,3,3,1,14,0,3,1,14,0,0,-4.942,-1.647,4.261,5.42,8.4,8.4
,John FitzPatrick,GB,TE,1,28,53.846,2,2,14,0,7,7,100,12,6,0,8,0,2,2,14,0,0,0.678,0.339,1.402,3.55,3.4,3.4
,Devin Neal,NO,RB,1,39,69.643,1,1,14,0,14,14,100,19,19,1,14,0,1,1,14,0,0,1.966,1.966,5.805,100.79,15.4,15.4
,Ty Johnson,BUF,RB,1,15,23.077,3,2,14,0,4.667,7,66.667,23,11.5,0,7,0,3,2,14,0,0,-1.122,-0.374,-10.28,-74.84,5.9,5.9
,Noah Gray,KC,TE,1,28,39.437,3,1,14,0,4.667,14,33.333,5,5,0,14,0,3,1,14,0,0,-2.239,-0.746,-6.745,-43.59,2.4,2.4
,David Montgomery,DET,RB,1,17,29.825,1,1,13,0,13,13,100,11,11,0,13,0,1,1,13,0,0,0.996,0.996,5.336,101.36,14.3,14.3
,Ben Skowronek,PIT,WR,1,8,15.385,1,1,13,0,13,13,100,0,0,1,13,0,1,1,13,0,0,1.37,1.37,8.167,96.05,2.3,2.3
,De'Von Achane,MIA,RB,1,22,34.921,1,1,13,0,13,13,100,13,13,1,13,0,1,1,13,0,0,1.475,1.475,7.979,156.34,17.5,17.5
,Darren Waller,MIA,TE,1,24,38.095,3,1,13,0,4.333,13,33.333,3,3,1,13,0,3,1,13,0,0,-1.275,-0.425,-8.081,-43.29,2.7,2.7
,Kyren Williams,LA,RB,1,35,52.239,2,2,13,0,6.5,6.5,100,9,4.5,0,9,0,2,2,13,0,0,0.863,0.432,2.964,11.12,17.7,17.7
,Luke Schoonmaker,DAL,TE,1,17,21.795,2,1,12,0,6,12,50,0,0,1,12,0,2,1,12,0,0,0.677,0.339,-1.282,-16.64,2.2,2.2
,Darnell Washington,PIT,TE,1,15,28.846,1,1,12,0,12,12,100,8,8,0,12,0,1,1,12,0,0,0.764,0.764,4.8,217.89,2.2,2.2
,T.J. Hockenson,MIN,TE,1,35,55.556,3,2,12,1,4,6,66.667,6,3,2,10,0,3,2,12,1,1,2.795,0.932,7.119,19.88,9.2,9.2
,Chase Brown,CIN,RB,1,37,66.071,4,3,12,1,3,4,75,4,1.333,1,10,0,4,3,12,2,1,0.588,0.147,8.618,20.52,18.5,18.5
,Jaylin Noel,HST,WR,1,22,33.333,2,2,12,0,6,6,100,6,3,0,7,0,2,2,12,0,0,0.634,0.317,3.079,5.54,3.3,3.3
,Ladd McConkey,LAC,WR,1,61,77.215,5,1,12,0,2.4,12,20,6,6,1,12,0,5,1,12,0,0,-1.301,-0.26,-13.105,-48.51,2.2,2.2
,Rasheen Ali,BLT,RB,1,23,28.049,3,2,11,0,3.667,5.5,66.667,13,6.5,0,6,0,3,2,11,0,0,-4.26,-1.42,-2.251,-29.39,3.3,3.3
,Justin Jefferson,MIN,WR,1,48,76.19,4,2,11,0,2.75,5.5,50,12,6,1,13,0,4,2,11,1,0,0.185,0.046,-19.743,-80.49,3.1,3.1
,Zach Ertz,WAS,TE,1,34,61.818,2,1,11,0,5.5,11,50,6,6,1,11,0,2,1,11,0,0,2.168,1.084,1.053,0.22,2.1,2.1
,Troy Franklin,DEN,WR,1,18,24.324,4,3,11,0,2.75,3.667,75,6,2,0,6,0,4,3,11,0,0,-1.79,-0.448,-21.262,-74.83,4.1,4.1
,Adam Prentice,DEN,FB,1,29,39.189,2,2,11,0,5.5,5.5,100,9,4.5,1,6,0,2,2,11,0,0,0.555,0.278,7.465,45.04,5.3,5.3
,Tanner Hudson,CIN,TE,1,6,10.714,1,1,11,0,11,11,100,6,6,1,11,0,1,1,11,0,0,0.53,0.53,5.998,79.34,2.1,2.1
,Omarion Hampton,LAC,RB,1,22,27.848,2,2,11,1,5.5,5.5,100,9,4.5,1,7,0,2,2,11,0,0,1.46,0.73,13.181,81.2,14.7,14.7
,Jerome Ford,CLV,RB,1,12,17.91,3,2,10,0,3.333,5,66.667,24,12,1,9,0,3,2,10,0,0,1.679,0.56,-4.238,-38.27,3,3
,Malik Washington,MIA,WR,1,32,50.794,4,3,10,0,2.5,3.333,75,6,2,0,9,0,4,3,10,0,0,-1.847,-0.462,-14.801,-58.94,4,4
,Cody White,SEA,WR,1,15,25,1,1,9,0,9,9,100,3,3,0,9,0,1,1,9,0,0,0.755,0.755,1.749,9.28,1.9,1.9
,Mark Andrews,BLT,TE,1,49,59.756,5,1,9,0,1.8,9,20,0,0,0,9,0,5,1,9,2,0,-4.342,-0.868,-22.349,-75.79,1.9,1.9
,Pat Freiermuth,PIT,TE,1,30,57.692,3,2,9,0,3,4.5,66.667,8,4,0,6,0,3,2,9,0,0,-1.354,-0.451,-14.618,-76.22,2.9,2.9
,Jaleel McLaughlin,DEN,RB,1,9,12.162,1,1,9,0,9,9,100,8,8,1,9,0,1,1,9,0,0,0.597,0.597,6.506,73,4.1,4.1
,Bijan Robinson,ATL,RB,1,43,69.355,2,2,8,0,4,4,100,7,3.5,1,5,0,2,2,8,0,0,0.687,0.344,5.193,32.4,11.4,11.4
,Derrick Henry,BLT,RB,1,44,53.659,2,1,8,0,4,8,50,5,5,0,8,0,2,1,8,0,0,-0.177,-0.089,1.528,0.21,11.2,11.2
,Gunnar Helm,TEN,TE,1,41,64.063,2,1,8,0,4,8,50,11,11,0,8,0,2,1,8,0,0,-1.456,-0.728,-7.729,-94.91,1.8,1.8
,Travis Etienne,JAX,RB,1,45,69.231,1,1,8,0,8,8,100,13,13,0,8,0,1,1,8,0,0,0.309,0.309,6.361,191.87,21.2,21.2
,LeQuint Allen Jr.,JAX,RB,1,13,20,2,2,8,0,4,4,100,15,7.5,0,5,0,2,2,8,0,0,-1.226,-0.613,-5.069,-95.4,2.8,2.8
,Ben Sinnott,WAS,TE,1,12,21.818,1,1,8,0,8,8,100,8,8,0,8,0,1,1,8,0,0,0.418,0.418,3.146,53.85,1.8,1.8
