BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Evan Engram,DEN,TE,1,26,35.135,2,2,8,0,4,4,100,6,3,0,6,0,2,2,8,0,0,-0.573,-0.287,-3.092,-37.08,2.8,2.8
,Ashton Jeanty,LV,RB,1,33,66,4,2,8,0,2,4,50,5,2.5,0,4,0,4,2,8,0,0,-2.538,-0.635,-9.897,-55.5,5.8,5.8
,Travis Kelce,KC,TE,1,58,81.69,5,1,8,0,1.6,8,20,10,10,0,8,0,5,1,8,0,0,-5.189,-1.038,-18.058,-65.52,1.8,1.8
,Woody Marks,HST,RB,1,58,87.879,3,2,8,1,2.667,4,66.667,10,5,1,9,0,3,2,8,0,0,2.711,0.904,13.926,139.02,15.6,15.6
,Quentin Johnston,LAC,WR,1,54,68.354,3,2,8,0,2.667,4,66.667,3,1.5,0,8,0,3,2,8,0,0,-1.361,-0.454,-11.696,-56.76,2.8,2.8
,Anthony Firkser,DET,TE,1,30,52.632,1,1,7,0,7,7,100,5,5,1,7,0,1,1,7,0,0,0.884,0.884,3.873,43.46,1.7,1.7
,Brevyn Spann-Ford,DAL,TE,1,13,16.667,1,1,7,0,7,7,100,0,0,0,7,0,1,1,7,0,0,0.463,0.463,1.023,8.43,1.7,1.7
,Olamide Zaccheaus,CHI,WR,1,53,74.648,3,2,7,1,2.333,3.5,66.667,0,0,1,6,0,3,2,7,1,1,0.442,0.147,2.887,-1.76,8.7,8.7
,Samaje Perine,CIN,RB,1,21,37.5,1,1,7,0,7,7,100,6,6,1,7,0,1,1,7,0,0,1.696,1.696,5.667,78.71,4.8,4.8
,Oronde Gadsden II,LAC,TE,1,43,54.43,4,1,7,0,1.75,7,25,5,5,0,7,0,4,1,7,0,0,-3.58,-0.895,-9.031,-43.1,1.7,1.7
,Darnell Mooney,ATL,WR,1,47,75.806,4,1,6,0,1.5,6,25,0,0,0,6,0,4,1,6,2,0,-4.021,-1.005,-19.303,-67.93,1.6,1.6
,David Martin-Robinson,TEN,TE,1,17,26.563,1,1,6,0,6,6,100,6,6,1,6,0,1,1,6,0,0,0.301,0.301,4.441,35.7,1.6,1.6
,Josh Jacobs,GB,RB,1,37,71.154,2,2,6,0,3,3,100,12,6,0,6,0,2,2,6,0,0,-0.343,-0.171,-4.365,-52.51,17.2,17.2
,Chris Brooks,GB,RB,1,7,13.462,1,1,6,0,6,6,100,11,11,0,6,0,1,1,6,0,0,-0.799,-0.799,-1.11,-43.56,1.6,1.6
,Xavier Smith,LA,WR,1,17,25.373,1,1,6,0,6,6,100,0,0,0,6,0,1,1,6,0,0,0.133,0.133,0.614,-4.97,1.6,1.6
,Christian Kirk,HST,WR,1,25,37.879,3,1,6,0,2,6,33.333,0,0,0,6,0,3,1,6,0,0,-1.897,-0.632,-10.764,-62.85,1.6,1.6
,Ameer Abdullah,IND,RB,1,15,23.077,2,2,5,0,2.5,2.5,100,10,5,0,4,0,2,2,5,0,0,-1.31,-0.655,-6.456,-91.79,2.9,2.9
,Zavier Scott,MIN,RB,1,6,9.524,1,1,5,0,5,5,100,11,11,0,5,0,1,1,5,0,0,-0.228,-0.228,-4.466,-84.97,3,3
,Sterling Shepard,TB,WR,1,40,54.054,1,1,5,0,5,5,100,1,1,0,5,0,1,1,5,0,0,0.01,0.01,-1.975,-40.1,1.5,1.5
,Marvin Mims Jr.,DEN,WR,1,20,27.027,1,1,5,0,5,5,100,2,2,0,5,0,1,1,5,0,0,-0.181,-0.181,-2.943,-59.79,1.7,1.7
,Tyler Badie,DEN,RB,1,13,17.568,1,1,5,0,5,5,100,9,9,0,5,0,1,1,5,0,0,0.021,0.021,1.436,10.29,3.1,3.1
,Konata Mumpfield,LA,WR,1,28,41.791,1,1,5,0,5,5,100,1,1,0,5,0,1,1,5,0,0,0.012,0.012,-0.568,-19.77,1.5,1.5
,Jordan Whittington,LA,WR,1,8,11.94,1,1,5,0,5,5,100,4,4,0,5,0,1,1,5,0,0,0.114,0.114,-0.319,-16.68,1.5,1.5
,JuJu Smith-Schuster,KC,WR,1,24,33.803,2,1,5,0,2.5,5,50,0,0,1,5,0,2,1,5,0,0,-1.323,-0.662,-0.707,-17.18,1.5,1.5
,Ross Dwelley,DET,TE,1,14,24.561,1,1,4,0,4,4,100,4,4,0,4,0,1,1,4,0,0,-0.157,-0.157,-3.602,-52.32,1.4,1.4
,Deven Thompkins,ATL,WR,1,6,9.677,1,1,4,0,4,4,100,8,8,0,4,0,1,1,4,0,0,-0.101,-0.101,-1.268,-28.56,1.4,1.4
,Adam Thielen,PIT,WR,1,24,46.154,1,1,4,0,4,4,100,1,1,0,4,0,1,1,4,0,0,0.049,0.049,0.865,-4.01,1.4,1.4
,Andre Baccellia,ARZ,WR,1,49,76.563,3,1,3,0,1,3,33.333,7,7,0,3,0,3,1,3,0,0,-1.795,-0.598,-18.18,-99.09,1.3,1.3
,Blake Corum,LA,RB,1,21,31.343,1,1,3,0,3,3,100,1,1,0,3,0,1,1,3,0,0,-0.31,-0.31,-2.398,-54.23,26.1,26.1
,Jackson Hawes,BUF,TE,1,28,43.077,1,1,3,1,3,3,100,0,0,1,3,0,1,1,3,1,1,4.168,4.168,8.92,87.95,7.3,7.3
,Jahan Dotson,PHI,WR,1,32,47.059,3,1,3,0,1,3,33.333,0,0,0,3,0,3,1,3,1,0,-6.356,-2.119,-16.373,-81.49,1.3,1.3
,Will Shipley,PHI,RB,1,6,8.824,1,1,3,0,3,3,100,2,2,0,3,0,1,1,3,0,0,-0.317,-0.317,-2.829,-61.82,1.3,1.3
,Durham Smythe,CHI,TE,1,20,28.169,1,1,2,0,2,2,100,4,4,0,2,0,1,1,2,0,0,-0.393,-0.393,-2.863,-50.39,1.2,1.2
,Jeremy McNichols,WAS,RB,1,16,29.091,1,1,2,0,2,2,100,8,8,0,2,0,1,1,2,0,0,-0.655,-0.655,-1.449,-42.58,1.2,1.2
,Rachaad White,TB,RB,1,34,45.946,2,1,2,0,1,2,50,5,5,0,2,0,2,1,2,0,0,-1.041,-0.521,-10.188,-104.05,6.5,6.5
,Raheem Mostert,LV,RB,1,14,28,1,1,2,0,2,2,100,4,4,0,2,0,1,1,2,0,0,-0.163,-0.163,-2.795,-61.24,1.2,1.2
,David Njoku,CLV,TE,1,6,8.955,1,1,1,1,1,1,100,0,0,1,1,0,1,1,1,1,1,1.205,1.205,7.409,53.36,7.1,7.1
,Will Dissly,LAC,TE,1,26,32.911,1,1,1,0,1,1,100,0,0,0,1,0,1,1,1,0,0,-0.641,-0.641,-5.751,-82.23,1.1,1.1
,Javonte Williams,DAL,RB,1,63,80.769,4,2,0,0,0,0,50,10,5,0,5,0,4,2,0,1,0,-2.862,-0.716,-16.069,-76.64,14.7,14.7
,Hunter Luepke,DAL,FB,1,19,24.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tom Kennedy,DET,WR,1,5,8.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,David Sills,ATL,WR,1,58,93.548,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-7.236,-1.809,-24.736,-89.73,0,0
,Charlie Woerner,ATL,TE,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Elijah Arroyo,SEA,TE,1,6,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-4.518,-4.518,-8.756,-105.39,0,0
,Jonnu Smith,PIT,TE,1,25,48.077,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.46,-0.46,-7.989,-122.62,0,0
,Marquez Valdes-Scantling,PIT,WR,1,16,30.769,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.687,-0.687,-7.376,-110.08,0,0
,Keaton Mitchell,BLT,RB,1,11,13.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,7.6,7.6
,DeAndre Hopkins,BLT,WR,1,11,13.415,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.468,-1.468,-7.433,-100.07,0,0
,Connor Heyward,PIT,TE,1,4,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.2,0.2
,Tylan Wallace,BLT,WR,1,3,3.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Kaleb Johnson,PIT,RB,1,3,5.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.4,0.4
,Tony Pollard,TEN,RB,1,38,59.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,28.1,28.1
,Isaiah Bond,CLV,WR,1,32,47.761,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1.395,-0.698,-16.001,-118.07,0,0
,Malachi Corley,CLV,WR,1,4,5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.2,0.2
,James Proche,TEN,WR,1,8,12.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.284,-1.284,-6.928,-107.58,0,0
,Blake Whiteheart,CLV,TE,1,25,37.313,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.584,-0.584,-3.737,-97.48,0,0
,Dontayvion Wicks,GB,WR,1,5,9.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Romeo Doubs,GB,WR,1,41,78.846,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1.874,-0.937,-10.305,-113.71,0,0
,Emanuel Wilson,GB,RB,1,8,15.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,1,1
,Matthew Golden,GB,WR,1,4,7.692,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-4.47,-4.47,-3.731,-97.48,0,0
,Kyle Monangai,CHI,RB,1,28,39.437,2,1,0,0,0,0,50,2,2,0,0,0,2,1,0,0,0,-1.577,-0.789,-4.638,-61.8,6.7,6.7
,Quintin Morris,JAX,TE,1,17,26.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Dyami Brown,JAX,WR,1,6,9.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Andrew Ogletree,IND,TE,1,11,16.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jonathan Taylor,IND,RB,1,46,70.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,13.4,13.4
,Mo Alie-Cox,IND,TE,1,17,26.154,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-2.132,-1.066,-12.053,-94.59,0,0
,Hunter Long,JAX,TE,1,17,26.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tyler Goodson,IND,RB,1,1,1.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Austin Trammell,JAX,WR,1,2,3.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Aaron Jones,MIN,RB,1,27,42.857,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.543,-0.543,-4.164,-110.48,7.6,7.6
,Chris Rodriguez Jr.,WAS,RB,1,21,38.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,5.2,5.2
,Colson Yankoff,WAS,TE,1,12,21.818,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.57,-0.57,-6.911,-107.01,0,0
,John Bates,WAS,TE,1,30,54.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Treylon Burks,WAS,WR,1,16,29.091,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-5.086,-5.086,-6.352,-99.6,0,0
,Jaylin Lane,WAS,WR,1,4,7.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jordan Mason,MIN,RB,1,18,28.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,11.2,11.2
,Jacory Croskey-Merritt,WAS,RB,1,10,18.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,3.2,3.2
,Nick Westbrook-Ikhine,MIA,WR,1,23,36.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Ollie Gordon II,MIA,RB,1,14,22.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,7.7,7.7
,Breece Hall,NYJ,RB,1,43,75.439,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.013,-1.013,-7.082,-130.51,4.3,4.3
,Alec Ingold,MIA,FB,1,21,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jaylen Wright,MIA,RB,1,30,47.619,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-1.758,-0.586,-16.775,-101.74,16.7,16.7
,Cedrick Wilson Jr.,MIA,WR,1,11,17.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Julian Hill,MIA,TE,1,30,47.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Allen Lazard,NYJ,WR,1,9,15.789,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.362,-0.362,-8.639,-121.68,0,0
,Isaiah Davis,NYJ,RB,1,14,24.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,2.2,2.2
,Dee Eskridge,MIA,WR,1,6,9.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Arian Smith,NYJ,WR,1,1,1.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Mason Tipton,NO,WR,1,24,42.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jack Stoll,NO,TE,1,10,17.857,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.506,-0.506,-7.01,-108.45,0,0
,Taysom Hill,NO,QB,1,23,41.071,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1.035,-0.518,-14.263,-112.97,-0.1,-0.1
,Tez Johnson,TB,WR,1,32,43.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Payne Durham,TB,TE,1,22,29.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Sean Tucker,TB,RB,1,11,14.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,8.9,8.9
,Kameron Johnson,TB,WR,1,3,4.054,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-5.589,-5.589,-9.882,-112.47,0,0
,Trent Sherfield,ARZ,WR,1,9,14.063,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.473,-0.473,-6.086,-92.93,0,0
,Josiah Deguara,ARZ,TE,1,5,7.813,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.554,-0.554,-4.828,-80,0,0
,Elijah Higgins,ARZ,TE,1,41,64.063,1,1,0,0,0,0,100,3,3,0,0,0,1,1,0,0,0,-0.592,-0.592,-4.853,-99.5,1,1
,Terrance Ferguson,LA,TE,1,43,64.179,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.935,-0.935,-8.903,-123.79,0,0
,Drew Sample,CIN,TE,1,27,48.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Ray Davis,BUF,RB,1,1,1.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Mitchell Tinsley,CIN,WR,1,7,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Brandin Cooks,BUF,WR,1,20,30.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Nick Chubb,HST,RB,1,6,9.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.3,0.3
,Xavier Hutchinson,HST,WR,1,27,40.909,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1.712,-0.856,-8.628,-81.28,0,0
,Isiah Pacheco,KC,RB,1,22,30.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,3,3
,Brashard Smith,KC,RB,1,5,7.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.7,0.7
,Kareem Hunt,KC,RB,1,36,50.704,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.901,-1.901,-6.049,-77.5,9,9
,Cade Stover,HST,TE,1,18,27.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Saquon Barkley,PHI,RB,1,53,77.941,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1.297,-0.649,-7.306,-86.38,18.2,18.2
,Grant Calcaterra,PHI,TE,1,14,20.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Scott Matlock,LAC,FB,1,16,20.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Kenneth Walker III,SEA,RB,1,30,50,3,1,-1,0,-0.333,-1,33.333,3,3,0,0,0,3,1,-1,1,0,-1.862,-0.621,-9.646,-86.38,3.8,3.8
,DJ Moore,CHI,WR,1,56,78.873,3,1,-4,0,-1.333,-4,33.333,-1,-1,0,0,0,3,1,-4,0,0,-2.893,-0.964,-25.383,-137.28,0.6,0.6
