BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Trey  McBride,ARZ,TE,1,64,90.141,11,8,72,1,6.545,9,72.727,24,3,4,26,0,11,8,72,4,2,3.232,0.294,2.288,-4.34,21.2,21.2
,AJ  Barner,SEA,TE,1,42,76.364,3,3,71,0,23.667,23.667,100,31,10.333,1,61,0,3,3,71,0,0,4.554,1.518,15.768,80.82,10.1,10.1
,DeMario  Douglas,NE,WR,1,14,22.581,4,3,71,1,17.75,23.667,75,34,11.333,2,53,0,4,3,71,0,0,4.441,1.11,31.474,90.95,16.1,16.1
,Tre  Tucker,LV,WR,1,51,89.474,5,5,70,0,14,14,100,57,11.4,4,37,0,5,5,70,0,0,6.026,1.205,27.338,56.37,12,12
,Oronde  Gadsden II,LAC,TE,1,48,75,8,7,68,0,8.5,9.714,87.5,36,5.143,4,21,0,8,7,68,1,0,-2.377,-0.297,-4.158,-15.92,13.8,13.8
,Bijan  Robinson,ATL,RB,1,48,71.642,8,6,68,0,8.5,11.333,75,51,8.5,2,23,0,8,6,68,0,0,2.463,0.308,40.4,90.74,35.8,35.8
,D'Andre  Swift,CHI,RB,1,35,58.333,3,2,67,1,22.333,33.5,66.667,68,34,2,55,0,3,2,67,0,0,6.133,2.044,31.897,155.27,25.5,25.5
,Jameson  Williams,DET,WR,1,46,85.185,7,6,66,1,9.429,11,85.714,44,7.333,5,22,0,7,6,66,0,0,3.195,0.456,32.766,43.68,18.6,18.6
,Kameron  Johnson,TB,WR,1,23,45.098,4,4,64,1,16,16,100,20,5,3,34,0,4,4,64,0,0,7.554,1.889,29.978,85.29,16.4,16.4
,Tyler  Warren,IND,TE,1,49,81.667,9,6,63,1,7,10.5,66.667,40,6.667,4,23,0,9,6,63,1,0,2.232,0.248,10.562,10.25,18.3,18.3
,Darnell  Washington,PIT,TE,1,43,72.881,5,3,62,0,12.4,20.667,60,41,13.667,3,36,0,5,3,62,0,0,4.47,0.894,-2.391,-14.36,9.2,9.2
,Tee  Higgins,CIN,WR,1,47,75.806,8,5,62,0,7.75,12.4,62.5,22,4.4,5,19,0,8,5,62,0,0,5.645,0.706,14.815,10.08,11.2,11.2
,Josh  Palmer,BUF,WR,1,7,12.069,2,2,60,0,30,30,100,5,2.5,2,45,0,2,2,60,0,0,4.12,2.06,27.34,159.3,8,8
,Jake  Tonges,SF,TE,1,55,79.71,7,6,58,0,8.286,9.667,85.714,36,6,1,16,0,7,6,58,0,0,2.301,0.329,12.949,26.74,11.8,11.8
,Christian  McCaffrey,SF,RB,1,62,89.855,8,7,57,0,7.125,8.143,87.5,40,5.714,1,23,0,8,7,57,0,0,1.936,0.242,-0.264,-14.52,24.1,24.1
,Josh  Jacobs,GB,RB,1,47,73.438,5,5,57,0,11.4,11.4,100,52,10.4,1,29,0,5,5,57,0,0,3.346,0.669,17.493,49.25,32,32
,JuJu  Smith-Schuster,KC,WR,1,35,52.239,3,3,57,0,19,19,100,49,16.333,2,30,0,3,3,57,0,0,3.689,1.23,20.075,88.5,8.7,8.7
,Rico  Dowdle,CAR,RB,1,57,87.692,5,4,56,1,11.2,14,80,36,9,3,36,0,5,4,56,0,0,2.979,0.596,26.978,71.15,33.9,33.9
,Lil'Jordan  Humphrey,NYG,WR,1,51,70.833,8,4,55,0,6.875,13.75,50,2,0.5,2,34,0,8,4,55,2,0,2.122,0.265,-8.693,-26.37,9.5,9.5
,Romeo  Doubs,GB,WR,1,51,79.688,9,5,55,0,6.111,11,55.556,10,2,4,21,0,9,5,55,0,0,-5.262,-0.585,-15.172,-33.07,10.5,10.5
,Sam  LaPorta,DET,TE,1,51,94.444,6,5,55,1,9.167,11,83.333,27,5.4,3,26,0,6,5,55,1,1,5.099,0.85,22.886,45.42,16.5,16.5
,Cade  Otton,TB,TE,1,49,96.078,6,5,51,0,8.5,10.2,83.333,31,6.2,2,23,0,6,5,51,0,0,0.098,0.016,8.422,16.49,10.1,10.1
,Sterling  Shepard,TB,WR,1,25,49.02,3,2,51,0,17,25.5,66.667,24,12,1,36,0,3,2,51,0,0,2.962,0.987,10.987,45.56,7.1,7.1
,Luther  Burden III,CHI,WR,1,12,20,4,4,51,0,12.75,12.75,100,36,9,1,37,0,4,4,51,0,0,2.66,0.665,4.949,2.23,9.1,9.1
,Michael  Mayer,LV,TE,1,49,85.965,7,5,50,1,7.143,10,71.429,39,7.8,3,22,0,7,5,50,0,0,-0.729,-0.104,9.102,10.64,16,16
,DeVonta  Smith,PHI,WR,1,53,91.379,5,4,49,0,9.8,12.25,80,31,7.75,4,16,0,5,4,49,0,0,5.929,1.186,20.027,36.56,8.9,8.9
,Alec  Pierce,IND,WR,1,46,76.667,4,2,48,0,12,24,50,16,8,2,26,0,4,2,48,0,0,2.455,0.614,10.909,22.59,6.8,6.8
,Amon-Ra  St. Brown,DET,WR,1,48,88.889,10,9,48,0,4.8,5.333,90,10,1.111,3,12,0,10,9,48,0,0,0.285,0.028,-30.268,-50.07,14,14
,Zay  Flowers,BLT,WR,1,67,87.013,10,6,46,0,4.6,7.667,60,30,5,2,18,0,10,6,46,0,0,-10.265,-1.027,-36.452,-65.76,10.6,10.6
,Chig  Okonkwo,TEN,TE,1,33,55.932,6,6,46,0,7.667,7.667,100,39,6.5,2,20,0,6,6,46,0,0,1.924,0.321,-5.869,-23.71,10.6,10.6
,Chris  Moore,WAS,WR,1,38,57.576,5,3,46,1,9.2,15.333,60,0,0,3,22,0,5,3,46,1,1,3.545,0.709,15.563,27.99,13.6,13.6
,Tez  Johnson,TB,WR,1,36,70.588,3,1,45,1,15,45,33.333,0,0,1,45,0,3,1,45,1,1,3.751,1.25,15.792,57.07,11.5,11.5
,Alvin  Kamara,NO,RB,1,33,62.264,5,5,45,0,9,9,100,35,7,1,22,0,5,5,45,0,0,2.107,0.421,14.006,45.37,12.6,12.6
,Marquise  Brown,KC,WR,1,33,49.254,4,4,45,2,11.25,11.25,100,14,3.5,4,20,0,4,4,45,1,1,6.096,1.524,45.023,122.96,20.5,20.5
,Michael  Wilson,ARZ,WR,1,54,76.056,5,4,44,0,8.8,11,80,9,2.25,2,30,0,5,4,44,0,0,1.505,0.301,6.267,4.25,8.4,8.4
,Demarcus  Robinson,SF,WR,1,13,18.841,3,2,44,0,14.667,22,66.667,14,7,2,31,0,3,2,44,0,0,1.586,0.529,13.214,44.45,6.4,6.4
,Jerry  Jeudy,CLV,WR,1,66,88,13,5,43,0,3.308,8.6,38.462,14,2.8,4,12,0,13,5,43,2,0,-2.263,-0.174,-26.732,-40.13,9.3,9.3
,Tucker  Kraft,GB,TE,1,55,85.938,2,2,43,1,21.5,21.5,100,19,9.5,2,24,0,2,2,43,0,0,3.732,1.866,27.305,177.99,12.3,12.3
,Zach  Ertz,WAS,TE,1,36,54.545,6,6,43,1,7.167,7.167,100,11,1.833,3,11,0,6,6,43,1,1,5.096,0.849,19.75,44.63,16.3,16.3
,Evan  Engram,DEN,TE,1,26,44.068,6,5,42,0,7,8.4,83.333,13,2.6,4,16,0,6,5,42,0,0,5.975,0.996,12.645,28.17,9.9,9.9
,Josh  Downs,IND,WR,1,31,51.667,7,6,42,1,6,7,85.714,11,1.833,3,11,0,7,6,42,1,1,4.408,0.63,20.101,24.38,16.2,16.2
,DJ  Moore,CHI,WR,1,56,93.333,5,3,42,0,8.4,14,60,24,8,2,17,0,5,3,42,0,0,1.911,0.382,-0.88,-15.06,8.2,8.2
,Tyler  Higbee,LA,TE,1,33,63.462,4,4,40,1,10,10,100,15,3.75,2,24,0,4,4,40,0,0,3.776,0.944,11.361,30.37,14,14
,Cooper  Kupp,SEA,WR,1,39,70.909,3,2,40,1,13.333,20,66.667,17,8.5,2,29,0,3,2,40,1,1,3.408,1.136,24.865,88.98,12,12
,Davante  Adams,LA,WR,1,39,75,9,4,39,0,4.333,9.75,44.444,5,1.25,3,21,0,9,4,39,2,0,-0.476,-0.053,-26.766,-46.82,7.9,7.9
,Tommy  Tremble,CAR,TE,1,46,70.769,4,4,39,0,9.75,9.75,100,32,8,1,16,0,4,4,39,0,0,1.639,0.41,-1.316,-13.66,7.9,7.9
,Jakobi  Meyers,LV,WR,1,51,89.474,4,4,39,0,9.75,9.75,100,5,1.25,2,16,0,4,4,39,0,0,3.55,0.888,15.824,31.37,7.9,7.9
,Kyren  Williams,LA,RB,1,37,71.154,2,2,37,0,18.5,18.5,100,3,1.5,1,30,0,2,2,37,0,0,4.866,2.433,16.062,97.58,16.7,16.7
,David  Montgomery,DET,RB,1,16,29.63,2,2,37,0,18.5,18.5,100,40,20,2,23,0,2,2,37,0,0,2.278,1.139,17.018,128.67,8.1,8.1
,Jaylin  Lane,WAS,WR,1,25,37.879,2,1,37,0,18.5,37,50,10,10,1,37,0,2,1,37,0,0,2.116,1.058,10.557,52.65,5.4,5.4
,Jimmy  Horn Jr.,CAR,WR,1,14,21.538,2,2,36,0,18,18,100,13,6.5,1,34,0,2,2,36,0,0,2.127,1.064,12.391,58.8,6.7,6.7
,Elijah  Higgins,ARZ,TE,1,30,42.254,2,2,34,0,17,17,100,19,9.5,2,24,0,2,2,34,0,0,3.321,1.66,12.29,93.05,5.4,5.4
,Jake  Ferguson,DAL,TE,1,35,66.038,3,3,33,1,11,11,100,3,1,2,19,0,3,3,33,1,1,4.679,1.56,15.396,72.66,12.3,12.3
,Khalil  Shakir,BUF,WR,1,32,55.172,5,3,33,0,6.6,11,60,16,5.333,1,15,0,5,3,33,0,0,0.948,0.19,-0.596,-14.34,6.3,6.3
,Luke  McCaffrey,WAS,WR,1,19,28.788,1,1,33,1,33,33,100,13,13,1,33,0,1,1,33,0,0,3.524,3.524,23.811,304.26,10.3,10.3
,Marvin  Harrison Jr.,ARZ,WR,1,17,23.944,2,2,32,0,16,16,100,7,3.5,1,21,0,2,2,32,0,0,2.923,1.462,16.301,93.09,5.2,5.2
,Rome  Odunze,CHI,WR,1,56,93.333,5,2,32,0,6.4,16,40,23,11.5,2,21,0,5,2,32,0,0,-2.494,-0.499,-10.874,-36.81,5.2,5.2
,Julian  Hill,MIA,TE,1,37,64.912,3,3,31,0,10.333,10.333,100,25,8.333,1,14,0,3,3,31,0,0,1.303,0.434,4.684,17.55,6.1,6.1
,Marvin  Mims Jr.,DEN,WR,1,20,33.898,3,2,30,0,10,15,66.667,32,16,1,26,0,3,2,30,0,0,1.909,0.636,2.012,-3.67,4.8,4.8
,Ryan  Flournoy,DAL,WR,1,35,66.038,6,3,30,0,5,10,50,20,6.667,2,13,0,6,3,30,1,0,-1.659,-0.277,-11.105,-34.97,6.3,6.3
,Michael  Carter,ARZ,RB,1,30,42.254,5,2,30,0,6,15,40,27,13.5,2,16,0,5,2,30,0,0,-0.109,-0.022,7.423,13.02,8.4,8.4
,Jeremy  McNichols,WAS,RB,1,19,28.788,4,3,30,0,7.5,10,75,24,8,2,15,0,4,3,30,0,0,3.252,0.813,11.308,55.16,6.5,6.5
,Tetairoa  McMillan,CAR,WR,1,58,89.231,5,3,29,2,5.8,9.667,60,0,0,3,19,0,5,3,29,2,2,-3.389,-0.678,15.385,23.93,17.9,17.9
,Parker  Washington,JAX,WR,1,25,36.232,4,2,29,0,7.25,14.5,50,7,3.5,2,17,0,4,2,29,0,0,2.655,0.664,3.207,-2.89,4.9,4.9
,Justice  Hill,BLT,RB,1,34,44.156,6,5,28,0,4.667,5.6,83.333,18,3.6,0,13,0,6,5,28,0,0,-1.736,-0.289,1.826,-7.28,9.4,9.4
,Puka  Nacua,LA,WR,1,27,51.923,3,2,28,0,9.333,14,66.667,8,4,2,23,0,3,2,28,1,0,3.108,1.036,9.132,24.92,4.8,4.8
,Travis  Etienne,JAX,RB,1,40,57.971,5,4,28,0,5.6,7,80,37,9.25,1,9,0,5,4,28,0,0,0.558,0.112,3.995,5.28,9.5,9.5
,David  Njoku,CLV,TE,1,32,42.667,6,3,28,0,4.667,9.333,50,9,3,1,14,0,6,3,28,0,0,-0.524,-0.087,-3.336,-15.97,5.8,5.8
,Rashid  Shaheed,NO,WR,1,31,58.491,6,4,28,0,4.667,7,66.667,10,2.5,1,17,0,6,4,28,0,0,-1.175,-0.196,-18.589,-58.78,6.8,6.8
,Mack  Hollins,NE,WR,1,34,54.839,3,2,28,0,9.333,14,66.667,0,0,2,16,0,3,2,28,0,0,2.707,0.902,14.459,87.28,4.8,4.8
,Stefon  Diggs,NE,WR,1,34,54.839,3,3,28,0,9.333,9.333,100,14,4.667,2,14,0,3,3,28,0,0,3.493,1.164,11.153,39.47,5.8,5.8
,Theo  Johnson,NYG,TE,1,57,79.167,4,2,27,0,6.75,13.5,50,12,6,1,22,0,4,2,27,0,0,0.244,0.061,1.283,-2.75,4.7,4.7
,Tre  Harris,LAC,WR,1,53,82.813,5,4,27,0,5.4,6.75,80,19,4.75,1,8,0,5,4,27,0,0,1.99,0.398,-0.182,-13.14,6.7,6.7
,Keenan  Allen,LAC,WR,1,36,56.25,7,4,27,0,3.857,6.75,57.143,9,2.25,2,9,0,7,4,27,1,0,0.354,0.051,-37.481,-78.48,6.7,6.7
,Elic  Ayomanor,TEN,WR,1,53,89.831,5,3,27,0,5.4,9,60,7,2.333,2,11,0,5,3,27,0,0,1.154,0.231,-0.858,-14.65,5.7,5.7
,Noah  Fant,CIN,TE,1,28,45.161,4,4,27,0,6.75,6.75,100,16,4,0,9,0,4,4,27,0,0,0.721,0.18,2.841,4.64,6.7,6.7
,Hunter  Henry,NE,TE,1,45,72.581,3,3,27,0,9,9,100,14,4.667,1,12,0,3,3,27,0,0,1.855,0.618,9.251,35.28,5.7,5.7
,Tyrell  Shavers,BUF,WR,1,28,48.276,5,3,27,0,5.4,9,60,5,1.667,1,10,0,5,3,27,0,0,-0.361,-0.072,-6.131,-27.54,5.7,5.7
,Tim  Patrick,JAX,WR,1,27,39.13,1,1,26,1,26,26,100,10,10,1,26,0,1,1,26,0,0,3.101,3.101,23.086,307.02,9.6,9.6
,Josh  Reynolds,NYJ,WR,1,49,81.667,3,3,25,0,8.333,8.333,100,6,2,2,11,0,3,3,25,0,0,1.946,0.649,10.534,30.92,5.5,5.5
,Noah  Gray,KC,TE,1,43,64.179,2,2,25,0,12.5,12.5,100,18,9,1,19,0,2,2,25,0,0,1.218,0.609,8.072,52.27,4.5,4.5
,Kyle  Monangai,CHI,RB,1,18,30,1,1,25,0,25,25,100,29,29,1,25,0,1,1,25,0,0,1.65,1.65,12.79,201.35,5.4,5.4
,Mark  Andrews,BLT,TE,1,58,75.325,6,4,24,0,4,6,66.667,0,0,2,9,0,6,4,24,0,0,1.185,0.198,1.821,-2.55,6.6,6.6
,Emeka  Egbuka,TB,WR,1,28,54.902,4,2,24,0,6,12,50,6,3,1,17,0,4,2,24,0,0,-0.345,-0.086,-3.331,-23.49,4.4,4.4
,Olamide  Zaccheaus,CHI,WR,1,50,83.333,6,2,24,0,4,12,33.333,9,4.5,1,14,0,6,2,24,0,0,-1.163,-0.194,-19.735,-67.25,4.8,4.8
,Nate  Adkins,DEN,TE,1,21,35.593,2,2,23,1,11.5,11.5,100,6,3,1,16,0,2,2,23,0,0,2.652,1.326,15.266,97.07,10.3,10.3
,Jordan  Whittington,LA,WR,1,45,86.538,4,3,23,0,5.75,7.667,75,20,6.667,1,13,0,4,3,23,0,0,0.239,0.06,-4.608,-26.93,5.3,5.3
,Pat  Bryant,DEN,WR,1,34,57.627,2,2,22,0,11,11,100,12,6,2,11,0,2,2,22,0,0,2.228,1.114,12.869,62.44,4.2,4.2
,Alec  Ingold,MIA,FB,1,22,38.596,1,1,22,0,22,22,100,19,19,1,22,0,1,1,22,0,0,1.517,1.517,10.425,161.54,3.5,3.5
,De'Von  Achane,MIA,RB,1,50,87.719,6,4,22,0,3.667,5.5,66.667,30,7.5,1,10,0,6,4,22,0,0,-3.79,-0.632,-3.825,-27,31,31
,Malik  Washington,MIA,WR,1,24,42.105,5,4,22,0,4.4,5.5,80,18,4.5,2,9,0,5,4,22,0,0,1.83,0.366,-1.008,-15.14,6.3,6.3
,Gage  Larvadain,CLV,WR,1,12,16,4,2,22,0,5.5,11,50,6,3,0,14,0,4,2,22,0,0,0.335,0.084,-19.523,-82.67,4.2,4.2
,Marquez  Valdes-Scantling,SF,WR,1,41,59.42,3,2,22,0,7.333,11,66.667,3,1.5,1,19,0,3,2,22,0,0,-0.855,-0.285,0.378,-11.07,4.2,4.2
,Keon  Coleman,BUF,WR,1,46,79.31,6,3,22,0,3.667,7.333,50,-2,-0.667,1,11,0,6,3,22,0,0,-6.756,-1.126,-31.012,-79.39,5.2,5.2
,RJ  Harvey,DEN,RB,1,14,23.729,4,4,21,0,5.25,5.25,100,34,8.5,0,9,0,4,4,21,0,0,-2.61,-0.653,-1.264,-23.58,6.5,6.5
,Mitchell  Evans,CAR,TE,1,35,53.846,1,1,21,0,21,21,100,4,4,1,21,0,1,1,21,0,0,1.022,1.022,8.359,79.06,3.1,3.1
,Rachaad  White,TB,RB,1,38,74.51,3,3,21,0,7,7,100,25,8.333,1,18,0,3,3,21,0,0,0.179,0.06,5.027,9.69,17.6,17.6
,Brandin  Cooks,NO,WR,1,33,62.264,1,1,21,0,21,21,100,0,0,1,21,0,1,1,21,0,0,1.714,1.714,10.668,121.02,3.1,3.1
,Brashard  Smith,KC,RB,1,6,8.955,4,3,21,0,5.25,7,75,31,10.333,0,9,0,4,3,21,0,0,0.795,0.199,12.52,35.61,5.1,5.1
,DeAndre  Hopkins,BLT,WR,1,24,31.169,4,2,20,0,5,10,50,4,2,2,11,0,4,2,20,0,0,0.392,0.098,-1.497,-17.35,4,4
,Michael  Pittman,IND,WR,1,48,80,3,2,20,0,6.667,10,66.667,11,5.5,2,14,0,3,2,20,0,0,1.41,0.47,8.06,23.76,4,4
,Bam  Knight,ARZ,RB,1,38,53.521,2,1,20,0,10,20,50,19,19,1,20,0,2,1,20,0,0,0.781,0.391,7.761,46.05,12.4,12.4
,Xavier  Worthy,KC,WR,1,45,67.164,4,2,20,1,5,10,50,14,7,2,14,0,4,2,20,1,0,0.814,0.204,3.939,-2.55,10.6,10.6
,Troy  Franklin,DEN,WR,1,32,54.237,4,3,19,0,4.75,6.333,75,13,4.333,1,7,0,4,3,19,0,0,-3.285,-0.821,-27.273,-97.54,5.1,5.1
,Hunter  Long,JAX,TE,1,52,75.362,3,2,19,0,6.333,9.5,66.667,8,4,1,11,0,3,2,19,0,0,3.313,1.104,0.966,-2.12,3.9,3.9
,Tyjae  Spears,TEN,RB,1,34,57.627,4,4,19,0,4.75,4.75,100,32,8,0,9,0,4,4,19,0,0,-0.331,-0.083,1.943,-5.26,9,9
,Dawson  Knox,BUF,TE,1,43,74.138,2,1,19,1,9.5,19,50,0,0,1,19,0,2,1,19,1,1,3.258,1.629,11.666,88.39,8.9,8.9
,Ray  Davis,BUF,RB,1,2,3.448,2,2,19,1,9.5,9.5,100,17,8.5,2,16,0,2,2,19,0,0,2.33,1.165,18.289,80.68,9.9,9.9
,AJ  Dillon,PHI,RB,1,8,13.793,2,2,18,0,9,9,100,9,4.5,1,11,0,2,2,18,0,0,-4.047,-2.024,-8.034,-81.56,4,4
,Will  Dissly,LAC,TE,1,26,40.625,2,2,18,0,9,9,100,18,9,1,14,0,2,2,18,0,0,1.235,0.617,2.318,10.38,3.8,3.8
,Jonnu  Smith,PIT,TE,1,37,62.712,4,3,18,0,4.5,6,75,16,5.333,1,7,0,4,3,18,0,0,0.354,0.089,3.388,6.77,5.8,5.8
,Calvin  Ridley,TEN,WR,1,6,10.169,1,1,18,0,18,18,100,4,4,1,18,0,1,1,18,0,0,2.543,2.543,9.386,117.62,2.8,2.8
,Kyle  Pitts,ATL,TE,1,61,91.045,4,3,18,0,4.5,6,75,15,5,1,10,0,4,3,18,0,0,-0.542,-0.136,-11.309,-47.17,4.8,4.8
,Jahan  Dotson,PHI,WR,1,41,70.69,2,1,17,0,8.5,17,50,5,5,1,17,0,2,1,17,0,0,-7.631,-3.815,0.083,-12.12,2.7,2.7
,Jalin  Hyatt,NYG,WR,1,27,37.5,5,3,17,0,3.4,5.667,60,2,0.667,1,6,0,5,3,17,0,0,-0.951,-0.19,-4.645,-24.63,4.7,4.7
,Courtland  Sutton,DEN,WR,1,45,76.271,3,1,17,0,5.667,17,33.333,2,2,1,17,0,3,1,17,1,0,-0.197,-0.066,-5.924,-40.56,2.7,2.7
,Mo  Alie-Cox,IND,TE,1,35,58.333,2,1,16,0,8,16,50,11,11,1,16,0,2,1,16,0,0,-5.217,-2.609,0.382,-4.41,2.6,2.6
,Samaje  Perine,CIN,RB,1,27,43.548,3,2,16,0,5.333,8,66.667,20,10,1,16,0,3,2,16,0,0,-1.396,-0.465,5.613,15.97,5.2,5.2
,Travis  Hunter,JAX,WR,1,53,76.812,7,4,15,0,2.143,3.75,57.143,20,5,2,14,0,7,4,15,1,0,-2.188,-0.313,-22.117,-54.09,5.5,5.5
,Gunnar  Helm,TEN,TE,1,28,47.458,3,2,15,0,5,7.5,66.667,7,3.5,0,9,0,3,2,15,1,0,0.257,0.086,-0.767,-10.76,3.5,3.5
,Dontayvion  Wicks,GB,WR,1,21,32.813,2,2,15,0,7.5,7.5,100,4,2,1,9,0,2,2,15,0,0,1.985,0.992,6.169,25.74,3.5,3.5
,Juwan  Johnson,NO,TE,1,37,69.811,2,2,15,0,7.5,7.5,100,11,5.5,1,13,0,2,2,15,0,0,-5.096,-2.548,-20.477,-163.1,3.5,3.5
,Deebo  Samuel Sr.,WAS,WR,1,43,65.152,5,4,15,0,3,3.75,80,10,2.5,1,9,0,5,4,15,0,0,-5.167,-1.033,-17.506,-56.76,5.4,5.4
,Jonathan  Taylor,IND,RB,1,55,91.667,4,4,14,0,3.5,3.5,100,15,3.75,1,13,0,4,4,14,0,0,-1.796,-0.449,-4.122,-31.44,23.7,23.7
,Johnny  Mundt,JAX,TE,1,26,37.681,2,1,14,0,7,14,50,7,7,1,14,0,2,1,14,0,0,1.85,0.925,-0.441,-11.28,2.4,2.4
,Bhayshul  Tuten,JAX,RB,1,10,14.493,3,2,14,0,4.667,7,66.667,12,6,0,8,0,3,2,14,0,0,0.067,0.022,0.895,-8.8,4.8,4.8
,Kimani  Vidal,LAC,RB,1,43,67.188,4,3,14,1,3.5,4.667,75,22,7.333,1,7,0,4,3,14,0,0,0.964,0.241,0.007,-13.81,22.8,22.8
,Kenneth  Gainwell,PIT,RB,1,20,33.898,6,6,14,0,2.333,2.333,100,25,4.167,0,6,0,6,6,14,0,0,-4.302,-0.717,-11.372,-64.9,9.6,9.6
,Garrett  Wilson,NYJ,WR,1,48,80,8,3,13,0,1.625,4.333,37.5,3,1,0,7,0,8,3,13,0,0,-5.41,-0.676,-36.464,-73.95,4.3,4.3
,Dyami  Brown,JAX,WR,1,46,66.667,5,2,13,0,2.6,6.5,40,0,0,0,9,0,5,2,13,0,0,-2.828,-0.566,-15.004,-57.98,4,4
,Zach  Charbonnet,SEA,RB,1,30,54.545,1,1,13,0,13,13,100,10,10,1,13,0,1,1,13,0,0,0.59,0.59,5.042,33.48,4.7,4.7
,Jerome  Ford,CLV,RB,1,31,41.333,6,5,13,0,2.167,2.6,83.333,17,3.4,0,8,0,6,5,13,0,0,-1.8,-0.3,-12.363,-49.74,8,8
,Jamari  Thrash,CLV,WR,1,33,44,3,2,13,0,4.333,6.5,66.667,1,0.5,0,9,0,3,2,13,0,0,-0.356,-0.119,-7.465,-44.92,3.3,3.3
,Tony  Pollard,TEN,RB,1,25,42.373,2,2,13,0,6.5,6.5,100,8,4,1,9,0,2,2,13,0,0,0.891,0.445,8.413,59.98,6.7,6.7
