BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT
,JuJu  Smith-Schuster,KC,WR,1,1,0,0,0,4,36.364,0,6,54.545,0,0,0,0,1,9.091,0,0,0,0
,Brashard  Smith,KC,RB,1,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0
,Rashod  Bateman,BLT,WR,1,1,0,0,0,25,89.286,0,3,10.714,0,0,0,0,0,0,0,0,0,0
,Devontez  Walker,BLT,WR,1,2,0,0,0,6,75,0,2,25,0,0,0,0,0,0,0,0,0,0
,Durham  Smythe,CHI,TE,1,0,0,0,0,1,25,0,0,0,0,1,25,0,1,25,0,1,25,0
,Saquon  Barkley,PHI,RB,1,2,0,0,0,3,10.345,0,0,0,0,26,89.655,0,0,0,0,0,0,0
,Grant  Calcaterra,PHI,TE,1,0,0,0,0,1,50,0,0,0,0,0,0,0,1,50,0,0,0,0
,Kyle  Monangai,CHI,RB,1,1,0,0,0,0,0,0,3,21.429,0,11,78.571,0,0,0,0,0,0,0
,Kyren  Williams,LA,RB,1,1,0,0,0,0,0,0,0,0,0,22,100,0,0,0,0,0,0,0
,Konata  Mumpfield,LA,WR,1,0,0,0,0,10,76.923,0,2,15.385,0,1,7.692,0,0,0,0,0,0,0
,Terrance  Ferguson,LA,TE,1,2,0,0,0,4,50,0,3,37.5,0,1,12.5,0,0,0,0,0,0,0
,Jordan  Whittington,LA,WR,1,1,0,0,0,1,25,0,3,75,0,0,0,0,0,0,0,0,0,0
,Ja'Tavion  Sanders,CAR,TE,1,0,0,0,0,0,0,0,10,76.923,0,0,0,0,2,15.385,0,1,7.692,0
,Blake  Corum,LA,RB,1,0,0,0,0,0,0,0,0,0,0,8,100,0,0,0,0,0,0,0
,Brycen  Tremayne,CAR,WR,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jimmy  Horn Jr.,CAR,WR,1,0,0,0,0,1,50,0,1,50,0,0,0,0,0,0,0,0,0,0
,Demarcus  Robinson,SF,WR,1,1,0,0,0,4,30.769,0,9,69.231,0,0,0,0,0,0,0,0,0,0
,Malachi  Corley,CLV,WR,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cedric  Tillman,CLV,WR,1,1,0,0,0,17,80.952,0,4,19.048,0,0,0,0,0,0,0,0,0,0
,Dylan  Sampson,CLV,RB,1,0,0,0,0,1,14.286,0,1,14.286,0,4,57.143,0,0,0,0,1,14.286,0
,Luke  Farrell,SF,TE,1,1,0,0,0,1,33.333,0,0,0,0,0,0,0,1,33.333,0,1,33.333,0
,Jake  Tonges,SF,TE,1,0,0,0,0,0,0,0,0,0,0,1,33.333,0,1,33.333,0,1,33.333,0
,Kendrick  Bourne,SF,WR,1,1,0,0,0,6,60,0,4,40,0,0,0,0,0,0,0,0,0,0
,Blake  Whiteheart,CLV,TE,1,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,1,50,0
,Brian  Robinson,SF,RB,1,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0
,Mo  Alie-Cox,IND,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,70,0,3,30,0
,Ameer  Abdullah,IND,RB,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
,Jaylin  Noel,HST,WR,1,1,0,0,0,7,41.176,0,10,58.824,0,0,0,0,0,0,0,0,0,0
,Dare  Ogunbowale,HST,RB,1,0,0,0,0,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0
,Nick  Chubb,HST,RB,1,0,0,0,0,0,0,0,0,0,0,13,100,0,0,0,0,0,0,0
,Christian  Kirk,HST,WR,1,0,0,0,0,6,37.5,0,10,62.5,0,0,0,0,0,0,0,0,0,0
,Alec  Ingold,MIA,FB,1,0,0,0,0,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0
,De'Von  Achane,MIA,RB,1,1,0,0,0,1,5.263,0,7,36.842,0,11,57.895,0,0,0,0,0,0,0
,Nick  Westbrook-Ikhine,MIA,WR,1,0,0,0,0,4,50,0,4,50,0,0,0,0,0,0,0,0,0,0
,Dee  Eskridge,MIA,WR,1,0,0,0,0,1,50,0,1,50,0,0,0,0,0,0,0,0,0,0
,Ollie  Gordon II,MIA,RB,1,0,0,0,0,0,0,0,0,0,0,8,100,0,0,0,0,0,0,0
,Julian  Hill,MIA,TE,1,1,0,0,0,0,0,0,2,18.182,0,1,9.091,0,2,18.182,0,6,54.545,0
,Jack  Stoll,NO,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0
,Charlie  Woerner,ATL,TE,1,0,0,0,0,0,0,0,2,12.5,0,0,0,0,8,50,0,6,37.5,0
,Isaiah  Davis,NYJ,RB,1,1,0,0,0,0,0,0,0,0,0,5,83.333,0,0,0,0,1,16.667,0
,Isaiah  Williams,NYJ,WR,1,1,0,0,0,6,40,0,8,53.333,0,0,0,0,0,0,0,1,6.667,0
,Andrew  Beck,NYJ,FB,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
,Xavier  Weaver,ARZ,WR,1,1,0,0,0,14,70,0,6,30,0,0,0,0,0,0,0,0,0,0
,Sean  Tucker,TB,RB,1,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0
,Ryan  Miller,TB,WR,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Johnny  Mundt,JAX,TE,1,0,0,0,0,0,0,0,0,0,0,1,16.667,0,3,50,0,2,33.333,0
,LeQuint  Allen Jr.,JAX,RB,1,0,0,0,0,0,0,0,2,18.182,0,7,63.636,0,0,0,0,2,18.182,0
,Austin  Trammell,JAX,WR,1,4,0,0,0,6,35.294,0,10,58.824,0,1,5.882,0,0,0,0,0,0,0
,Josh  Oliver,MIN,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66.667,0,3,33.333,0
,Elijah  Arroyo,SEA,TE,1,2,0,0,0,1,8.333,0,5,41.667,0,0,0,0,3,25,0,3,25,0
,Zach  Charbonnet,SEA,RB,1,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0
,Jalen  Nailor,MIN,WR,1,1,0,0,0,8,32,0,16,64,0,1,4,0,0,0,0,0,0,0
,Tucker  Fisk,LAC,TE,1,0,0,0,0,0,0,0,0,0,0,1,25,0,2,50,0,1,25,0
,Tyler  Conklin,LAC,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0
,Raheem  Mostert,LV,RB,1,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0
,Scott  Matlock,LAC,FB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0
,Tyrell  Shavers,BUF,WR,1,0,0,0,0,2,25,0,3,37.5,0,0,0,0,0,0,0,3,37.5,0
,Roman  Wilson,PIT,WR,1,1,0,0,0,9,75,0,3,25,0,0,0,0,0,0,0,0,0,0
,Pat  Freiermuth,PIT,TE,1,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0
,Calvin  Austin III,PIT,WR,1,2,0,0,0,4,28.571,0,10,71.429,0,0,0,0,0,0,0,0,0,0
,Ray  Davis,BUF,RB,1,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0
,Ben  Skowronek,PIT,WR,1,1,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
,Kaleb  Johnson,PIT,RB,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
,Chris  Rodriguez Jr.,WAS,RB,1,1,0,0,0,0,0,0,2,10.526,0,17,89.474,0,0,0,0,0,0,0
,Jeremy  McNichols,WAS,RB,1,2,2,0,0,1,3.571,0,3,10.714,0,24,85.714,0,0,0,0,0,0,0
,Jaylin  Lane,WAS,WR,1,1,0,0,0,11,64.706,0,4,23.529,0,1,5.882,0,0,0,0,1,5.882,0
,Ben  Sinnott,WAS,TE,1,0,0,0,0,0,0,0,2,33.333,0,1,16.667,0,0,0,0,3,50,0
,Lil'Jordan  Humphrey,DEN,WR,1,1,0,0,0,4,80,0,0,0,0,0,0,0,0,0,0,1,20,0
,Jacory  Croskey-Merritt,WAS,RB,1,0,0,0,0,0,0,0,1,16.667,0,5,83.333,0,0,0,0,0,0,0
,Chris  Moore,WAS,WR,1,0,0,0,0,7,63.636,0,4,36.364,0,0,0,0,0,0,0,0,0,0
