BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
Rk,Player,Tm,Pos,G,TAR,REC,YDS,TD,TAR/G,REC/G,YDS/G,SNP,SNP%,RT,RT%,TAR%,FRD,FRDR,FRD%,OPP,OPP%
,Xavier Hutchinson,HST,WR,1,2,1,4,0,2,1,4,28,45.161,14,40,5.714,1,50,2.778,2,3.279
,Tanner Hudson,CIN,TE,1,1,1,4,0,1,1,4,15,24.194,9,25.714,2.857,1,100,2.778,1,1.639
,Ameer Abdullah,IND,RB,1,1,1,4,0,1,1,4,4,6.897,3,7.895,2.632,0,0,0,1,1.724
,Will Shipley,PHI,RB,1,1,1,3,0,1,1,3,6,8.451,6,18.75,3.125,1,100,2.703,,
,Charlie Woerner,ATL,TE,1,1,1,3,0,1,1,3,54,73.973,23,63.889,2.778,1,100,2.778,1,1.37
,Alex Bachman,LV,WR,1,1,1,3,0,1,1,3,8,15.094,3,11.538,3.846,1,100,3.846,1,1.887
,Raheem Mostert,LV,RB,1,1,1,3,0,1,1,3,4,7.547,3,11.538,3.846,0,0,0,2,3.774
,Rasheen Ali,BLT,RB,1,2,2,2,0,2,2,2,10,18.182,10,47.619,9.524,0,0,0,,
,Josh Palmer,BUF,WR,1,1,1,2,0,1,1,2,35,67.308,15,71.429,4.762,1,100,4.348,1,2
,T.J. Hockenson,MIN,TE,1,1,1,2,0,1,1,2,44,73.333,23,85.185,3.704,0,0,0,1,1.724
,Tyler Badie,DEN,RB,1,3,1,2,0,3,1,2,15,22.727,15,31.25,6.25,0,0,0,,
,Dare Ogunbowale,HST,RB,1,1,1,2,0,1,1,2,11,17.742,10,28.571,2.857,0,0,0,2,3.279
,Cam Grandy,CIN,TE,1,1,1,1,0,1,1,1,5,8.065,1,2.857,2.857,1,100,2.778,1,1.639
,Eric Saubert,SEA,TE,1,0,0,0,0,0,0,0,24,36.923,12,31.579,0,,0,,0,0
,Rashid Shaheed,SEA,WR,1,1,0,0,0,1,0,0,33,50.769,22,57.895,2.632,1,100,2.5,2,3.175
,Tutu Atwell,LA,WR,1,0,0,0,0,0,0,0,8,8.889,7,14.286,0,,0,,0,0
,Cody White,SEA,WR,1,0,0,0,0,0,0,0,6,9.231,2,5.263,0,,0,,0,0
,Matthew Golden,GB,WR,1,1,0,0,0,1,0,0,22,29.333,6,23.077,3.846,1,100,3.226,3,4.286
,Emanuel Wilson,GB,RB,1,0,0,0,0,0,0,0,30,40,10,38.462,0,,0,,14,20
,Chris Brooks,GB,RB,1,0,0,0,0,0,0,0,15,20,10,38.462,0,,0,,1,1.429
,John FitzPatrick,GB,TE,1,1,0,0,0,1,0,0,24,32,3,11.538,3.846,0,0,0,1,1.429
,Durham Smythe,CHI,TE,1,0,0,0,0,0,0,0,11,17.46,3,8.824,0,,0,,0,0
,Devin Duvernay,CHI,WR,1,0,0,0,0,0,0,0,6,9.524,2,5.882,0,,0,,0,0
,John Bates,WAS,TE,1,1,0,0,0,1,0,0,27,52.941,9,36,4,1,100,4,1,1.961
,Grant Calcaterra,PHI,TE,1,0,0,0,0,0,0,0,19,26.761,5,15.625,0,,0,,0,0
,Chris Moore,WAS,WR,1,0,0,0,0,0,0,0,9,17.647,5,20,0,,0,,0,0
,Saquon Barkley,PHI,RB,1,2,0,0,0,2,0,0,52,73.239,25,78.125,6.25,1,50,2.703,23,34.848
,Tank Bigsby,PHI,RB,1,0,0,0,0,0,0,0,6,8.451,1,3.125,0,,0,,4,6.061
,Jacory Croskey-Merritt,WAS,RB,1,0,0,0,0,0,0,0,11,21.569,3,12,0,,0,,8,15.686
,Darius Cooper,PHI,WR,1,0,0,0,0,0,0,0,10,14.085,2,6.25,0,,0,,0,0
,Rashod Bateman,BLT,WR,1,2,0,0,0,2,0,0,35,63.636,16,76.19,9.524,2,100,9.091,2,3.704
,Derrick Henry,BLT,RB,1,0,0,0,0,0,0,0,24,43.636,4,19.048,0,,0,,18,33.333
,Isaiah Likely,BLT,TE,1,0,0,0,0,0,0,0,21,38.182,12,57.143,0,,0,,0,0
,Keaton Mitchell,BLT,RB,1,0,0,0,0,0,0,0,19,34.545,7,33.333,0,,0,,9,16.667
,Jimmy Horn Jr.,CAR,WR,1,0,0,0,0,0,0,0,12,21.429,7,20.588,0,,0,,1,1.852
,Bucky Irving,TB,RB,1,0,0,0,0,0,0,0,40,63.492,17,60.714,0,,0,,19,31.148
,Payne Durham,TB,TE,1,0,0,0,0,0,0,0,12,19.048,2,7.143,0,,0,,0,0
,Brycen Tremayne,CAR,WR,1,0,0,0,0,0,0,0,7,12.5,3,8.824,0,,0,,0,0
,Sean Tucker,TB,RB,1,0,0,0,0,0,0,0,5,7.937,1,3.571,0,,0,,4,6.557
,Blake Whiteheart,CLV,TE,1,0,0,0,0,0,0,0,22,32.353,8,24.242,0,,0,,0,0
,Brenden Bates,CLV,TE,1,1,0,0,0,1,0,0,28,41.176,8,24.242,3.03,1,100,2.703,1,1.563
,Isaiah Bond,CLV,WR,1,0,0,0,0,0,0,0,30,44.118,17,51.515,0,,0,,1,1.563
,Gage Larvadain,CLV,WR,1,0,0,0,0,0,0,0,5,7.353,4,12.121,0,,0,,0,0
,Brandin Cooks,BUF,WR,1,1,0,0,0,1,0,0,12,23.077,7,33.333,4.762,1,100,4.348,1,2
,Dalton Kincaid,BUF,TE,1,1,0,0,0,1,0,0,19,36.538,12,57.143,4.762,0,0,0,1,2
,Ty Johnson,BUF,RB,1,0,0,0,0,0,0,0,16,30.769,10,47.619,0,,0,,3,6
,Brevyn Spann-Ford,DAL,TE,1,0,0,0,0,0,0,0,11,18.644,3,9.091,0,,0,,0,0
,Kimani Vidal,LAC,RB,1,0,0,0,0,0,0,0,21,31.818,12,41.379,0,,0,,5,8.065
,Malik Davis,DAL,RB,1,0,0,0,0,0,0,0,18,30.508,8,24.242,0,,0,,8,14.286
,Luke Schoonmaker,DAL,TE,1,0,0,0,0,0,0,0,15,25.424,6,18.182,0,,0,,0,0
,Scott Matlock,LAC,FB,1,0,0,0,0,0,0,0,28,42.424,5,17.241,0,,0,,0,0
,Jonathan Mingo,DAL,WR,1,1,0,0,0,1,0,0,19,32.203,8,24.242,3.03,0,0,0,1,1.786
,Jelani Woods,NYJ,TE,1,2,0,0,0,2,0,0,13,20.313,6,13.953,4.651,0,0,0,2,3.175
,Andrew Beck,NYJ,FB,1,0,0,0,0,0,0,0,5,7.813,2,4.651,0,,0,,0,0
,Arian Smith,NYJ,WR,1,1,0,0,0,1,0,0,7,10.938,7,16.279,2.326,1,100,2.273,,
,Jalen Nailor,MIN,WR,1,2,0,0,0,2,0,0,37,61.667,23,85.185,7.407,2,100,6.897,2,3.448
,Gunner Olszewski,NYG,WR,1,0,0,0,0,0,0,0,1,2.041,1,5.556,0,,0,,,
,Isaiah Hodgins,NYG,WR,1,0,0,0,0,0,0,0,14,28.571,12,66.667,0,,0,,0,0
,Theo Johnson,NYG,TE,1,2,0,0,0,2,0,0,46,93.878,18,100,11.111,2,100,10.526,2,4.167
,Daniel Bellinger,NYG,TE,1,0,0,0,0,0,0,0,22,44.898,6,33.333,0,,0,,0,0
,James Proche,TEN,WR,1,0,0,0,0,0,0,0,18,25.352,10,33.333,0,,0,,0,0
,Tony Pollard,TEN,RB,1,0,0,0,0,0,0,0,38,53.521,14,46.667,0,,0,,21,30
,David Martin-Robinson,TEN,TE,1,0,0,0,0,0,0,0,18,25.352,4,13.333,0,,0,,0,0
,Noah Gray,KC,TE,1,0,0,0,0,0,0,0,22,47.826,13,46.429,0,,0,,0,0
,Kareem Hunt,KC,RB,1,0,0,0,0,0,0,0,11,23.913,6,21.429,0,,0,,3,6.977
,Julius Chestnut,TEN,RB,1,0,0,0,0,0,0,0,2,2.817,1,3.333,0,,0,,1,1.429
,Josiah Deguara,ARZ,TE,1,1,0,0,0,1,0,0,8,14.286,8,24.242,3.03,0,0,0,,
,Michael Carter,ARZ,RB,1,2,0,0,0,2,0,0,31,55.357,18,54.545,6.061,0,0,0,13,23.214
,Emari Demercado,ARZ,RB,1,1,0,0,0,1,0,0,17,30.357,12,36.364,3.03,0,0,0,6,10.714
,Jalen Brooks,ARZ,WR,1,0,0,0,0,0,0,0,4,7.143,3,9.091,0,,0,,0,0
,David Sills,ATL,WR,1,1,0,0,0,1,0,0,30,41.096,13,36.111,2.778,0,0,0,1,1.37
,Pharaoh Brown,ARZ,TE,1,0,0,0,0,0,0,0,7,12.5,3,9.091,0,,0,,0,0
,LeQuint Allen Jr.,JAX,RB,1,0,0,0,0,0,0,0,21,30,16,39.024,0,,0,,4,5.882
,Adam Prentice,DEN,FB,1,0,0,0,0,0,0,0,7,10.606,7,14.583,0,,0,,,
,Nate Adkins,DEN,TE,1,1,0,0,0,1,0,0,7,10.606,2,4.167,2.083,0,0,0,1,1.538
,Jaleel McLaughlin,DEN,RB,1,0,0,0,0,0,0,0,10,15.152,2,4.167,0,,0,,5,7.692
,Johnny Mundt,JAX,TE,1,0,0,0,0,0,0,0,23,32.857,9,21.951,0,,0,,0,0
,Dyami Brown,JAX,WR,1,0,0,0,0,0,0,0,6,8.571,1,2.439,0,,0,,0,0
,Jonnu Smith,PIT,TE,1,1,0,0,0,1,0,0,26,36.111,16,37.209,2.326,1,100,2.222,3,4.286
,Connor Heyward,PIT,TE,1,0,0,0,0,0,0,0,9,12.5,3,6.977,0,,0,,0,0
,David Montgomery,DET,RB,1,0,0,0,0,0,0,0,13,18.841,9,15.789,0,,0,,4,5.797
,Jaylin Noel,HST,WR,1,0,0,0,0,0,0,0,7,11.29,6,17.143,0,,0,,0,0
,Dont'e Thornton Jr.,LV,WR,1,0,0,0,0,0,0,0,4,7.547,3,11.538,0,,0,,0,0
,Harrison Bryant,HST,TE,1,0,0,0,0,0,0,0,4,6.452,4,11.429,0,,0,,,
,Mitchell Tinsley,CIN,WR,1,1,0,0,0,1,0,0,22,35.484,8,22.857,2.857,0,0,0,1,1.639
,Dee Eskridge,MIA,WR,1,0,0,0,0,0,0,0,5,8.475,3,10,0,,0,,0,0
,Julian Hill,MIA,TE,1,0,0,0,0,0,0,0,29,49.153,10,33.333,0,,0,,0,0
,Ollie Gordon II,MIA,RB,1,0,0,0,0,0,0,0,3,5.085,2,6.667,0,,0,,1,1.724
,Kyle Juszczyk,SF,FB,1,0,0,0,0,0,0,0,33,49.254,12,34.286,0,,0,,0,0
,Luke Farrell,SF,TE,1,0,0,0,0,0,0,0,24,35.821,12,34.286,0,,0,,0,0
,Brian Robinson,SF,RB,1,1,0,0,0,1,0,0,10,14.925,5,14.286,2.857,1,100,2.778,6,9.091
,Jordan Watkins,SF,WR,1,0,0,0,0,0,0,0,5,7.463,2,5.714,0,,0,,0,0
,Tyler Goodson,IND,RB,1,0,0,0,0,0,0,0,5,8.621,1,2.632,0,,0,,3,5.172
,Tez Johnson,TB,WR,1,1,1,-1,0,1,1,-1,14,22.222,4,14.286,3.571,1,100,3.333,1,1.639
,Devin Singletary,NYG,RB,1,1,1,-1,0,1,1,-1,16,32.653,5,27.778,5.556,0,0,0,12,25
,Tyler Allgeier,ATL,RB,1,1,1,-6,0,1,1,-6,26,35.616,6,16.667,2.778,0,0,0,17,23.288
