game_id,commence_time,in_play,bookmaker,last_update,home_team,away_team,market,label,description,price,point
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,h2h,Atlanta Falcons,,225,
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,h2h,Tampa Bay Buccaneers,,-278,
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,spreads,Atlanta Falcons,,-108,5.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,spreads,Tampa Bay Buccaneers,,-112,-5.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,totals,Over,,-110,43.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,totals,Under,,-110,43.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_pass_completions,Over,Baker Mayfield,-116,19.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_pass_completions,Under,Baker Mayfield,-110,19.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_pass_completions,Over,Kirk Cousins,-112,19.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_pass_completions,Under,Kirk Cousins,-113,19.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_pass_tds,Over,Baker Mayfield,-143,1.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_pass_tds,Under,Baker Mayfield,112,1.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_pass_tds,Over,Kirk Cousins,198,1.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_pass_tds,Under,Kirk Cousins,-258,1.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_pass_yds,Over,Baker Mayfield,-113,221.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_pass_yds,Under,Baker Mayfield,-111,221.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_pass_yds,Over,Kirk Cousins,-112,207.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_pass_yds,Under,Kirk Cousins,-112,207.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Over,Kyle Pitts,-109,54.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Under,Kyle Pitts,-115,54.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Over,Emeka Egbuka,-112,50.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Under,Emeka Egbuka,-112,50.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Over,Chris Godwin,-115,39.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Under,Chris Godwin,-109,39.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Over,Bijan Robinson,-111,38.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Under,Bijan Robinson,-113,38.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Over,Mike Evans,-110,38.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Under,Mike Evans,-114,38.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Over,Darnell Mooney,-110,37.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Under,Darnell Mooney,-114,37.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Over,Bucky Irving,-111,21.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Under,Bucky Irving,-113,21.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Over,Dylan Drummond,-115,20.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Under,Dylan Drummond,-109,20.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Over,David Sills V,-108,20.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Under,David Sills V,-116,20.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Over,Payne Durham,-113,11.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Under,Payne Durham,-111,11.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Over,Jalen McMillan,-109,10.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Under,Jalen McMillan,-115,10.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Over,Rachaad White,-107,8.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Under,Rachaad White,-118,8.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Over,Tyler Allgeier,-110,6.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_reception_yds,Under,Tyler Allgeier,-114,6.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Over,Kyle Pitts,103,5.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Under,Kyle Pitts,-132,5.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Over,Bijan Robinson,-110,4.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Under,Bijan Robinson,-116,4.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Over,Emeka Egbuka,128,4.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Under,Emeka Egbuka,-164,4.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Over,Chris Godwin,-127,3.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Under,Chris Godwin,100,3.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Over,Mike Evans,107,3.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Under,Mike Evans,-137,3.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Over,Bucky Irving,-162,2.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Under,Bucky Irving,127,2.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Over,Darnell Mooney,-148,2.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Under,Darnell Mooney,116,2.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Over,David Sills V,108,2.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Under,David Sills V,-138,2.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Over,Dylan Drummond,115,2.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Under,Dylan Drummond,-146,2.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Over,Payne Durham,-109,1.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Under,Payne Durham,-117,1.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Over,Rachaad White,-104,1.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Under,Rachaad White,-123,1.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Over,Tyler Allgeier,140,1.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Under,Tyler Allgeier,-179,1.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Over,Jalen McMillan,165,1.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_receptions,Under,Jalen McMillan,-213,1.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_rush_attempts,Over,Bijan Robinson,-112,16.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_rush_attempts,Under,Bijan Robinson,-114,16.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_rush_attempts,Over,Bucky Irving,-116,14.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_rush_attempts,Under,Bucky Irving,-110,14.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_rush_yds,Over,Bijan Robinson,-113,73.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_rush_yds,Under,Bijan Robinson,-111,73.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_rush_yds,Over,Bucky Irving,-113,57.5
08bfd9cd8115339250817cc66a8b3cba,12/11/2025,FALSE,DraftKings,12/11/2025,Tampa Bay Buccaneers,Atlanta Falcons,player_rush_yds,Under,Bucky Irving,-111,57.5
