BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Tylan  Wallace,BLT,WR,1,5,8.333,1,1,6,0,6,6,100,7,7,0,6,0,1,1,6,0,0,-0.302,-0.302,-0.419,-21.77,1.6,1.6
,Samaje  Perine,CIN,RB,1,25,42.373,1,1,6,0,6,6,100,8,8,0,6,0,1,1,6,0,0,0.077,0.077,-0.748,-38.25,17,17
,Taysom  Hill,NO,QB,1,5,6.579,1,1,6,0,6,6,100,4,4,0,6,0,1,1,6,0,0,0.216,0.216,-0.07,-8.35,2.2,2.2
,Van  Jefferson,TEN,WR,1,51,75,8,1,6,0,0.75,6,12.5,1,1,0,6,0,8,1,6,1,0,-6.75,-0.844,-59.497,-102.49,1.6,1.6
,Ben  Yurosek,MIN,TE,1,14,29.787,2,1,5,0,2.5,5,50,5,5,0,5,0,2,1,5,0,0,-0.726,-0.363,-5.206,-46.5,1.5,1.5
,Allen  Lazard,NYJ,WR,1,53,70.667,2,1,5,0,2.5,5,50,7,7,0,5,0,2,1,5,1,0,-0.298,-0.149,-8.316,-58.87,1.5,1.5
,Demarcus  Robinson,SF,WR,1,25,54.348,3,2,5,0,1.667,2.5,66.667,2,1,1,6,0,3,2,5,0,0,-1.343,-0.448,-7.167,-43.35,2.5,2.5
,RJ  Harvey,DEN,RB,1,15,26.316,1,1,5,1,5,5,100,4,4,1,5,0,1,1,5,0,0,2.712,2.712,16.461,309.32,24.1,24.1
,Luke  Musgrave,GB,TE,1,12,19.048,1,1,5,0,5,5,100,1,1,0,5,0,1,1,5,0,0,-0.257,-0.257,0.199,-3.5,1.5,1.5
,Tommy  Tremble,CAR,TE,1,27,45,1,1,4,0,4,4,100,3,3,0,4,0,1,1,4,0,0,0.007,0.007,-0.291,-11.4,1.4,1.4
,Kyle  Juszczyk,SF,FB,1,17,36.957,2,1,4,0,2,4,50,1,1,0,4,0,2,1,4,0,0,-1.024,-0.512,-7.346,-73.86,1.4,1.4
,Matthew  Golden,GB,WR,1,41,65.079,3,3,4,0,1.333,1.333,100,2,0.667,1,4,0,3,3,4,0,0,-1.322,-0.441,-13.704,-67.74,3.4,3.4
,Kenneth  Gainwell,PIT,RB,1,20,35.088,2,2,4,0,2,2,100,4,2,0,3,0,2,2,4,0,0,-4.907,-2.454,-15.076,-225.52,5.5,5.5
,John  FitzPatrick,GB,TE,1,21,33.333,1,1,4,0,4,4,100,3,3,0,4,0,1,1,4,0,0,-0.178,-0.178,-4.326,-72.44,1.4,1.4
,Jordan  Mason,MIN,RB,1,15,31.915,1,1,3,0,3,3,100,4,4,0,3,0,1,1,3,0,0,-0.702,-0.702,-3.01,-73.25,1.6,1.6
,Ameer  Abdullah,IND,RB,1,8,15.094,1,1,3,0,3,3,100,6,6,0,3,0,1,1,3,0,0,-0.22,-0.22,-2.566,-57.02,1.8,1.8
,Devin  Duvernay,CHI,WR,1,9,14.063,3,1,2,0,0.667,2,33.333,0,0,0,2,0,3,1,2,2,1,-2.026,-0.675,-19.193,-83.25,1.2,1.2
,Jake  Tonges,SF,TE,1,4,8.696,1,1,2,1,2,2,100,0,0,1,2,0,1,1,2,1,1,0.723,0.723,8.993,80.73,7.2,7.2
,Kareem  Hunt,KC,RB,1,20,28.571,1,1,2,1,2,2,100,0,0,1,2,0,1,1,2,1,1,3.747,3.747,12.688,114.25,17.2,17.2
,Adam  Thielen,MIN,WR,1,12,25.532,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-2.091,-1.046,-16.598,-104.58,0,0
,Jalen  Nailor,MIN,WR,1,33,70.213,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.856,-0.856,-4.516,-70.76,0,0
,Josh  Oliver,MIN,TE,1,4,8.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Quentin  Johnston,LAC,WR,1,37,48.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Tucker  Fisk,LAC,TE,1,40,51.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Alec  Ingold,MIA,FB,1,25,38.462,1,1,0,0,0,0,100,5,5,0,0,0,1,1,0,0,0,-0.439,-0.439,-2.806,-61.43,1,1
,Charlie  Woerner,ATL,TE,1,13,26.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Kyle  Monangai,CHI,RB,1,28,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,2.4,2.4
,Derrick  Henry,BLT,RB,1,36,60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.541,-1.541,-7.822,-106.14,19.1,19.1
,Justice  Hill,BLT,RB,1,17,28.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.2,0.2
,Chuba  Hubbard,CAR,RB,1,35,58.333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.523,-0.523,-3.947,-80.29,9.4,9.4
,Ty  Johnson,BUF,RB,1,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.6,0.6
,Curtis  Samuel,BUF,WR,1,17,28.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,James  Cook,BUF,RB,1,27,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,33.6,33.6
,Ray  Davis,BUF,RB,1,15,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.566,-0.566,-3.671,-87.02,1.6,1.6
,Tyrell  Shavers,BUF,WR,1,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Rico  Dowdle,CAR,RB,1,20,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,5.4,5.4
,Mitchell  Evans,CAR,TE,1,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jimmy  Horn Jr.,CAR,WR,1,8,13.333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.308,-1.308,-7.273,-105.27,0.9,0.9
,Brycen  Tremayne,CAR,WR,1,7,11.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Mitchell  Tinsley,CIN,WR,1,10,16.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Andrei  Iosivas,CIN,WR,1,47,79.661,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-2.817,-0.939,-20.953,-107.69,0,0
,Drew  Sample,CIN,TE,1,31,52.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Harrison  Bryant,HST,TE,1,18,23.077,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.713,-0.713,-7.646,-106.51,0,0
,Skyy  Moore,SF,WR,1,9,19.565,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.803,-0.803,-6.316,-89.77,0,0
,Luke  Farrell,SF,TE,1,3,6.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Brian  Robinson,SF,RB,1,2,4.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Isaiah  Bond,CLV,WR,1,28,51.852,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-6.035,-1.509,-30.082,-105.79,0,0
,Jerry  Jeudy,CLV,WR,1,43,79.63,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,-4.272,-2.136,-12.903,-97.36,0,0
,Gage  Larvadain,CLV,WR,1,27,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.3,0.3
,Blake  Whiteheart,CLV,TE,1,8,14.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Kyle  Williams,NE,WR,1,11,15.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,TreVeyon  Henderson,NE,RB,1,14,20.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,7.5,7.5
,Grant  Calcaterra,PHI,TE,1,32,53.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Lil'Jordan  Humphrey,NYG,WR,1,31,59.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,John  Metchie III,PHI,WR,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Kylen  Granson,PHI,TE,1,5,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Will  Shipley,PHI,RB,1,5,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.2,0.2
,Foster  Moreau,NO,TE,1,14,18.421,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-7.443,-7.443,-10.807,-119.34,0,0
,Sean  Tucker,TB,RB,1,19,33.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,10.2,10.2
,Jack  Stoll,NO,TE,1,8,10.526,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-3.454,-3.454,-5.473,-148.52,0,0
,Ryan  Miller,TB,WR,1,19,33.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Kameron  Johnson,TB,WR,1,5,8.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jake  Ferguson,DAL,TE,1,39,53.425,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.742,-0.742,-7.778,-119.53,0,0
,Marvin  Mims Jr.,DEN,WR,1,17,29.825,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.459,-0.459,-10.031,-140.09,1.8,1.8
,Nate  Adkins,DEN,TE,1,16,28.07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.866,-0.866,-6.929,-100,0,0
,Adam  Trautman,DEN,TE,1,34,59.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Hunter  Luepke,DAL,FB,1,11,15.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.2,0.2
,Tyler  Badie,DEN,RB,1,6,10.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.6,0.6
,Trent  Sherfield,DEN,WR,1,10,17.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Mo  Alie-Cox,IND,TE,1,17,32.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Adonai  Mitchell,IND,WR,1,8,15.094,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.903,-0.903,-6.726,-106.06,0,0
,Darnell  Washington,PIT,TE,1,25,43.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Chris  Brooks,GB,RB,1,2,3.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jacory  Croskey-Merritt,WAS,RB,1,30,54.545,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.425,-0.425,-6.879,-130.43,2.5,2.5
,Chris  Moore,WAS,WR,1,22,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Jaylin  Lane,WAS,WR,1,22,40,2,1,0,0,0,0,50,1,1,0,0,0,2,1,0,0,0,-1.865,-0.933,-15.563,-108.11,1,1
,Isiah  Pacheco,KC,RB,1,39,55.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,5.8,5.8
,Marquise  Brown,KC,WR,1,27,38.571,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-3.276,-3.276,-5.07,-91,0,0
,Brashard  Smith,KC,RB,1,8,11.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0.8,0.8
,Tyquan  Thornton,KC,WR,1,5,7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0
,Luther  Burden III,CHI,WR,1,13,20.313,1,1,-1,0,-1,-1,100,2,2,0,0,0,1,1,-1,0,0,-0.88,-0.88,-7.226,-100.85,0.9,0.9
,Jerome  Ford,CLV,RB,1,12,22.222,2,1,-1,0,-0.5,-1,50,3,3,0,0,0,2,1,-1,0,0,-1.537,-0.769,-12.387,-118.44,0.9,0.9
,Quinshon  Judkins,CLV,RB,1,18,33.333,3,3,-2,0,-0.667,-0.667,100,2,0.667,0,2,0,3,3,-2,0,0,-2.76,-0.92,-24.825,-150.71,4.7,4.7
,KaVontae  Turpin,DAL,WR,1,27,36.986,5,1,-2,0,-0.4,-2,20,1,1,0,0,0,5,1,-2,0,0,-4.656,-0.931,-34.817,-98.06,0.8,0.8
,Ashton  Dulin,IND,WR,1,12,22.642,1,1,-8,0,-8,-8,100,0,0,0,0,0,1,1,-8,0,0,-1.64,-1.64,-17.45,-242.78,0.2,0.2
